Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield,,,,,
SPLIL,SPL Industries Ltd.,,7.27,7.27,8.1,47.55,56.37,0,68.23,10.97,10.14,9.88,7.27,,16.07,14.86,14.48,10.65,15.28,17.9,10.03,0.04,1.09,,2.94,2.88,5.28,0,0,0,0,,132.1,0.67,4.15,0.95,0,1.37,0.95,0.11,,,,,
SPMLINFRA,SPML Infra Ltd.,,2.68,2.68,3.17,68.03,68.03,0,195,10.3,9.41,2.03,2.28,,5.27,4.82,1.03,1.16,3.35,3.79,0.38,5.85,0.34,,1.09,1.03,9.18,0,0,0,0,,"1,986.21",2.33,44.1,0.29,0,0.84,0.29,0.04,,,,,
SPYL,Shekhawati Poly-Yarn Ltd.,,-0.71,-0.71,-0.44,-3.64,-3.64,0,10.54,-0.44,-0.7,-0.71,-0.71,,-4.16,-6.68,-6.71,-6.71,0,19.49,-16.7,-1.6,2.88,,0.23,0.1,20.65,0,0,0,0,,225.2,0.62,-14.88,0.07,0,-0.2,0.07,-0.98,,,,,
SREEL,Sreeleathers Ltd.,,7.14,7.14,7.63,145.62,145.62,0,52.63,10.42,9.93,9.74,7.14,,19.79,18.86,18.49,13.56,4.9,6.64,4.65,0,0.36,,2.38,0.92,0,0,0,0,0,,451.99,3.71,18.73,3.77,0,1.36,3.77,0.04,,,,,
SRF,SRF Ltd.,,50.86,50.86,64.76,256.35,256.35,16.75,334.64,89.72,75.63,72.45,50.67,,26.81,22.6,21.65,15.14,19.76,23.14,11.64,0.36,0.84,,1.35,0.8,3.13,14.06,11,85.94,89,,"82,114.21",8.25,30.77,8,85.93,10.45,8,0.02,,,,,
SRHHYPOLTD,Sree Rayalaseema Hi Strength Hyp Ltd.,,59.88,59.88,71.08,332.26,332.26,3.5,738.3,92.88,81.68,79.81,59.88,,12.57,11.06,10.8,8.11,18.02,24.05,13.05,0.03,1.94,,2.35,1.65,5.39,5,4.22,95,95.78,,718.43,0.57,4.51,0.64,94.99,1.43,0.64,0.13,,,,,
SSWL,Steel Strips Wheels Ltd.,,65.81,65.65,90.44,304.89,304.89,3.75,"1,140.32",149.21,124.58,97.22,65.81,,13.08,10.92,8.52,5.77,21.58,25.92,7.6,0.82,1.4,,1,0.46,3.89,1.51,1.1,98.49,98.9,,"3,241.24",0.91,6.96,0.71,98.48,2.65,0.71,0.08,,,,,
STAR,Strides Pharma Science Ltd.,,20.08,20.07,31.69,379.36,379.36,0,220.4,22.29,10.66,2.4,20.07,,10.11,4.83,1.08,9.1,5.28,2.66,3.31,0.37,0.37,,1.07,0.79,1.56,0,0,0,0,,"4,341.86",2.19,21.7,1.57,0,0.91,1.57,0.06,,,,,
STARPAPER,Star Paper Mills Ltd.,,23.48,23.48,26.92,342.65,342.65,3.5,211.77,32.05,28.62,28.32,23.48,,15.13,13.51,13.37,11.08,6.85,7.21,5.45,0,0.5,,4.27,2.84,1.93,10.64,9.28,89.36,90.72,,208.89,0.63,4.18,0.75,89.35,0.46,0.75,0.15,,,,,
STCINDIA,State Trading Corporation of India Ltd.,,-14.73,-14.73,-15.66,-180.36,-32.93,0,0,4.04,4.04,-8.1,-15.66,,0,0,0,0,0,-12.27,-4.09,-0.75,0,,0.92,0.92,0,0,0,0,0,,"1,360.41",0,56.12,0,0,-0.54,0,-0.16,,,,,
STEL,STEL Holdings Ltd.,,7.92,7.92,7.94,400.55,400.55,0,10.87,10.56,10.53,10.53,7.92,,97.12,96.91,96.91,72.86,1.97,2.62,1.97,0,0.03,,301.65,301.65,0,0,0,0,0,,186.82,9.31,9.59,10.57,0,0.29,10.57,0.07,,,,,
STERTOOLS,Sterling Tools Ltd.,,8.25,8.25,15.75,100.8,100.8,1,130.81,20.35,12.85,11.01,8.25,,15.55,9.82,8.41,6.3,8.18,10.52,5.43,0.3,0.89,,2.15,1.2,1.82,12.11,6.34,87.89,93.66,,578.28,1.23,7.89,1.04,87.88,1.35,1.04,0.06,,,,,
STLTECH,Sterlite Technologies Ltd.,,2.06,2.04,7.32,46.33,46.33,0.5,126.24,12.24,6.97,2.79,2.06,,9.69,5.52,2.21,1.62,4.43,9.3,1.1,1.4,0.71,,0.99,0.89,6.4,97.01,27.25,2.99,72.75,,"11,118.12",2.21,22.84,1.78,2.98,4.85,1.78,0.01,,,,,
STYRENIX,Styrenix Performance Materials Ltd.,,183.41,183.41,204.81,487.01,487.01,297,"1,239.09",277.75,256.35,251.67,183.41,,22.41,20.68,20.31,14.8,37.66,47.9,26.18,0.01,1.71,,2.96,1.78,4.51,110.13,98.62,-10.13,1.38,,"1,544.06",0.71,3.16,0.79,-10.13,2,0.79,0.19,,,,,
SUBROS,Subros Ltd.,,4.99,4.99,20.68,126.23,126.23,0.7,343.16,24.32,8.63,6.96,4.99,,7.08,2.51,2.02,1.45,3.95,6.41,2.16,0.03,1.52,,1.1,0.59,5.62,14.01,3.38,85.99,96.62,,"2,044.87",0.91,12.89,0.96,85.98,2.6,0.96,0.02,,,,,
SUDARSCHEM,Sudarshan Chemical Industries Ltd.,,14.5,14.5,27.05,120.22,120.22,5,277.2,34.91,22.36,19.86,14.5,,12.59,8.06,7.16,5.23,12.06,12.03,4.52,0.91,0.93,,1.11,0.6,3.13,41.38,22.17,58.62,77.83,,"4,343.07",2.26,17.97,1.88,58.61,4.33,1.88,0.03,,,,,
SUNDARAM,Sundaram Multi Pap Ltd.,,0.09,0.09,0.2,2,2,0,1.48,0.29,0.18,0.08,0.08,,19.75,12.05,5.72,5.55,4.11,7.69,2.67,0.35,0.48,,2.49,1.56,1.32,0,0,0,0,,210.67,2.99,15.15,2.53,0,1.88,2.53,0.02,,,,,
SUNDRMBRAK,Sundaram Brake Linings Ltd.,,0.2,0.2,15.43,230.34,230.34,0,750.27,14.4,-0.82,0.34,0.2,,1.91,-0.1,0.04,0.02,0.08,-0.31,0.03,0.46,1.56,,1.28,0.78,4.09,0,0,0,0,,175.13,0.59,30.9,0.45,0,1.48,0.45,0,,,,,
SUNFLAG,Sunflag Iron and Steel Company Ltd.,,12.01,12.01,16.24,96.34,96.34,0,149.72,22.35,18.12,15.77,12.01,,14.92,12.1,10.53,8.01,12.46,14.9,7.05,0.3,0.99,,1.53,0.58,2.77,0,0,0,0,,"1,593.66",0.59,3.96,0.42,0,0.65,0.42,0.19,,,,,
SUNTV,Sun TV Network Ltd.,,41.74,41.74,49.01,204.35,204.35,13.75,88.94,63.66,56.38,55.65,41.74,,71.57,63.39,62.57,46.92,20.42,27.45,18.83,0,0.42,,7.82,7.82,0,32.94,28.05,67.06,71.95,,"18,398.29",5.25,7.33,5.51,67.05,2.4,5.51,0.09,,,,,
SUPERHOUSE,Superhouse Ltd.,,24.23,24.23,36.67,322.54,322.54,1,497.37,56.08,43.64,32.95,24.23,,11.27,8.77,6.62,4.87,7.51,12.95,4.14,0.34,0.89,,1.47,0.81,2,4.12,2.72,95.88,97.28,,243.35,0.44,3.94,0.33,95.87,0.5,0.33,0.15,,,,,
SUPERSPIN,Super Spinning Mills Ltd.,,0.15,0.15,0.67,19.87,19.87,0,16.99,1.8,1.27,1.45,0.15,,10.57,7.49,8.56,0.89,0.76,5.17,0.46,0.32,0.52,,0.57,0.17,4.64,0,0,0,0,,95.19,1.02,9.64,0.68,0,0.58,0.68,0.01,,,,,
SUPRAJIT,Suprajit Engineering Ltd.,,8.11,8.1,10.04,67.97,67.97,2,91.86,17.51,15.6,11.92,8.12,,19.06,16.97,12.97,8.84,11.95,21.98,8.23,0.23,0.94,,1.86,1.37,4.38,23.38,18.92,76.62,81.08,,"4,915.83",3.87,20.28,3.72,76.61,5.03,3.72,0.02,,,,,
SUPREMEIND,Supreme Industries Ltd.,,63.91,63.91,81.97,266.66,266.66,24,611.79,103.1,85.04,84.63,63.9,,16.85,13.89,13.83,10.44,23.96,30.52,17.88,0,1.82,,2.47,1.21,5.37,35.98,28.05,64.02,71.95,,"25,438.45",3.27,19.42,3.34,64.01,7.66,3.34,0.03,,,,,
SURANASOL,Surana Solar Ltd.,,0.17,0.17,0.8,11.21,11.21,0,5.05,0.98,0.36,0.25,0.17,,19.46,7.06,4.9,3.4,1.53,3.14,1.23,0.19,0.37,,2.63,1,1.28,0,0,0,0,,114.15,4.6,23.61,4.2,0,1.89,4.2,0.01,,,,,
SURYAROSNI,Surya Roshni Ltd.,,38.33,37.6,58.68,289.73,289.73,4,"1,449.48",84.04,63.72,51.79,38.36,,5.79,4.39,3.57,2.64,13.23,19.47,6.57,0.38,2.55,,1.51,0.79,6.35,3.98,2.6,96.02,97.4,,"2,785.76",0.36,6.22,0.29,96.01,1.43,0.29,0.09,,,,,
SUTLEJTEX,Sutlej Textiles and Industries Ltd.,,9.5,9.5,16.83,69,69,1.85,185.71,25.5,18.17,14.72,9.5,,13.72,9.78,7.92,5.11,13.77,18.65,6.37,0.83,1.32,,1.38,0.67,3.06,3.15,1.78,96.85,98.22,,"2,097.01",0.69,5.02,0.38,96.84,1.03,0.38,0.13,,,,,
SUVEN,Suven Life Sciences Ltd.,,-2.84,-2.84,-2.19,32.74,32.74,0,0.81,-2.15,-2.46,-2.49,-2.49,,-264.47,-301.56,-306.04,-306.04,-7.61,-7.44,-7.45,0,0.03,,9.44,9.44,0,0,0,0,0,,"1,345.75",113.62,-42.96,113.85,0,2.83,113.85,-0.03,,,,,
SUZLON,Suzlon Energy Ltd.,,-1.02,-1.02,-0.79,-4.24,-4.24,0,4.38,0.14,-0.06,-0.99,-0.99,,3.27,-1.3,-22.59,-22.59,0,-2.2,-16.08,-1.09,0.73,,0.88,0.52,3.04,0,0,0,0,,"12,294.39",3.04,92.84,2.09,0,-2.16,2.09,-0.11,,,,,
SWANENERGY,Swan Energy Ltd.,,0.13,0.13,0.35,48.51,48.51,0.1,15.49,1.08,0.85,0.18,0.12,,6.96,5.49,1.17,0.77,0.24,1.7,0.19,0.08,0.28,,1.6,1.3,4.11,76.85,26.6,23.15,73.4,,"5,212.21",12.75,183.19,12.54,23.14,4,12.54,0,,,,,
SWARAJENG,Swaraj Engines Ltd.,,90.17,90.13,105.05,251.71,251.71,80,937.21,135.9,121,120.93,90.15,,14.5,12.91,12.9,9.61,35.81,47.19,23.72,0,2.47,,2.19,1.77,14.4,76.52,65.66,23.48,34.34,,"1,494.88",1.31,9.06,1.39,23.47,5.19,1.39,0.07,,,,,
SYMPHONY,Symphony Ltd.,,15.84,15.84,16.65,118.15,118.15,9,91.68,21.86,21.05,20.91,15.84,,23.84,22.96,22.81,17.27,13.4,17.62,10.94,0.05,0.68,,3.44,3.05,0,44.19,42.03,55.81,57.97,,"7,700.86",12.01,50.35,11.97,55.8,9.29,11.97,0.01,,,,,
SYNGENE,Syngene International Ltd.,,9.89,9.77,17.55,82.14,82.14,1,64.91,21.11,13.39,12.02,9.83,,32.52,20.62,18.51,15.13,11.96,12.39,7.08,0.24,0.5,,1.79,1.64,6.45,0,0,0,0,,"24,198.25",9.3,28.6,9.2,0,7.27,9.2,0.02,,,,,
TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd.,,0.39,0.39,0.8,96.38,96.38,0,8.24,1.18,0.77,0.39,0.39,,14.25,9.31,4.77,4.77,0.4,0.79,0.4,0,0.08,,7.49,2.59,1.34,0,0,0,0,,63.22,8.19,57.44,8.3,0,0.71,8.3,0.01,,,,,
TAJGVK,Taj GVK Hotels & Resorts Ltd.,,1.55,1.55,4.06,62.95,62.95,0,36.22,8.43,5.95,2.99,1.58,,23.27,16.43,8.24,4.36,2.5,6.1,1.35,0.43,0.31,,0.6,0.54,0,0,0,0,0,,"1,091.35",4.81,20.65,4.21,0,2.42,4.21,0.01,,,,,
TAKE,Take Solutions Ltd.,,-32.26,-32.26,-32.17,20.17,20.17,0,2.05,0.26,0.18,-0.19,-32.26,,12.83,8.79,-9.06,"-1,570.04",-159.88,0.88,-153.05,0,0.06,,27.05,27.05,0,0,0,0,0,,425.48,14,109.04,14.09,0,1.43,14.09,-1.11,,,,,
TALBROAUTO,Talbros Automotive Components Ltd.,,30.01,30.01,48.55,217.43,217.43,2.5,467.57,67.38,48.84,39.31,30.01,,14.4,10.44,8.4,6.41,13.8,20.82,6.91,0.33,1.11,,1.23,0.76,2.89,9.99,6.17,90.01,93.83,,645.28,1.12,7.76,0.97,90,2.09,0.97,0.07,,,,,
TARAPUR,Tarapur Transformers Ltd.,,3.14,3.14,3.72,4.35,4.35,0,1.3,3.76,3.18,3.14,3.14,,289.1,244.33,241.8,241.8,72.26,73.02,10.3,0,0.05,,1.02,1.02,2.63,0,0,0,0,,6.06,2.39,0.83,3.19,0,0.95,3.19,0.76,,,,,
TARMAT,Tarmat Ltd.,,2.9,2.15,3.57,59.17,59.22,0,102.49,4.88,4.21,2.95,2.9,,4.76,4.1,2.87,2.82,4.89,6.92,2.37,0.46,0.81,,1.61,1.05,1.19,0,0,0,0,,133.7,0.83,17.34,0.59,0,1.01,0.59,0.05,,,,,
TATACHEM,Tata Chemicals Ltd.,,31.46,31.46,40.18,602.08,602.08,12.5,146.02,48.24,39.51,38.76,31.46,,33.03,27.06,26.54,21.54,5.22,6.33,4.71,0,0.23,,2.52,1.74,1.16,31.78,24.87,68.22,75.13,,"24,339.27",6.54,19.8,6.67,68.21,1.62,6.67,0.03,,,,,
TATACOFFEE,Tata Coffee Ltd.,,5.45,5.45,6.76,62.35,62.35,2,43.74,8.11,6.81,6.51,5.45,,18.55,15.56,14.89,12.46,8.74,10.41,7.13,0.06,0.59,,3.34,1.43,0.86,27.5,22.18,72.5,77.82,,"4,017.59",4.92,26.51,4.95,72.49,3.47,4.95,0.03,,,,,
TATACOMM,Tata Communications Ltd.,,40.96,40.96,73.1,343.95,343.95,20.7,231.14,88.22,56.07,53.34,40.96,,38.16,24.26,23.07,17.72,11.9,14.01,7.92,0.05,0.46,,1.03,1.03,0,34.18,19.15,65.82,80.85,,"35,438.31",5.38,14.09,5.31,65.81,3.57,5.31,0.03,,,,,
TATACONSUM,TATA Consumer Products Ltd.,,9.61,9.61,11.15,127.39,127.62,6.05,86.07,14.65,13.11,12.49,9.61,,17.01,15.23,14.51,11.16,7.54,9.51,6.22,0,0.57,,2.56,1.73,2.38,42.13,36.32,57.87,63.68,,"70,302.75",8.86,52.08,9.03,57.86,6.1,9.03,0.01,,,,,
TATAELXSI,Tata Elxsi Ltd.,,88.26,88.26,97.15,257.06,257.06,42.5,396.75,130.11,121.22,119.71,88.26,,32.79,30.55,30.17,22.24,34.33,42.91,25.34,0,1.27,,4.13,4.13,360.29,54.38,49.4,45.62,50.6,,"54,088.69",21.89,66.76,22.28,45.61,34.39,22.28,0.01,,,,,
TATAMETALI,Tata Metaliks Ltd.,,75.2,75.2,94.73,483.02,483.02,8,869.46,124.99,105.45,107.46,75.2,,14.37,12.12,12.35,8.64,15.56,19.13,10.1,0,1.3,,1.78,0.99,3.83,5.31,4.22,94.69,95.78,,"2,305.61",0.84,5.84,0.89,94.68,1.59,0.89,0.1,,,,,
TATAMOTORS,Tata Motors Ltd.,,-3.63,-3.63,0.97,52.06,52.06,0,123.42,5.64,1.04,-4.28,-3.63,,4.56,0.84,-3.47,-2.94,-6.97,1.07,-2.17,1.17,0.73,,0.58,0.44,7.66,0,0,0,0,,"186,631.71",3.95,86.45,3.51,0,8.33,3.51,-0.01,,,,,
TATASTEEL,Tata Steel Ltd.,,270.33,270.13,314.76,"1,026.15","1,026.15",51,"1,055.50",430.16,385.47,360.7,270.06,,40.75,36.51,34.17,25.58,26.31,27.99,14.87,0.26,0.64,,0.58,0.21,2.15,9.1,7.81,90.9,92.19,,"189,190.05",1.47,3.6,1.24,90.89,1.27,1.24,0.21,,,,,
TCIEXP,TCI Express Ltd.,,33.48,33.45,36.06,139.27,139.27,8,280.9,47.51,44.91,44.68,33.46,,16.91,15.98,15.9,11.91,24.02,31.76,19.6,0,1.8,,2.93,2.93,0,23.89,22.17,76.11,77.83,,"6,542.81",6.05,35.77,6.07,76.1,12.23,6.07,0.02,,,,,
TCNSBRANDS,TCNS Clothing Co Ltd.,,-0.9,-0.9,14.39,100.6,100.6,0,145.43,20.18,4.86,-1.17,-0.93,,13.87,3.34,-0.8,-0.63,-0.92,3.03,-0.45,0,0.77,,2.66,1.35,1.16,0,0,0,0,,"4,693.61",5.24,37.75,5.25,0,7.59,5.25,0,,,,,
TCPLPACK,TCPL Packaging Ltd.,,54.13,54.13,114.85,378.19,378.19,10,"1,182.44",174.59,113.87,77.18,54.13,,14.76,9.63,6.52,4.57,14.31,17.96,4.89,1.18,1.17,,1.04,0.63,4.12,13.57,6.39,86.43,93.61,,"1,057.28",0.98,6.65,0.61,86.42,1.91,0.61,0.08,,,,,
TCS,Tata Consultancy Services Ltd.,,103.24,103.24,113.96,210.86,210.86,43,438.09,146.81,137.18,135.86,104.34,,33.51,31.31,31.01,23.81,49.48,60.23,31.49,0,1.39,,2.49,2.48,0,34.87,31.92,65.13,68.08,,"1,354,708.80",8.45,25.21,8.53,65.12,17.73,8.53,0.03,,,,,
TDPOWERSYS,TD Power Systems Ltd.,,17.68,17.56,24.32,168.04,168.04,3.5,231.1,31.21,24.39,23.73,17.49,,13.5,10.55,10.26,7.57,10.41,14.16,6.16,0.14,0.88,,1.88,1.33,3.12,14.26,10.26,85.74,89.74,,998.84,1.39,10.29,1.49,85.73,2.05,1.49,0.05,,,,,
TEAMLEASE,TeamLease Services Ltd.,,13.16,13.16,23.81,396.87,396.87,0,"3,299.06",69.04,58.39,14.22,13.16,,2.09,1.76,0.43,0.39,3.31,12.33,1.63,0.04,4.28,,1.3,1.3,0,0,0,0,0,,"7,193.32",1.28,60.94,1.31,0,10.92,1.31,0,,,,,
TECHIN,Techindia Nirman Ltd.,,-0.37,-0.37,-0.35,8.7,8.7,0,0,-0.35,-0.37,-0.37,-0.37,,0,0,0,0,-4.21,-4.2,-0.74,4.69,0,,0.73,0.73,0,0,0,0,0,,75.7,0,-151.55,0,0,1.39,0,-0.03,,,,,
TECHM,Tech Mahindra Ltd.,,50.48,50.11,57.35,265.96,265.96,45,357.34,72.11,65.32,64.67,50.56,,20.18,18.28,18.09,14.14,19,22.37,14.03,0,1.02,,2.56,2.56,0,88.79,78.27,11.21,21.73,,"144,395.17",4.16,20.6,4.2,11.2,5.64,4.2,0.03,,,,,
TECHNOE,Techno Electric & Engineering Company Ltd Ltd.,,23.67,23.67,27.39,166.64,166.64,2,97.62,33.89,30.18,29.67,23.67,,34.71,30.91,30.38,24.24,14.2,15.9,10.36,0,0.46,,4.71,4.65,0,16.9,14.6,83.1,85.4,,"2,674.77",2.49,7.17,2.53,83.09,1.48,2.53,0.1,,,,,
TECILCHEM,Tecil Chemicals and Hyd. Ltd.,,-0.2,-0.2,-0.19,-8.44,-8.44,0,0,-0.19,-0.2,-0.2,-0.2,,0,0,0,0,0,9.6,-6.33,-0.75,0,,0.25,0.25,0,0,0,0,0,,15.05,0,-42.48,0,0,-0.19,0,-0.13,,,,,
TEJASNET,Tejas Networks Ltd.,,-6.07,-6.07,1.11,163.56,163.56,0,46.61,-3.25,-9.77,-10.03,-5.41,,-6.98,-20.96,-21.51,-11.6,-3.3,-5.93,-3.02,0,0.32,,10.24,8.6,1.18,0,0,0,0,,"4,660.99",8.49,-121.57,9.12,0,2.6,9.12,-0.01,,,,,
TERASOFT,Tera Software Ltd.,,-1.04,-1.04,-0.66,85.83,85.83,0,101.62,8.55,8.17,-0.66,-1.04,,8.41,8.03,-0.64,-1.02,-1.21,9.03,-0.47,0.56,0.44,,1.45,1.43,0,0,0,0,0,,106.37,0.84,9.94,0.44,0,0.52,0.44,-0.02,,,,,
TEXINFRA,Texmaco Infrastructure & Holdings Ltd.,,0.13,0.13,0.36,52.72,52.72,0.08,1.06,0.53,0.3,0.11,0.13,,50.56,28.79,10.42,11.82,0.23,0.54,0.22,0.04,0.02,,13.88,13.87,0,159.95,56.27,-59.95,43.73,,750.92,55.71,110.17,54.08,-59.95,1.09,54.08,0,,,,,
TEXMOPIPES,Texmo Pipes and Products Ltd.,,5,5,7.81,41.25,63.21,0,193.33,12.59,9.78,6.74,5,,6.51,5.05,3.48,2.58,12.13,12.05,4.77,0.21,1.93,,2.03,1.11,6.87,0,0,0,0,,236.61,0.42,6.44,0.39,0,1.84,0.39,0.07,,,,,
TEXRAIL,Texmaco Rail and Engineering Ltd.,,0.67,0.67,1.68,41.22,41.22,0.1,50.38,5.23,4.12,1.01,0.57,,10.38,8.18,1.99,1.12,1.37,8.75,0.68,0.54,0.61,,1.87,1.55,3.33,13.68,4.62,86.32,95.38,,"1,865.68",1.15,11.07,0.83,86.31,1.01,0.83,0.01,,,,,
TFCILTD,Tourism Finance Corp of India Ltd.,,10.01,10.01,9.6,103.68,103.68,1.2,28.13,25.38,25.22,11.94,9.44,,90.25,89.67,42.44,33.56,9.1,14.53,3.8,1.36,0.11,,3.25,3.25,0,7.56,7.44,92.44,92.56,,"1,603.45",6.31,6.99,2.14,92.43,0.58,2.14,0.16,,,,,
TGBHOTELS,TGB Banquets and Hotels Ltd.,,-6.96,-6.96,-5.72,26.02,26.02,0,9.14,-6.18,-7.42,-7.99,-6.96,,-67.58,-81.14,-87.35,-76.09,-26.73,-25.14,-15.19,0.11,0.18,,2.09,2,0,0,0,0,0,,34.77,1.3,-1.92,1.01,0,0.35,1.01,-0.75,,,,,
THANGAMAYL,Thangamayil Jewellery  Ltd.,,28.09,28.09,35.13,236.35,236.35,10,"1,598.50",64.04,57.01,37.92,28.09,,4,3.56,2.37,1.75,11.88,17.78,4.25,1.11,2.61,,1.72,0.11,2.79,32.03,25.61,67.97,74.39,,"1,832.92",0.84,20.86,0.68,67.96,4.59,0.68,0.03,,,,,
THEMISMED,Themis Medicare Ltd.,,66.91,66.78,77.21,264.64,264.64,5,428.91,111.08,100.77,91.24,66.91,,25.89,23.49,21.27,15.59,25.28,33.8,16.04,0.32,1.09,,1.97,1.41,1.9,6.42,5.56,93.58,94.44,,910.59,2.31,8.91,2.18,93.57,3.53,2.18,0.07,,,,,
THOMASCOTT,Thomas Scott India Ltd.,,1.14,1.14,1.67,18.59,18.59,0,58.61,2.57,2.04,1.26,1.14,,4.38,3.48,2.15,1.94,6.13,10.8,1.38,0,0.79,,1.23,0.71,1.35,0,0,0,0,,24.38,0.75,17.21,0.85,0,2.68,0.85,0.02,,,,,
TI,Tilaknagar Industries Ltd.,,2.03,1.98,3.8,7.61,7.61,0.1,49.39,7.19,5.22,1.58,1.83,,14.55,10.57,3.2,3.71,24.06,14.79,2.95,4.83,0.81,,1.06,0.89,5.29,0,0,0,0,,"1,574.95",2.01,13.81,1.35,0,8.73,1.35,0.03,,,,,
TIDEWATER,Tide Water Oil Ltd.,,62.72,62.72,69.01,395.18,395.18,55,733.91,87.31,81,80.23,62.7,,11.89,11.03,10.93,8.54,15.86,19.04,11.82,0,1.36,,3.18,1.76,2.81,130.77,118.81,-30.77,-18.81,,"1,745.33",1.4,11.76,1.51,-30.77,2.81,1.51,0.06,,,,,
TIIL,Technocraft Industries (India) Ltd.,,90.64,90.64,113.24,479.16,479.16,0,681.43,144.01,121.42,119.51,90.65,,21.13,17.81,17.53,13.3,18.91,23.63,12.51,0.31,1.03,,2.27,1.65,2.86,0,0,0,0,,"2,710.95",1.63,7.7,1.45,0,2.07,1.45,0.09,,,,,
TIJARIA,Tijaria Polypipes Ltd.,,-7.57,-7.57,-6.14,-5.14,-5.14,0,19.17,-3.2,-4.64,-7.58,-7.58,,-16.67,-24.2,-39.54,-39.54,0,-30.52,-32.05,-4.7,0.67,,1.54,1.3,4.94,0,0,0,0,,84.89,1.55,-9.27,0.33,0,-1.25,0.33,-1.18,,,,,
TIL,TIL Ltd.,,-415.22,-415.22,-405.31,-202.45,-202.45,0,64.8,-97.54,-107.46,-402.26,-415.23,,-150.53,-165.84,-620.81,-640.83,0,929.93,-109.28,-1.96,0.12,,0.55,0.13,0.11,0,0,0,0,,496.84,7.64,-5.08,1.57,0,-0.5,1.57,-4.08,,,,,
TIMESGTY,Times Guaranty Ltd.,,1.77,1.77,1.74,47.44,47.44,0,3.02,2.24,2.24,2.23,1.74,,74.06,74.06,73.76,57.56,3.66,4.71,3.65,0,0.06,,563.19,563.19,0,0,0,0,0,,49.4,18.16,24.52,18.29,0,1.16,18.29,0.03,,,,,
TIMETECHNO,Time Technoplast Ltd.,,4.39,4.37,8.67,68.43,68.43,1,89.83,12.51,8.23,5.9,4.39,,13.93,9.15,6.56,4.88,6.41,9.98,3.58,0.47,0.77,,1.7,1.15,3.11,15.95,8.07,84.05,91.93,,"2,150.59",1.06,7.6,0.71,84.04,0.93,0.71,0.07,,,,,
TIMKEN,Timken India Ltd.,,43.49,43.49,54.7,220.28,220.28,1.5,292.91,69.79,58.58,58.25,43.49,,23.82,19.99,19.88,14.84,19.74,25.06,14.91,0.02,1.08,,2.89,1.61,1.58,3.44,2.74,96.56,97.26,,"16,203.61",7.35,30.87,7.35,96.55,9.77,7.35,0.02,,,,,
TINPLATE,The Tinplate Co. of India Ltd.,,33.72,33.72,39.48,111.74,111.74,4,405.5,51.55,45.74,44.96,33.68,,12.71,11.28,11.08,8.3,30.13,36.65,17.81,0,2.55,,1.99,1.36,8.64,5.93,5.05,94.07,94.95,,"3,743.39",0.88,6.93,0.99,94.06,3.59,0.99,0.08,,,,,
TIPSINDLTD,Tips Industries Ltd.,,49.78,49.78,50.36,78.96,78.96,2,104.55,68.97,68.39,68.33,49.78,,65.96,65.41,65.35,47.61,63.04,65.3,43.98,0,0.92,,11.74,11.74,0,4.01,3.97,95.99,96.03,,"2,791.06",20.59,31.21,21.04,95.98,27.86,21.04,0.02,,,,,
TIRUMALCHM,Thirumalai Chemicals Ltd.,,14.88,14.88,18,84.77,84.77,2.5,140.44,24.88,21.75,19.98,14.87,,17.71,15.49,14.22,10.59,17.54,22.2,10.22,0.12,1.1,,1.37,0.95,6.08,14.79,12.22,85.21,87.78,,"2,584.56",1.8,10.15,1.89,85.2,3.14,1.89,0.06,,,,,
TITAGARH,TITAGARH RAIL SYSTEMS Ltd.,,6.65,6.65,8.18,80.1,80.1,0,123.34,15.19,13.66,8.99,6.64,,12.31,11.07,7.28,5.38,8.29,15.32,4.54,0.12,0.93,,1.22,0.76,4.14,0,0,0,0,,"1,296.83",0.88,7.14,0.82,0,1.27,0.82,0.07,,,,,
TITAN,Titan Company Ltd.,,24.56,24.56,28.39,105.31,105.31,7.5,305.73,39.61,35.71,32.94,24.49,,12.95,11.67,10.77,8.01,23.25,30.04,10.82,0.02,1.51,,1.71,0.38,2.02,16.28,14.04,83.72,85.96,,"224,893.35",8.27,63.8,8.3,83.71,24.08,8.3,0.01,,,,,
