Company Name,Symbol,Report URL 2022-2023,Report URL 2021-2022,Report URL 2020-2021,Report URL 2019-2020,Report URL 2018-2019
20 Microns Limited,20MICRONS,https://nsearchives.nseindia.com/annual_reports/AR_22393_20MICRONS_2022_2023_17072023155139_07172023160000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20114_20MICRONS_2021_2022_27062022163505_06272022170002.zip,https://nsearchives.nseindia.com/annual_reports/AR_19275_20MICRONS_2020_2021_03092021173009.zip,https://nsearchives.nseindia.com/annual_reports/AR_17134_20MICRONS_2019_2020_02092020145559_02092020150003.zip,https://nsearchives.nseindia.com/annual_reports/AR_15161_20MICRONS_2018_2019_08082019111700_08082019120005.zip
3M India Limited,3MINDIA,https://nsearchives.nseindia.com/annual_reports/AR_22598_3MINDIA_2022_2023_01082023181605_08012023190012.zip,https://nsearchives.nseindia.com/annual_reports/AR_20502_3MINDIA_2021_2022_28072022161243_07282022170014.zip,https://nsearchives.nseindia.com/annual_reports/AR_18526_3MINDIA_2020_2021_27072021141934_27072021150003.zip,https://nsearchives.nseindia.com/annual_reports/AR_16525_3MINDIA_2019_2020_21072020121525_21072020130002.zip,https://nsearchives.nseindia.com/annual_reports/AR_14904_3MINDIA_2018_2019_16072019161323_16072019170004.zip
3P Land Holdings Limited,3PLAND,https://nsearchives.nseindia.com/annual_reports/AR_22284_3PLAND_2022_2023_11072023145741_07112023150001.zip,https://nsearchives.nseindia.com/annual_reports/AR_20331_3PLAND_2021_2022_12072022154809_07122022160006.zip,https://nsearchives.nseindia.com/annual_reports/AR_18654_3PLAND_2020_2021_07082021160657_07082021170001.zip,https://nsearchives.nseindia.com/annual_reports/AR_16697_3PLAND_2019_2020_08082020184508_08082020190001.zip,https://nsearchives.nseindia.com/annual_reports/AR_14634_3PLAND_2018_2019_28062019175543_28062019180017.zip
63 moons technologies limited,63MOONS,https://nsearchives.nseindia.com/annual_reports/AR_23046_63MOONS_2022_2023_29082023130732_08292023140000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20956_63MOONS_2021_2022_30082022125408_08302022130004.zip,https://nsearchives.nseindia.com/annual_reports/AR_18854_63MOONS_2020_2021_24082021122538_24082021130002.zip,https://nsearchives.nseindia.com/annual_reports/AR_17800_63MOONS_2019_2020_09112020181716_17112020113851.zip,https://nsearchives.nseindia.com/annual_reports/AR_15337_63MOONS_2018_2019_23082019183933_23082019190011.zip
Aarti Industries Limited,AARTIIND,https://nsearchives.nseindia.com/annual_reports/AR_22299_AARTIIND_2022_2023_12072023163506_07122023170004.zip,https://nsearchives.nseindia.com/annual_reports/AR_21268_AARTIIND_2021_2022_03092022202616.zip,https://nsearchives.nseindia.com/annual_reports/AR_19405_AARTIIND_2020_2021_04092021215801_09042021220021.zip,https://nsearchives.nseindia.com/annual_reports/AR_16949_AARTIIND_2019_2020_28082020181542.zip,https://nsearchives.nseindia.com/annual_reports/AR_15332_AARTIIND_2018_2019_23082019173254_23082019180013.zip
Aarvee Denims & Exports Limited,AARVEEDEN,https://nsearchives.nseindia.com/annual_reports/AR_23521_AARVEEDEN_2022_2023_05092023171934_09052023180027.zip,https://nsearchives.nseindia.com/annual_reports/AR_21370_AARVEEDEN_2021_2022_05092022174720_09052022180008.zip,https://nsearchives.nseindia.com/annual_reports/AR_19274_AARVEEDEN_2020_2021_03092021172623_09032021180019.zip,https://nsearchives.nseindia.com/annual_reports/AR_17909_AARVEEDEN_2019_2020_04122020111602_04122020120006.zip,https://nsearchives.nseindia.com/annual_reports/AR_15541_AARVEEDEN_2018_2019_31082019152143_31082019160006.zip
Aavas FiNaNciers Limited,AAVAS,https://nsearchives.nseindia.com/annual_reports/AR_22071_AAVAS_2022_2023_26062023162823_06262023170000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20116_AAVAS_2021_2022_27062022180131_06272022190002.zip,https://nsearchives.nseindia.com/annual_reports/AR_18453_AAVAS_2020_2021_19072021152519_19072021160003.zip,https://nsearchives.nseindia.com/annual_reports/AR_16345_AAVAS_2019_2020_30062020125230_30062020130001.zip,https://nsearchives.nseindia.com/annual_reports/AR_16245_AAVAS_2018_2019_04042020100538_04042020110002.zip
Aban Offshore Limited,ABAN,https://nsearchives.nseindia.com/annual_reports/AR_22846_ABAN_2022_2023_21082023182648_08212023190000.zip,https://nsearchives.nseindia.com/annual_reports/AR_21355_ABAN_2021_2022_05092022164827_09052022170031.zip,https://nsearchives.nseindia.com/annual_reports/AR_18778_ABAN_2020_2021_19082021183655_19082021190002.zip,https://nsearchives.nseindia.com/annual_reports/AR_16829_ABAN_2019_2020_21082020211946_21082020220005.zip,https://nsearchives.nseindia.com/annual_reports/AR_15214_ABAN_2018_2019_14082019161026_14082019170004.zip
Aditya Birla Fashion and Retail Limited,ABFRL,https://nsearchives.nseindia.com/annual_reports/AR_23309_ABFRL_2022_2023_02092023204633_09022023210003.zip,https://nsearchives.nseindia.com/annual_reports/AR_20712_ABFRL_2021_2022_13082022195502_08132022200002.zip,https://nsearchives.nseindia.com/annual_reports/AR_18769_ABFRL_2020_2021_18082021232354_19082021070002.zip,https://nsearchives.nseindia.com/annual_reports/AR_16749_ABFRL_2019_2020_16082020184136_16082020190002.zip,https://nsearchives.nseindia.com/annual_reports/AR_15046_ABFRL_2018_2019_27072019192716_27072019200005.zip
Abhishek Corporation Limited,ABHISHEK,https://nsearchives.nseindia.com/annual_reports/AR_23230_ABHISHEK_2022_2023_01092023195843_09012023200001.zip,https://nsearchives.nseindia.com/annual_reports/AR_21111_ABHISHEK_2021_2022_02092022175730_09022022180013.zip,https://nsearchives.nseindia.com/annual_reports/AR_19476_ABHISHEK_2020_2021_06092021155840_09062021160007.zip,https://nsearchives.nseindia.com/annual_reports/AR_18048_ABHISHEK_2019_2020_23012021113229_23012021120008.zip,https://nsearchives.nseindia.com/annual_reports/AR_15657_ABHISHEK_2018_2019_03092019162252_03092019170010.zip
Accelya Solutions India Limited,ACCELYA,https://nsearchives.nseindia.com/annual_reports/AR_23907_ACCELYA_2022_2023_22092023182015_09222023190000.zip,https://nsearchives.nseindia.com/annual_reports/AR_21809_ACCELYA_2021_2022_23092022155141_09232022160002.zip,https://nsearchives.nseindia.com/annual_reports/AR_19799_ACCELYA_2020_2021_01102021173133_10012021180004.zip,https://nsearchives.nseindia.com/annual_reports/AR_17742_ACCELYA_2019_2020_06102020152655_06102020160001.zip,https://nsearchives.nseindia.com/annual_reports/AR_16117_ACCELYA_2018_2019_30092019185051_30092019190003.zip
Action Construction Equipment Limited,ACE,https://nsearchives.nseindia.com/annual_reports/AR_22557_ACE_2022_2023_29072023174903_07292023180001.zip,https://nsearchives.nseindia.com/annual_reports/AR_20790_ACE_2021_2022_23082022164933_08232022170011.zip,https://nsearchives.nseindia.com/annual_reports/AR_18613_ACE_2020_2021_04082021174400_04082021190005.zip,https://nsearchives.nseindia.com/annual_reports/AR_16898_ACE_2019_2020_26082020172549_26082020180002.zip,https://nsearchives.nseindia.com/annual_reports/AR_15273_ACE_2018_2019_20082019182029_20082019190005.zip
Adani Enterprises Limited,ADANIENT,https://nsearchives.nseindia.com/annual_reports/AR_22076_ADANIENT_2022_2023_27062023004013_06272023070001.zip,https://nsearchives.nseindia.com/annual_reports/AR_20208_ADANIENT_2021_2022_04072022234642_07052022070005.zip,https://nsearchives.nseindia.com/annual_reports/AR_18166_ADANIENT_2020_2021_20062021142831_20062021150007.zip,https://nsearchives.nseindia.com/annual_reports/AR_16271_ADANIENT_2019_2020_03062020185415.zip,https://nsearchives.nseindia.com/annual_reports/AR_14897_ADANIENT_2018_2019_15072019194810_15072019200011.zip
Adani Green Energy Limited,ADANIGREEN,https://nsearchives.nseindia.com/annual_reports/AR_22090_ADANIGREEN_2022_2023_27062023224032_06282023070003.zip,https://nsearchives.nseindia.com/annual_reports/AR_20207_ADANIGREEN_2021_2022_04072022233748_07052022070003.zip,https://nsearchives.nseindia.com/annual_reports/AR_18170_ADANIGREEN_2020_2021_21062021195641_21062021200007.zip,https://nsearchives.nseindia.com/annual_reports/AR_16264_ADANIGREEN_2019_2020_01062020195406_01062020200002.zip,https://nsearchives.nseindia.com/annual_reports/AR_14864_ADANIGREEN_2018_2019_12072019214951_12072019220015.zip
Adani Power Limited,ADANIPOWER,https://nsearchives.nseindia.com/annual_reports/AR_22088_ADANIPOWER_2022_2023_27062023204846_06272023210000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20220_ADANIPOWER_2021_2022_05072022163834.zip,https://nsearchives.nseindia.com/annual_reports/AR_18167_ADANIPOWER_2020_2021_20062021143026_20062021150010.zip,https://nsearchives.nseindia.com/annual_reports/AR_16265_ADANIPOWER_2019_2020_01062020204823_01062020210002.zip,https://nsearchives.nseindia.com/annual_reports/AR_14840_ADANIPOWER_2018_2019_12072019161757.zip
ADF Foods Limited,ADFFOODS,https://nsearchives.nseindia.com/annual_reports/AR_22379_ADFFOODS_2022_2023_15072023193950_07152023200001.zip,https://nsearchives.nseindia.com/annual_reports/AR_20450_ADFFOODS_2021_2022_20072022201445_07202022210005.zip,https://nsearchives.nseindia.com/annual_reports/AR_18991_ADFFOODS_2020_2021_28082021161330_08282021170007.zip,https://nsearchives.nseindia.com/annual_reports/AR_16413_ADFFOODS_2019_2020_08072020210202_08072020220003.zip,https://nsearchives.nseindia.com/annual_reports/AR_15437_ADFFOODS_2018_2019_29082019122317_29082019130005.zip
Ador Welding Limited,ADORWELD,https://nsearchives.nseindia.com/annual_reports/AR_22400_ADORWELD_2022_2023_17072023180643_07172023190008.zip,https://nsearchives.nseindia.com/annual_reports/AR_20169_ADORWELD_2021_2022_01072022212912_07012022220003.zip,https://nsearchives.nseindia.com/annual_reports/AR_18436_ADORWELD_2020_2021_17072021000939_17072021070005.zip,https://nsearchives.nseindia.com/annual_reports/AR_16993_ADORWELD_2019_2020_29082020223007_29082020230003.zip,https://nsearchives.nseindia.com/annual_reports/AR_14692_ADORWELD_2018_2019_03072019195319_03072019200010.zip
Adroit Infotech Limited,ADROITINFO,https://nsearchives.nseindia.com/annual_reports/AR_23899_ADROITINFO_2022_2023_11092023142815_09112023150000.zip,https://nsearchives.nseindia.com/annual_reports/AR_21476_ADROITINFO_2021_2022_06092022153558.zip,https://nsearchives.nseindia.com/annual_reports/AR_19767_ADROITINFO_2020_2021_08092021235023.zip,https://nsearchives.nseindia.com/annual_reports/AR_16576_ADROITINFO_2019_2020_27072020232334_28072020070002.zip,https://nsearchives.nseindia.com/annual_reports/AR_16036_ADROITINFO_2018_2019_24092019123528_24092019130003.zip
Allied Digital Services Limited,ADSL,https://nsearchives.nseindia.com/annual_reports/AR_22492_ADSL_2022_2023_24072023173847_07242023180013.zip,https://nsearchives.nseindia.com/annual_reports/AR_20197_ADSL_2021_2022_04072022191123_07042022200009.zip,https://nsearchives.nseindia.com/annual_reports/AR_18795_ADSL_2020_2021_20082021191324_20082021200002.zip,https://nsearchives.nseindia.com/annual_reports/AR_16714_ADSL_2019_2020_11082020190635_11082020200002.zip,https://nsearchives.nseindia.com/annual_reports/AR_15236_ADSL_2018_2019_16082019195906_16082019200005.zip
Advani Hotels & Resorts (India) Limited,ADVANIHOTR,https://nsearchives.nseindia.com/annual_reports/AR_23321_ADVANIHOTR_2022_2023_02092023225011_09032023070000.zip,https://nsearchives.nseindia.com/annual_reports/AR_21429_ADVANIHOTR_2021_2022_05092022222907_09062022070026.zip,https://nsearchives.nseindia.com/annual_reports/AR_19826_ADVANIHOTR_2020_2021_09112021204534_11092021210002.zip,https://nsearchives.nseindia.com/annual_reports/AR_17865_ADVANIHOTR_2019_2020_30112020130056_01122020170055.zip,https://nsearchives.nseindia.com/annual_reports/AR_15279_ADVANIHOTR_2018_2019_21082019164832_21082019170004.zip
Advanced Enzyme Technologies Limited,ADVENZYMES,https://nsearchives.nseindia.com/annual_reports/AR_22327_ADVENZYMES_2022_2023_13072023173947_07132023180004.zip,https://nsearchives.nseindia.com/annual_reports/AR_20496_ADVENZYMES_2021_2022_27072022161442.zip,https://nsearchives.nseindia.com/annual_reports/AR_18739_ADVENZYMES_2020_2021_16082021120911_16082021130002.zip,https://nsearchives.nseindia.com/annual_reports/AR_16304_ADVENZYMES_2019_2020_22062020140130_22062020150001.zip,https://nsearchives.nseindia.com/annual_reports/AR_14854_ADVENZYMES_2018_2019_12072019183727_12072019190008.zip
Aegis Logistics Limited,AEGISCHEM,https://nsearchives.nseindia.com/annual_reports/AR_22150_AEGISCHEM_2022_2023_03072023191955_07032023200000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20476_AEGISCHEM_2021_2022_25072022154432_07252022160006.zip,https://nsearchives.nseindia.com/annual_reports/AR_19796_AEGISCHEM_2020_2021_30092021144114.zip,https://nsearchives.nseindia.com/annual_reports/AR_16974_AEGISCHEM_2019_2020_29082020160605_29082020170002.zip,https://nsearchives.nseindia.com/annual_reports/AR_14726_AEGISCHEM_2018_2019_05072019173818_05072019180013.zip
Agarwal Industrial Corporation Limited,AGARIND,https://nsearchives.nseindia.com/annual_reports/AR_22887_AGARIND_2022_2023_23082023160449_08232023170005.zip,https://nsearchives.nseindia.com/annual_reports/AR_21589_AGARIND_2021_2022_07092022160847_09072022170043.zip,https://nsearchives.nseindia.com/annual_reports/AR_19507_AGARIND_2020_2021_06092021182003_09062021190017.zip,https://nsearchives.nseindia.com/annual_reports/AR_17434_AGARIND_2019_2020_05092020202003_05092020210001.zip,https://nsearchives.nseindia.com/annual_reports/AR_15841_AGARIND_2018_2019_05092019204639_05092019210012.zip
AGI Greenpac Limited,AGI,,https://nsearchives.nseindia.com/annual_reports/AR_20973_AGI_2021_2022_30082022180304_08302022190001.zip,https://nsearchives.nseindia.com/annual_reports/AR_19084_HSIL_2020_2021_31082021182726_08312021190005.zip,https://nsearchives.nseindia.com/annual_reports/AR_16931_HSIL_2019_2020_28082020123815_28082020130004.zip,https://nsearchives.nseindia.com/annual_reports/AR_15151_HSIL_2018_2019_07082019175934.zip
Agri-Tech (India) Limited,AGRITECH,https://nsearchives.nseindia.com/annual_reports/AR_22046_AGRITECH_2022_2023_21062023164749_06212023170003.zip,https://nsearchives.nseindia.com/annual_reports/AR_20003_AGRITECH_2021_2022_04062022165901_06042022170004.zip,https://nsearchives.nseindia.com/annual_reports/AR_18305_AGRITECH_2020_2021_06072021173614_06072021180009.zip,https://nsearchives.nseindia.com/annual_reports/AR_16286_AGRITECH_2019_2020_09062020162752_09062020170002.zip,https://nsearchives.nseindia.com/annual_reports/AR_14823_AGRITECH_2018_2019_11072019170350_11072019180003.zip
Agro Phos India Limited,AGROPHOS,https://nsearchives.nseindia.com/annual_reports/AR_23654_AGROPHOS_2022_2023_06092023174245_09062023180025.zip,https://nsearchives.nseindia.com/annual_reports/AR_21539_AGROPHOS_2021_2022_06092022193052_09062022200028.zip,https://nsearchives.nseindia.com/annual_reports/AR_19355_AGROPHOS_2020_2021_04092021164142_09042021170007.zip,https://nsearchives.nseindia.com/annual_reports/AR_17544_AGROPHOS_2019_2020_07092020184103_07092020190014.zip,https://nsearchives.nseindia.com/annual_reports/AR_16222_AGROPHOS_2018_2019_18032020124252_18032020130004.zip
Asian Hotels (East) Limited,AHLEAST,https://nsearchives.nseindia.com/annual_reports/AR_22811_AHLEAST_2022_2023_18082023175716_08182023180003.zip,https://nsearchives.nseindia.com/annual_reports/AR_21339_AHLEAST_2021_2022_05092022154255.zip,https://nsearchives.nseindia.com/annual_reports/AR_18978_AHLEAST_2020_2021_27082021190057.zip,https://nsearchives.nseindia.com/annual_reports/AR_17409_AHLEAST_2019_2020_05092020175758_05092020180013.zip,https://nsearchives.nseindia.com/annual_reports/AR_14799_AHLEAST_2018_2019_09072019193138_09072019200014.zip
Ahluwalia Contracts (India) Limited,AHLUCONT,https://nsearchives.nseindia.com/annual_reports/AR_23487_AHLUCONT_2022_2023_05092023144843_09052023150015.zip,https://nsearchives.nseindia.com/annual_reports/AR_21814_AHLUCONT_2021_2022_29092022115240.zip,https://nsearchives.nseindia.com/annual_reports/AR_19086_AHLUCONT_2020_2021_31082021183047_08312021190020.zip,https://nsearchives.nseindia.com/annual_reports/AR_17277_AHLUCONT_2019_2020_04092020170712.zip,https://nsearchives.nseindia.com/annual_reports/AR_16066_AHLUCONT_2018_2019_27092019122904_27092019130009.zip
AIA Engineering Limited,AIAENG,https://nsearchives.nseindia.com/annual_reports/AR_22929_AIAENG_2022_2023_24082023200450_08242023210001.zip,https://nsearchives.nseindia.com/annual_reports/AR_20731_AIAENG_2021_2022_17082022182407_08172022190002.zip,https://nsearchives.nseindia.com/annual_reports/AR_18688_AIAENG_2020_2021_10082021171633_10082021180003.zip,https://nsearchives.nseindia.com/annual_reports/AR_16921_AIAENG_2019_2020_27082020164254_27082020180005.zip,https://nsearchives.nseindia.com/annual_reports/AR_14890_AIAENG_2018_2019_15072019184246_15072019190005.zip
Airan Limited,AIRAN,https://nsearchives.nseindia.com/annual_reports/AR_23371_AIRAN_2022_2023_04092023162029_09042023170033.zip,https://nsearchives.nseindia.com/annual_reports/AR_21016_AIRAN_2021_2022_01092022161909_09012022170009.zip,https://nsearchives.nseindia.com/annual_reports/AR_19167_AIRAN_2020_2021_02092021143545_09022021150007.zip,https://nsearchives.nseindia.com/annual_reports/AR_17273_AIRAN_2019_2020_04092020164957_04092020170004.zip,https://nsearchives.nseindia.com/annual_reports/AR_15035_AIRAN_2018_2019_26072019184650_26072019190004.zip
Ajanta Pharma Limited,AJANTPHARM,https://nsearchives.nseindia.com/annual_reports/AR_22020_AJANTPHARM_2022_2023_16062023122441_06162023130000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20253_AJANTPHARM_2021_2022_06072022163214_07062022170007.zip,https://nsearchives.nseindia.com/annual_reports/AR_18146_AJANTPHARM_2020_2021_15062021144334_15062021150006.zip,https://nsearchives.nseindia.com/annual_reports/AR_16348_AJANTPHARM_2019_2020_30062020215613.zip,https://nsearchives.nseindia.com/annual_reports/AR_14556_AJANTPHARM_2018_2019_20062019105705.zip
Ajmera Realty & Infra India Limited,AJMERA,https://nsearchives.nseindia.com/annual_reports/AR_22514_AJMERA_2022_2023_26072023165620_07262023170003.zip,https://nsearchives.nseindia.com/annual_reports/AR_20534_AJMERA_2021_2022_30072022120907_07302022130003.zip,https://nsearchives.nseindia.com/annual_reports/AR_18872_AJMERA_2020_2021_24082021191204_24082021200002.zip,https://nsearchives.nseindia.com/annual_reports/AR_17647_AJMERA_2019_2020_08092020180553_08092020190004.zip,https://nsearchives.nseindia.com/annual_reports/AR_15875_AJMERA_2018_2019_06092019171414_06092019180007.zip
AksharChem India Limited,AKSHARCHEM,https://nsearchives.nseindia.com/annual_reports/AR_23454_AKSHARCHEM_2022_2023_04092023212104_09042023220003.zip,https://nsearchives.nseindia.com/annual_reports/AR_21528_AKSHARCHEM_2021_2022_06092022185650_09062022190007.zip,https://nsearchives.nseindia.com/annual_reports/AR_19474_AKSHARCHEM_2020_2021_06092021154104_09062021160010.zip,https://nsearchives.nseindia.com/annual_reports/AR_17680_AKSHARCHEM_2019_2020_09092020143738_09092020150003.zip,https://nsearchives.nseindia.com/annual_reports/AR_15979_AKSHARCHEM_2018_2019_10092019121624_10092019130003.zip
Aksh Optifibre Limited,AKSHOPTFBR,https://nsearchives.nseindia.com/annual_reports/AR_22713_AKSHOPTFBR_2022_2023_10082023125051_08102023130000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20768_AKSHOPTFBR_2021_2022_22082022125628_08222022130002.zip,https://nsearchives.nseindia.com/annual_reports/AR_19280_AKSHOPTFBR_2020_2021_03092021173558_09032021180020.zip,https://nsearchives.nseindia.com/annual_reports/AR_16940_AKSHOPTFBR_2019_2020_28082020153452_28082020160003.zip,https://nsearchives.nseindia.com/annual_reports/AR_15743_AKSHOPTFBR_2018_2019_04092019174315_04092019180019.zip
Akzo Nobel India Limited,AKZOINDIA,https://nsearchives.nseindia.com/annual_reports/AR_22243_AKZOINDIA_2022_2023_07072023234356_07082023070001.zip,https://nsearchives.nseindia.com/annual_reports/AR_20274_AKZOINDIA_2021_2022_07072022194158_07072022200008.zip,https://nsearchives.nseindia.com/annual_reports/AR_18427_AKZOINDIA_2020_2021_16072021200242_16072021210006.zip,https://nsearchives.nseindia.com/annual_reports/AR_16653_AKZOINDIA_2019_2020_04082020220806_04082020230002.zip,https://nsearchives.nseindia.com/annual_reports/AR_14683_AKZOINDIA_2018_2019_03072019153430_03072019160010.zip
Albert David Limited,ALBERTDAVD,https://nsearchives.nseindia.com/annual_reports/AR_22338_ALBERTDAVD_2022_2023_14072023133852_07142023140000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20374_ALBERTDAVD_2021_2022_14072022190546_07142022200006.zip,https://nsearchives.nseindia.com/annual_reports/AR_18801_ALBERTDAVD_2020_2021_20082021221817_20082021230003.zip,https://nsearchives.nseindia.com/annual_reports/AR_17111_ALBERTDAVD_2019_2020_01092020202842_01092020210002.zip,https://nsearchives.nseindia.com/annual_reports/AR_14825_ALBERTDAVD_2018_2019_11072019173124_11072019180006.zip
Alembic Limited,ALEMBICLTD,https://nsearchives.nseindia.com/annual_reports/AR_22304_ALEMBICLTD_2022_2023_12072023180607_07122023190001.zip,https://nsearchives.nseindia.com/annual_reports/AR_20825_ALEMBICLTD_2021_2022_25082022111338_08252022120001.zip,https://nsearchives.nseindia.com/annual_reports/AR_18288_ALEMBICLTD_2020_2021_05072021172814_05072021180007.zip,https://nsearchives.nseindia.com/annual_reports/AR_16382_ALEMBICLTD_2019_2020_06072020215615_06072020220004.zip,https://nsearchives.nseindia.com/annual_reports/AR_15458_ALEMBICLTD_2018_2019_29082019173423_29082019180013.zip
Alkali Metals Limited,ALKALI,https://nsearchives.nseindia.com/annual_reports/AR_22537_ALKALI_2022_2023_28072023163021_07282023170000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20529_ALKALI_2021_2022_29072022193034_07292022200003.zip,https://nsearchives.nseindia.com/annual_reports/AR_18556_ALKALI_2020_2021_30072021145800_03082021191354.zip,https://nsearchives.nseindia.com/annual_reports/AR_17241_ALKALI_2019_2020_04092020131149_04092020140003.zip,https://nsearchives.nseindia.com/annual_reports/AR_14804_ALKALI_2018_2019_10072019084903_10072019090007.zip
Alkem Laboratories Limited,ALKEM,https://nsearchives.nseindia.com/annual_reports/AR_22348_ALKEM_2022_2023_14072023164328_07142023170002.zip,https://nsearchives.nseindia.com/annual_reports/AR_20313_ALKEM_2021_2022_11072022133356_07112022140004.zip,https://nsearchives.nseindia.com/annual_reports/AR_18418_ALKEM_2020_2021_16072021152016_16072021160005.zip,https://nsearchives.nseindia.com/annual_reports/AR_16467_ALKEM_2019_2020_16072020185030_16072020190002.zip,https://nsearchives.nseindia.com/annual_reports/AR_15060_ALKEM_2018_2019_30072019141417_30072019150003.zip
Allcargo Logistics Limited,ALLCARGO,https://nsearchives.nseindia.com/annual_reports/AR_23119_ALLCARGO_2022_2023_30082023230617_08312023070000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20951_ALLCARGO_2021_2022_29082022222951.zip,https://nsearchives.nseindia.com/annual_reports/AR_19615_ALLCARGO_2020_2021_07092021174217_09072021180034.zip,https://nsearchives.nseindia.com/annual_reports/AR_16768_ALLCARGO_2019_2020_18082020184145_18082020190002.zip,https://nsearchives.nseindia.com/annual_reports/AR_14858_ALLCARGO_2018_2019_12072019193323_12072019200006.zip
Allsec Technologies Limited,ALLSEC,https://nsearchives.nseindia.com/annual_reports/AR_23143_ALLSEC_2022_2023_31082023171450_08312023180000.zip,https://nsearchives.nseindia.com/annual_reports/AR_20869_ALLSEC_2021_2022_26082022171810_08262022180005.zip,https://nsearchives.nseindia.com/annual_reports/AR_18742_ALLSEC_2020_2021_16082021162559_16082021170002.zip,https://nsearchives.nseindia.com/annual_reports/AR_17658_ALLSEC_2019_2020_08092020193932_08092020200004.zip,https://nsearchives.nseindia.com/annual_reports/AR_15872_ALLSEC_2018_2019_06092019165105_06092019170008.zip
Almondz Global Securities Limited,ALMONDZ,https://nsearchives.nseindia.com/annual_reports/AR_23523_ALMONDZ_2022_2023_05092023173332_09052023180001.zip,https://nsearchives.nseindia.com/annual_reports/AR_20846_ALMONDZ_2021_2022_25082022180828.zip,https://nsearchives.nseindia.com/annual_reports/AR_19249_ALMONDZ_2020_2021_03092021152216.zip,https://nsearchives.nseindia.com/annual_reports/AR_17754_ALMONDZ_2019_2020_12102020170105_17102020114124.zip,https://nsearchives.nseindia.com/annual_reports/AR_15623_ALMONDZ_2018_2019_02092019183008_02092019190007.zip
Alpa Laboratories Limited,ALPA,https://nsearchives.nseindia.com/annual_reports/AR_23555_ALPA_2022_2023_05092023185145_09052023190036.zip,https://nsearchives.nseindia.com/annual_reports/AR_21261_ALPA_2021_2022_03092022194423_09032022200018.zip,https://nsearchives.nseindia.com/annual_reports/AR_19537_ALPA_2020_2021_06092021210754_09062021220005.zip,https://nsearchives.nseindia.com/annual_reports/AR_17387_ALPA_2019_2020_05092020164825_05092020170009.zip,https://nsearchives.nseindia.com/annual_reports/AR_15767_ALPA_2018_2019_04092019195941_04092019200011.zip
Alphageo (India) Limited,ALPHAGEO,https://nsearchives.nseindia.com/annual_reports/AR_23590_ALPHAGEO_2022_2023_05092023212210_09052023220012.zip,https://nsearchives.nseindia.com/annual_reports/AR_21048_ALPHAGEO_2021_2022_01092022221216_09022022070004.zip,https://nsearchives.nseindia.com/annual_reports/AR_19363_ALPHAGEO_2020_2021_04092021173600_09042021180005.zip,https://nsearchives.nseindia.com/annual_reports/AR_17374_ALPHAGEO_2019_2020_05092020151040_05092020160002.zip,https://nsearchives.nseindia.com/annual_reports/AR_15722_ALPHAGEO_2018_2019_04092019151000_04092019160008.zip
Alps Industries Limited,ALPSINDUS,https://nsearchives.nseindia.com/annual_reports/AR_21951_ALPSINDUS_2022_2023_01062023174107.zip,https://nsearchives.nseindia.com/annual_reports/AR_20245_ALPSINDUS_2021_2022_06072022114401_07062022120003.zip,https://nsearchives.nseindia.com/annual_reports/AR_18792_ALPSINDUS_2020_2021_20082021184845_20082021190002.zip,https://nsearchives.nseindia.com/annual_reports/AR_17014_ALPSINDUS_2019_2020_31082020152554_31082020160003.zip,https://nsearchives.nseindia.com/annual_reports/AR_15032_ALPSINDUS_2018_2019_26072019170246_26072019180004.zip
Ambica Agarbathies & Aroma industries Limited,AMBICAAGAR,https://nsearchives.nseindia.com/annual_reports/AR_23071_AMBICAAGAR_2022_2023_29082023200415_08292023210000.zip,https://nsearchives.nseindia.com/annual_reports/AR_21264_AMBICAAGAR_2021_2022_03092022195714_09032022200025.zip,https://nsearchives.nseindia.com/annual_reports/AR_19856_AMBICAAGAR_2020_2021_06122021223757_12062021230003.zip,https://nsearchives.nseindia.com/annual_reports/AR_17687_AMBICAAGAR_2019_2020_09092020215242_09092020220002.zip,https://nsearchives.nseindia.com/annual_reports/AR_15925_AMBICAAGAR_2018_2019_07092019124331_07092019130008.zip
Ambika Cotton Mills Limited,AMBIKCO,https://nsearchives.nseindia.com/annual_reports/AR_22993_AMBIKCO_2022_2023_28082023163042_08282023170018.zip,https://nsearchives.nseindia.com/annual_reports/AR_20918_AMBIKCO_2021_2022_29082022121348_08292022130001.zip,https://nsearchives.nseindia.com/annual_reports/AR_19223_AMBIKCO_2020_2021_03092021110507_09032021120018.zip,https://nsearchives.nseindia.com/annual_reports/AR_17061_AMBIKCO_2019_2020_01092020131753_01092020140003.zip,https://nsearchives.nseindia.com/annual_reports/AR_15637_AMBIKCO_2018_2019_03092019124422_03092019130003.zip
