Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
DTIL,Dhunseri Tea & Industries Ltd.,,,10.51,10.51,577.76,577.76,588.26,,0.16,27.59,7.06,33.71,68.53,,67.85,25.1,59.69,2.35,155,811.78,,,554.27,0,7.94,6.44,569.31,97.51,0,0.02,21,687.84,,35.49,54.21,9.59,10.51,0.3,13.84,123.95,811.78,,,22.97,,0,0,0,0,,11.56,,--,,--,--,,--,,--,97.51,,35.49,--
DUCON,Ducon Infratechnologies Ltd.,,,25.99,25.99,92.56,92.56,118.55,,8.81,0,7.28,0.47,16.56,,86.1,37.46,8.39,0,131.95,267.05,,,0.43,0,0,0,0.43,5.12,0.02,8.41,0,13.99,,0,0,237.73,10.31,0.01,5.02,253.07,267.05,,,9.59,,0,0,0,0,,0,,--,,--,--,,2.36,,--,5.12,,--,--
DVL,Dhunseri Ventures Ltd.,,,35.03,35.03,"1,401.42","1,401.42","1,436.46",,0.4,17.06,0,0.45,17.91,,30.28,0.44,15.53,0.42,46.68,"1,501.05",,,3.49,0.02,0,11.38,14.89,"1,253.83",0,1.02,0.01,"1,269.75",,177.53,0,0,12.64,0,41.13,231.3,"1,501.05",,,0,,0,0,0,0,,3.54,,--,,--,91.96,,1.83,,308.77,945.06,,120.49,57.04
DWARKESH,Dwarikesh Sugar Industries Ltd.,,,18.83,18.83,720.96,720.96,739.79,,214.22,0,3.07,24.65,241.95,,156.54,55.07,81.7,4.95,298.27,"1,280.01",,,582.3,0,0,0,582.3,0.32,3.69,0,7.94,594.25,,0,560.69,71.55,39.85,0,13.67,685.76,"1,280.01",,,23.27,,0,0,0,0,,0,,--,,--,--,,3.68,,--,0.32,,--,--
DYNAMATECH,Dynamatic Technologies Ltd.,,,6.79,6.79,503.04,503.04,509.83,,210.75,37.78,10.5,25.36,284.39,,236.12,103.04,33.46,3.21,375.83,"1,170.05",,,212.02,2.8,70.97,0,285.79,348.34,0,0,11.72,645.85,,0,108.98,162.63,118.08,0.76,133.75,524.2,"1,170.05",,,20.14,,0,0,0,3.15,,26.19,,--,,--,274.21,,1.05,,--,348.34,,--,--
DYNPRO,Dynemic Products Ltd.,,,11.69,11.69,169.7,169.7,181.39,,66.01,11.54,2.9,0.5,80.94,,81.96,62.07,2.83,1.94,148.79,411.12,,,258.98,0,0,0,258.99,1.31,0,0,20.85,281.15,,0,65.14,50.72,1.68,0.01,12.43,129.98,411.12,,,3.56,,0,0,0,0,,55.78,,--,,--,212.47,,4.13,,--,1.31,,--,--
EASTSILK,Eastern Silk Industries Ltd.,,,15.79,29.79,-59,-59,-29.21,,0,0,0,0.24,0.24,,131.76,1.75,45.3,2.29,181.1,152.13,,,40.44,0,0,0,40.44,0.04,45.73,0,1.05,87.26,,0,29,15.19,14,0,6.68,64.87,152.13,,,0,,0,0,0,0,,1.57,,--,,2.44,--,,1.77,,0.04,0,,--,--
ECLERX,eClerx Services Ltd.,,,48.03,48.03,"1,110.81","1,110.81","1,158.84",,0,0,133.18,0,133.18,,0,93.91,210.85,0,304.75,"1,596.78",,,155.26,2.04,20.26,0,177.56,446.86,37.57,0,47.71,709.7,,228.94,0,322.84,144.36,0,190.94,887.08,"1,596.78",,,61.44,,0,0,0,0,,397.13,,--,,--,"1,898.51",,32.16,,--,446.86,,228.94,--
EDELWEISS,Edelweiss Financial Services Ltd.,,,89.84,89.84,"7,095.55","7,095.55","7,255.26",,0,0,2.29,0.93,3.23,,"2,588.65",223.4,648.05,0,"3,460.10","10,718.59",,,1.03,0,0,0,1.03,0,189.51,0,226.16,416.7,,"7,210.07",0,30.56,138.93,"2,902.34",19.99,"10,301.89","10,718.59",,,"3,362.22",,0,0,0,0,,8.49,,--,,--,3.32,,60.01,,--,--,,0.31,"7,209.76"
EIHAHOTELS,EIH Associated Hotels Ltd.,,,30.47,30.47,366.12,366.12,396.59,,0,34.85,4.18,1.94,40.96,,0,47.77,18.07,0.98,66.82,504.37,,,275.87,0.23,11.69,0,287.79,0.04,0,0,16.38,304.21,,139.49,14.78,16.01,18.9,0,10.98,200.16,504.37,,,26.63,,0,0,0,0,,3.85,,--,,--,52.21,,--,,--,0.04,,139.49,--
EIHOTEL,EIH Ltd.,,,125.07,125.07,"2,993.08","2,993.08","3,118.16",,35.99,122.93,160.62,22.62,342.16,,20.56,201.63,146.34,24.44,392.97,"3,853.28",,,"2,119.97",4.04,85.99,100.66,"2,310.81",709.9,0,0,322.92,"3,343.63",,7.71,55.76,210.38,179.32,0,56.48,509.65,"3,853.28",,,110.91,,0,0,0,0,,40.6,,--,,--,537.96,,59.82,,464.26,652.68,,--,--
EIMCOELECO,Eimco Elecon (India) Ltd.,,,5.77,5.77,343.1,343.1,348.87,,0,5.08,0.24,0.14,5.45,,0,18.33,11.6,2.67,32.59,386.91,,,61.7,11.59,0.52,2.79,76.61,164.57,0,0,1.6,242.78,,0,78.79,52.83,2.81,0,9.7,144.13,386.91,,,12.76,,0,0,0,0,,21.25,,--,,0.47,--,,4.19,,38.82,124.08,,--,--
EKC,Everest Kanto Cylinder Ltd.,,,22.44,22.44,636.36,636.36,658.8,,1.57,7.21,11.12,2.95,22.85,,48.4,31.1,52.74,0.81,133.05,814.7,,,206.25,0.44,51.69,23.46,281.84,25.19,0,0,21.97,328.99,,0,284.79,102.57,28.1,0.89,69.37,485.72,814.7,,,26.29,,0,0,0,0,,392.09,,--,,--,23.86,,11.75,,--,25.19,,--,--
ELECON,Elecon Engineering Company Ltd.,,,22.44,22.44,"1,056.92","1,056.92","1,079.36",,0,26.2,16.54,8.7,51.44,,0,169.49,102.22,13.15,284.86,"1,415.66",,,578.81,1.54,0.12,25.23,605.7,118.94,0,3.29,30.52,758.46,,19.06,175.74,299.44,135.68,5.6,21.66,657.2,"1,415.66",,,174.46,,0,0,0,0,,124.94,,--,,82.92,--,,15.85,,--,116.77,,--,--
ELECTCAST,Electrosteel Castings Ltd.,,,59.46,59.46,"4,186.00","4,186.00","4,270.46",,705.68,348,80.9,40.04,"1,174.62",,"1,730.23",512.17,389.62,14.95,"2,646.98","8,092.06",,,"2,640.00",4.63,"1,302.37",0,"3,947.00",129.62,0,0,103.16,"4,179.78",,95.42,"1,693.73","1,309.53",382.04,109.35,322.21,"3,912.27","8,092.06",,,"2,204.82",,0,0,0,0,,"2,303.49",,--,,--,"1,150.18",,8.88,,--,63.68,,94.9,0.52
ELECTHERM,Electrotherm (India) Ltd.,,,12.74,12.74,"-1,052.15","-1,052.15","-1,039.41",,244.88,0,0.18,21.35,266.41,,"1,643.74",374.85,446.34,17.09,"2,482.02","1,709.02",,,616.5,3.71,26.08,0,646.29,9.8,0,0,34.56,690.65,,0.04,566.19,197.13,72.28,0,182.73,"1,018.37","1,709.02",,,423.09,,0,0,0,0,,95.11,,--,,--,254.49,,0.95,,--,9.32,,--,--
ELGIEQUIP,Elgi Equipments Ltd.,,,31.69,31.69,"1,188.55","1,188.55","1,222.00",,0,0,1.73,8.78,10.51,,90.37,166.01,69.5,23.96,349.84,"1,582.35",,,207.24,3,2.52,5.4,218.15,184.09,10.27,62.86,8.34,483.71,,0,167.35,443.51,255.4,188.54,43.84,"1,098.64","1,582.35",,,24.42,,0,0,0,0,,225.85,,--,,--,543,,25.54,,12.06,172.03,,--,--
ELGIRUBCO,Elgi Rubber Company Ltd.,,,5.01,5.01,291.41,291.41,296.42,,69.53,0,0.12,0,69.65,,73.39,9.11,21.37,1.07,104.94,471.01,,,89.93,0.1,20.74,0,110.77,75.41,9.08,128.13,23.89,347.28,,0,45.2,52.15,18.41,0.25,7.73,123.73,471.01,,,24.28,,16.58,0,0,6.31,,4.22,,--,,53.92,2.2,,--,,29.16,86.01,,--,--
EMAMILTD,Emami Ltd.,,,44.12,44.12,"2,219.58","2,219.58","2,263.70",,0,0,27.75,22.32,50.08,,10.73,251.99,131.35,43.53,437.6,"2,751.38",,,619.4,425.49,1.13,43.3,"1,089.90",278.19,361.65,10.29,32.14,"1,772.17",,113.37,292.09,259.7,95.8,2.73,215.52,979.21,"2,751.38",,,50.14,,62.74,0,0,2.89,,11.88,,--,,101.59,7.39,,35.19,,88.99,189.2,,--,113.37
EMMBI,Emmbi Industries Ltd.,,,17.69,17.69,142.99,142.99,160.68,,54.41,12.86,9.02,0,76.29,,92.43,34.69,2.21,0,129.33,366.3,,,146.86,14.94,4.62,0,166.42,0.01,0,0,9.03,175.46,,0,103.98,68.98,1.6,0,16.29,190.85,366.3,,,3.76,,20.03,0,0,0,,26.26,,--,,233.77,--,,4.7,,--,0.01,,--,--
ENDURANCE,Endurance Technologies Ltd.,,,140.66,140.66,"3,190.28","3,190.28","3,330.94",,0,0,31.94,6.04,37.98,,20,566.45,121.04,32.64,740.13,"4,109.05",,,"1,624.85",51.47,119.11,0,"1,807.81",524.82,1.11,0,48.67,"2,382.41",,267.87,428.92,848.8,42.73,1.48,136.84,"1,726.64","4,109.05",,,541.61,,0,0,0,0,,346.13,,--,,--,140.39,,123.66,,--,3.19,,--,--
ENERGYDEV,Energy Development Company Ltd.,,,47.5,47.5,116.52,116.52,164.02,,0,0,0.11,0.2,0.31,,23.95,16.02,56.99,0,96.95,261.29,,,25.66,0,0,0,25.66,79.01,5.73,0,13.58,123.98,,0,0.54,39.95,2.2,37.44,57.19,137.31,261.29,,,295.6,,0,0,0,0,,0,,--,,--,--,,--,,--,40.44,,--,--
ENGINERSIN,Engineers India Ltd.,,,281.02,281.02,"1,824.64","1,824.64","2,105.66",,0,0,16.52,3.42,19.94,,0,343,"1,309.75",733.55,"2,386.30","4,511.90",,,235.89,2.29,25.92,38.51,302.61,"1,258.74",333.74,72.49,138.23,"2,105.81",,145.42,1.09,352.94,"1,027.75",14.08,864.8,"2,406.08","4,511.90",,,743.03,,0,0,0,0,,0.28,,--,,--,236.74,,168.47,,--,"1,264.16",,145.42,--
ENIL,Entertainment Network India Ltd.,,,47.67,47.67,699.66,699.66,747.33,,0,0,173.35,8.04,181.39,,0,76.88,63.03,7.15,147.06,"1,075.78",,,185.96,349.34,0.6,0.59,536.49,26.87,35.86,0,60.45,659.67,,256.4,0,129.79,6.81,0,23.11,416.11,"1,075.78",,,20.77,,0,0,0,0,,8.17,,--,,--,12.49,,--,,--,26.87,,256.4,--
EPL,EPL Ltd.,,,63.6,63.6,803.4,803.4,899.6,,108,0,30.4,14.9,153.3,,70,132.5,72.7,11.8,287,"1,339.90",,,518.6,119.2,7.5,0,647.9,210.3,10,0,26,894.2,,15,123.5,227,24.6,0,55.6,445.7,"1,339.90",,,606.8,,0,0,0,0,,311.65,,--,,--,294.81,,44.47,,--,210.3,,--,--
EROSMEDIA,Eros International Media Ltd.,,,95.91,95.91,-1.98,-1.98,101.64,,15,0,351.56,0,366.56,,239.44,325.51,208.71,0,773.66,"1,241.86",,,24.57,329.64,0,0,354.21,44.89,0,2.96,2.6,404.66,,0,8.59,723.17,76.95,7.78,20.71,837.2,"1,241.86",,,"1,921.94",,0,0,0,0,,252.03,,--,,8.5,--,,66.31,,--,44.89,,--,--
ESABINDIA,Esab India Ltd.,,,15.39,15.39,244.88,244.88,260.27,,0,0,4.62,5.48,10.1,,0,151.82,45.7,6.12,203.64,474.01,,,92.34,2.6,19.61,0,114.55,0.15,1.08,0,7.06,122.84,,0,123.43,151.65,56.45,0,19.64,351.17,474.01,,,40.54,,165.23,0,0,0,,28.11,,--,,--,94.3,,--,,--,--,,--,--
ESSARSHPNG,Essar Shipping Ltd.,,,206.98,206.98,"-1,811.06","-1,811.06","-1,603.47",,398.19,0,0,0,398.19,,"1,537.68",32.94,16.19,0,"1,586.81",381.53,,,3.69,0,0,0,3.69,35.77,0,0,5.2,44.66,,1.71,0,1.37,19.77,0,314.02,336.87,381.53,,,878.49,,0,0,0,0,,1.77,,--,,--,1.87,,--,,--,35.77,,--,--
ESSENTIA,Integra Essentia Ltd.,,,45.7,45.73,29.64,29.64,75.37,,0,0,0,0,0,,28.45,24.08,32.99,0.01,85.53,160.9,,,40.04,0,0,0,40.04,12,0,0,0.37,52.41,,7.92,0,10.35,5.56,82.64,2.02,108.49,160.9,,,0.74,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
ESTER,Ester Industries Ltd.,,,41.7,41.7,732.71,732.71,774.41,,174.52,30.38,18.19,9.14,232.23,,211.34,25.98,29.19,3.08,269.58,"1,276.23",,,370.66,0.65,77.59,0,448.9,270,0,0.32,44.51,763.73,,153.93,137.7,136.72,50.36,0.56,33.24,512.5,"1,276.23",,,540.63,,0,0,0,0,,254.93,,--,,433.33,--,,--,,--,270,,153.93,--
EVEREADY,Eveready Industries India Ltd.,,,36.34,36.34,280.21,280.21,316.56,,208.01,0,21.57,4.93,234.51,,165.66,171.85,81.65,14.42,433.59,984.65,,,303.44,6.19,1.45,0,311.08,10.16,161.98,0.55,38.97,522.74,,0,259.65,102.39,6.15,0.32,93.4,461.91,984.65,,,222.84,,0,0,0,0,,168.15,,--,,--,6.54,,24.22,,--,10.16,,--,--
EVERESTIND,Everest Industries Ltd.,,,15.74,15.74,568.32,568.32,584.06,,0,26.6,45,0,71.6,,63.59,164.94,244.88,4.29,477.7,"1,133.35",,,385.09,2.67,12.18,0,401.46,0,0,0,34.72,436.19,,0,507.73,107.25,14.15,0,68.04,697.17,"1,133.35",,,66.75,,0,0,0,0,,0,,--,,--,--,,13.35,,--,--,,--,--
EXCEL,Excel Realty N Infra Ltd.,,,141.07,141.07,29.91,29.91,170.98,,0.07,0.49,0,0,0.56,,0.03,1.88,0,4.43,6.34,177.88,,,8.59,0,0,51.86,60.46,0.22,0,0,53.02,113.69,,0,0.3,2.36,5.62,52.98,2.94,64.19,177.88,,,0.03,,0,0,0,0,,0,,--,,--,--,,10.24,,--,--,,--,--
EXCELINDUS,Excel Industries Ltd.,,,6.29,6.29,985.43,985.43,991.72,,0,95.11,14.91,0,110.03,,0.89,106.82,15.32,0,123.04,"1,224.78",,,407.63,19.16,19.31,0.81,446.91,306.04,0,0.03,29.98,782.97,,53.01,131.44,156.52,86.46,0.22,14.17,441.82,"1,224.78",,,5.67,,0,0,0,0,,342.72,,--,,272.9,--,,4.78,,48.59,253.24,,--,53.01
EXPLEOSOL,Expleo Solutions Ltd.,,,10.25,10.25,457.53,457.53,467.92,,0.39,0.84,21.88,8.58,31.68,,0.08,43.02,83.97,2.87,129.94,634.81,,,115.26,24.89,6.06,0,146.2,4.02,0,0,22.31,172.53,,0,0,220.75,132.79,0,108.74,462.28,634.81,,,110.85,,0,0,0,0,,150.16,,--,,--,628.03,,7.43,,--,4.02,,--,--
FACT,Fertilisers and Chemicals Travancore Ltd.,,,647.07,647.07,626.82,626.82,"1,273.90",,5.1,0,41.46,190.04,236.59,,"1,803.99",378.02,"1,707.61",34.2,"3,923.82","5,434.31",,,813.27,0.46,104.59,0.06,918.38,112.86,0,0,142.36,"1,173.60",,0,978.12,478.87,"2,319.47",0,484.24,"4,260.71","5,434.31",,,"2,933.16",,"1,695.83",0,0,0,,0.41,,--,,--,--,,--,,--,112.86,,--,--
FCL,Fineotex Chemical Ltd.,,,22.15,22.15,247.44,247.44,269.59,,0,1.91,1.04,0.03,2.98,,7.28,39.44,3.09,0.33,50.15,322.71,,,76.79,0,0.36,3.94,81.08,76.29,0,0,9.63,167.01,,0,37.35,73.12,32.63,0,12.61,155.71,322.71,,,8.55,,0,0,0,0,,52.9,,--,,59.07,--,,14.43,,65.91,10.38,,--,--
FCSSOFT,FCS Software Solutions Ltd.,,,170.96,170.96,154.06,154.06,325.02,,15.33,0,3.42,1.29,20.05,,3.28,1.05,5.88,0.21,10.42,355.48,,,38.48,0.14,0,142.73,181.35,137.6,0.76,20.23,5.54,345.48,,0,0,3.71,4.89,0.64,0.77,10,355.48,,,0,,0,0,0,0,,0.18,,--,,--,20.71,,32.98,,--,137.6,,--,--
FDC,FDC Ltd.,,,16.59,16.59,"1,964.15","1,964.15","1,980.74",,0.03,5.63,20.24,18.09,43.99,,0.08,178.48,108.67,23.47,310.69,"2,335.42",,,691.28,3.64,197.73,0,892.77,348.71,0,0.6,69.58,"1,311.66",,457.29,323.34,121.25,20.8,5.94,95.14,"1,023.76","2,335.42",,,91.61,,0,0,0,0,,150.94,,--,,--,325.87,,11.5,,344.99,3.73,,448.48,8.81
FEDDERELEC,Fedders Electric and Engineering Ltd.,,,30,30,108.85,108.85,138.85,,0,11.99,0,0,11.99,,31.97,5.49,3.43,4.28,45.17,196.01,,,64.76,0,2.37,0,67.13,2.09,0,0,0,69.22,,0,7.28,63.63,4.01,12.28,39.59,126.79,196.01,,,2.79,,0,0,0,0,,0.02,,--,,--,25.15,,0.41,,--,--,,--,--
FEDERALBNK,Federal Bank Ltd.,,,423.24,423.24,5.01,"21,077.99","21,083.00","21,506.24","213,386.04","19,319.29","6,130.27","260,341.83",,"12,590.85","5,097.83","48,983.35","174,446.88",933.97,"18,288.94","260,341.83",,"1,355.00","13,457.00",14.81,,13.02,1.79,,"4,183.77",2.36,"1,205.01",0.69,0.69,,"5,669.45","76,601.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIEMIND,FIEM Industries Ltd.,,,13.16,13.16,746.3,746.3,759.46,,0,22.2,23.11,12.51,57.83,,0,164.97,57.66,9.95,232.58,"1,049.86",,,491.28,1.39,5.35,0,498.02,4.79,0,0.94,18.5,522.24,,0,175.7,140.8,180.04,0.64,30.44,527.62,"1,049.86",,,77.37,,269.3,0,0,11.68,,11.56,,--,,53.92,0.95,,1,,--,4.79,,--,--
FILATEX,Filatex India Ltd.,,,44.3,44.3,"1,054.07","1,054.07","1,099.02",,248.6,142.19,30.69,10.16,431.64,,53.39,407.26,117.42,4.45,582.52,"2,113.18",,,"1,342.70",0.49,5.71,0,"1,348.91",10.77,0,0,11.33,"1,371.01",,0.3,409.25,131.08,95.76,0.6,105.18,742.17,"2,113.18",,,527.16,,0,0,0,0,,"1,268.35",,--,,118.4,--,,--,,--,10.36,,0.3,--
FINCABLES,Finolex Cables Ltd.,,,30.59,30.59,"3,679.05","3,679.05","3,709.64",,0.25,33.06,9.79,10.45,53.55,,0.03,208.7,104.29,7.06,320.08,"4,083.27",,,433.52,1.43,21.04,0,455.99,366.98,0,0,48.72,871.69,,"1,345.75",674.62,217.76,73.35,0,900.1,"3,211.58","4,083.27",,,232.24,,0,0,0,0,,220,,--,,--,39.9,,29.21,,--,--,,--,"1,345.75"
FINEORG,Fine Organics Industries Ltd.,,,15.33,15.33,"1,506.80","1,506.80","1,522.13",,0,0,0.82,0,0.82,,27.2,170.72,35.83,15.64,249.39,"1,772.34",,,212.54,1.49,40.44,0,254.47,53.07,10.19,0.91,81.94,400.58,,0,298.71,476.92,497.35,1.08,97.69,"1,371.75","1,772.34",,,36.79,,0,0,0,0,,770.97,,--,,--,"2,055.03",,10.22,,--,53.07,,--,--
FLEXITUFF,Flexituff Ventures International  Ltd.,,,26.88,26.88,-73.55,-73.55,-41.91,,0,0,7.51,6.23,13.74,,643.81,189.8,114.26,0.2,948.08,919.91,,,383.52,10.92,0,0,394.44,0.05,112.97,0,10.13,517.59,,0,92.02,200.49,10.91,25.57,73.33,402.32,919.91,,,231.56,,0,0,0,0,,13.5,,--,,--,323.04,,--,,--,0,,--,--
FSL,Firstsource Solutions Ltd.,,,696.99,696.99,"1,542.20","1,542.20","2,304.35",,3.79,0,115.97,13.7,133.46,,4.39,52.83,112.55,11.63,181.39,"2,619.20",,,193.57,14.47,3.42,0,211.47,"1,232.36",280.47,0,113.73,"1,838.03",,56.05,0,637.46,21.48,0,66.19,781.17,"2,619.20",,,"1,609.26",,0,0,0,0,,6.15,,--,,--,"1,267.18",,--,,--,"1,232.36",,--,56.05
GABRIEL,Gabriel India Ltd.,,,14.36,14.36,855.9,855.9,870.26,,0,15.93,9.37,13.13,38.43,,0,440.45,58.5,20.36,519.31,"1,428.00",,,404.69,9.26,29.64,6.38,455.39,1.14,0,1.03,28.11,485.67,,78.4,224.81,383.72,107.45,0.44,147.52,942.33,"1,428.00",,,78.05,,0,0,0,0,,229.77,,--,,91.6,--,,8.42,,--,1.14,,--,78.4
GAIL,GAIL India Ltd.,,,"6,575.10","6,575.10","49,078.57","49,078.57","55,653.67",,"7,837.08","4,662.78","6,809.27",799.26,"20,108.39",,"6,471.66","7,299.24","5,705.23",893.39,"20,369.52","96,131.58",,,"41,452.36","2,854.97","13,662.48",0,"57,969.81","12,788.77",0,"3,317.06","3,302.55","77,378.19",,0,"5,281.27","10,366.30",401.96,67.72,"2,636.14","18,753.39","96,131.58",,,"29,625.26",,0,0,0,0,,"69,228.61",,--,,--,"28,136.38",,"5,856.19",,"20,578.25","8,100.86",,--,--
GALAXYSURF,Galaxy Surfactants Ltd.,,,35.45,35.45,"1,188.50","1,188.50","1,223.95",,79.93,30.6,5.46,6.07,122.06,,103.29,373.4,34.72,5.59,517,"1,863.01",,,624.65,5.1,84.48,0,714.23,199.96,0,0.8,41.89,956.88,,0,338.91,457.8,37.26,0.43,71.73,906.13,"1,863.01",,,130.31,,0,0,0,0,,"1,361.96",,--,,--,"1,414.29",,17.72,,--,199.96,,--,--
GALLANTT,Gallantt Ispat Ltd.,,,241.28,241.28,"1,983.75","1,983.75","2,225.03",,99.47,72.56,8.43,5.52,185.99,,438.27,64.3,35.25,0,537.82,"2,948.84",,,"1,457.90",164.85,315.6,0,"1,938.36",1.62,0,0,15.01,"1,954.99",,0,432.84,137.36,11.32,4.03,408.29,993.85,"2,948.84",,,39.69,,0,0,0,0,,284.32,,--,,--,38.09,,--,,1.62,--,,--,--
GANDHITUBE,Gandhi Special Tubes Ltd.,,,6.08,6.08,176.02,176.02,182.1,,0,6.93,0.27,1.75,8.95,,0,1.56,9.31,0.42,11.3,202.35,,,44.2,0,0,0,44.2,61.64,0,0,0.97,106.81,,23.24,23.7,17.89,27.98,0,2.73,95.54,202.35,,,4.99,,0,0,0,0,,0.49,,--,,--,0.12,,--,,13.23,49.56,,5.92,17.36
GANECOS,Ganesha Ecosphere Ltd.,,,21.83,21.83,631.52,631.52,653.35,,17.11,18.38,4.26,5.96,45.72,,139.71,64.52,39.34,3.91,247.48,946.55,,,258.9,0.46,9.95,0,269.32,153.09,0,96.6,7.58,526.59,,48.59,220.91,92.01,3.06,10.9,44.49,419.96,946.55,,,369.7,,0,0,0,0,,61.38,,--,,110.1,--,,--,,--,153.09,,--,48.59
GANESHHOUC,Ganesh Housing Corporation Ltd.,,,83.39,83.39,880.01,880.01,963.4,,2.49,0,5.28,0,7.77,,1.08,13.24,188.8,0,203.12,"1,174.29",,,192.09,0.01,21.44,0,213.53,297.93,0.75,0,0.6,512.8,,0,285.69,89.41,207.65,71.7,7.05,661.49,"1,174.29",,,33.22,,0,0,0,0,,0,,--,,--,--,,24.34,,--,297.93,,--,--
GARFIBRES,Garware Technical Fibres Ltd.,,,20.38,20.38,"1,005.83","1,005.83","1,026.21",,0,30.47,7.38,8.06,45.91,,132.86,186.98,96.21,4.29,420.34,"1,492.47",,,241.36,3.84,0,0,245.2,655.68,0,3.9,26.56,931.34,,10,188.14,220.27,38.76,0.21,103.74,561.12,"1,492.47",,,29.42,,109.11,0,0,0,,19.81,,--,,754.83,--,,6.91,,--,599.69,,--,10
GEECEE,GeeCee Ventures Ltd.,,,20.91,20.91,511.44,511.44,532.35,,0,14.64,0.27,0,14.91,,0,2.17,37.53,0.55,40.24,587.5,,,15.93,0,0,0,15.93,266.05,0,0,1.37,283.35,,19.73,238.12,1.37,38.84,0,6.08,304.14,587.5,,,32.75,,0,0,0,0,,0,,--,,--,--,,11.93,,--,266.05,,--,19.73
GEEKAYWIRE,Geekay Wires Ltd.,,,10.45,10.45,58.5,63.18,73.63,,44.32,4.87,0,0,49.19,,48.02,4.67,42.54,1.14,96.38,219.19,,,59.54,0,0.67,0.14,60.36,2.81,0,0,4.73,67.89,,0,49.04,74.72,7.34,0.18,20.03,151.3,219.19,,,15.33,,0,0,0,10.27,,52.91,,--,,217.57,--,,--,,--,2.81,,--,--
GENESYS,Genesys International Corporation Ltd.,,,18.88,18.88,425.4,425.4,444.27,,17.34,0,4.47,7.24,29.06,,15.04,21.53,29.07,2.73,68.38,541.71,,,58.34,3.62,7.54,0,126.74,133.35,26.89,0.34,12.68,300,,51.14,0,84.32,15.96,0.79,89.5,241.71,541.71,,,27.97,,0,0,0,0,,10.97,,--,,--,85.21,,--,,--,133.35,,51.14,--
GENUSPOWER,Genus Power Infrastructures Ltd.,,,25.76,25.76,958.79,958.79,984.55,,1.69,1.3,70.55,32.37,105.92,,345.22,163.83,58.8,8.11,575.97,"1,666.44",,,155.58,1.07,7.28,0,163.92,120.13,0,111.59,51.03,446.67,,222.5,285.9,471.96,136.54,20.66,82.2,"1,219.77","1,666.44",,,432.59,,0,0,0,0,,358.49,,--,,91.66,--,,--,,--,120.13,,--,162.55
GEOJITFSL,Geojit Financial Services Ltd.,,,23.91,23.91,556.22,556.22,580.62,,0,0,15.1,2.31,17.41,,77.52,18.24,405.43,0,501.19,"1,099.21",,,81.68,13.14,0,0.91,100.23,0,7.04,0,29.97,137.24,,17.5,0,96.79,542.48,247.49,57.71,961.98,"1,099.21",,,9.28,,0,0,0,0,,2.5,,--,,--,4.97,,10.61,,--,--,,--,17.5
GEPIL,GE Power India Ltd.,,,67.23,67.23,159.5,159.5,226.73,,0,0,56.25,125.98,182.23,,291.55,788.04,"1,017.17",352.24,"2,449.00","2,857.96",,,110.06,0.14,0.69,0,110.89,7.2,0,0,190.64,308.73,,0,87.8,"1,954.20",222.15,0,285.08,"2,549.23","2,857.96",,,406.12,,0,0,0,0,,460.18,,--,,--,441.98,,--,,--,7.2,,--,--
GESHIP,Great Eastern Shipping Company Ltd.,,,142.77,142.77,"8,377.48","8,377.48","8,520.25",,"2,222.29",26.03,247.65,27.29,"2,523.26",,308.66,271.09,386.88,16.17,982.8,"12,026.31",,,"5,142.96",5.79,27.03,0,"5,175.78","1,689.64",0,0,152.11,"7,017.53",,"1,267.89",110,443.73,"2,914.51",0,272.65,"5,008.78","12,026.31",,,127.73,,0,0,0,0,,"3,278.56",,--,,--,"3,764.79",,34.04,,--,"1,689.64",,--,"1,267.89"
