Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
ACE,Action Construction Equipment Ltd.,,,23.82,23.82,885.35,885.35,909.17,,0,13.89,0.47,2.62,16.99,,6.2,498.87,151.6,2.48,659.15,"1,585.31",,,467.99,2.49,24.41,11.52,506.41,146.11,0,0,39.6,692.13,,211.91,417.42,169.09,32.41,0.66,61.7,893.19,"1,585.31",,,71.26,,0,0,0,0,,194.63,,--,,66.84,--,,--,,63.26,82.48,,211.93,--
ADANIENT,Adani Enterprises Ltd.,,,114,114,"13,819.78","13,819.78","13,933.78",,900.02,156.33,148.99,37.68,"1,243.02",,"2,020.23","21,523.37","1,363.08",53.79,"24,960.47","40,137.27",,,"1,109.93",539.57,526.89,18.22,"2,317.00","9,947.99",0,5.08,563.48,"12,833.55",,0,"4,085.46","4,688.27","1,339.86","15,064.43","2,125.70","27,303.72","40,137.27",,,"3,791.51",,0,0,0,0,,"44,549.87",,--,,--,62.49,,41.84,,--,"9,947.99",,--,--
ADANIGREEN,Adani Green Energy Ltd.,,,"1,584.00","1,584.00","3,323.00","3,323.00","4,907.00",,"11,088.00",0,"6,102.00",34,"17,224.00",,"1,968.00",528,"3,278.00",10,"5,784.00","28,664.00",,,602,12,385,0,999,"20,502.00",436,"2,095.00",688,"24,720.00",,253,"1,282.00","1,112.00",566,1,730,"3,944.00","28,664.00",,,"2,680.00",,0,0,0,0,,"6,222.75",,--,,--,--,,--,,--,"20,502.00",,--,253
ADFFOODS,ADF Foods Industries Ltd.,,,22.35,22.35,403.3,403.3,425.65,,0,9.84,1.68,1.2,12.71,,0,16.42,11.57,0.15,28.14,466.5,,,74.09,21.44,0.69,0,96.22,87.83,0,0.09,7.55,191.69,,79.99,36.64,88.66,42.08,1.29,26.16,274.82,466.5,,,9.7,,0,0,0,0,,14.61,,--,,--,346.05,,--,,--,87.83,,79.99,--
ADORWELD,Ador Welding Ltd.,,,13.6,13.6,309.91,309.91,323.51,,0.73,0,1.06,6.15,7.94,,15.13,73.08,25.42,6.6,120.23,451.68,,,112.22,0.47,1.51,10.45,125.06,2.69,4.64,0.22,35.36,167.97,,17.59,116.21,125.17,6.89,0.38,17.47,283.71,451.68,,,53.38,,0,0,0,0,,63.75,,--,,--,71.29,,8.53,,--,2.87,,0.3,17.29
ADROITINFO,Adroit Infotech Ltd.,,,20.27,20.27,-7.4,-7.4,12.87,,0.45,0,5.61,0.08,6.14,,1.85,1.15,2.88,0.32,6.2,30.65,,,0.99,6.7,0,0,8.76,11.88,0.37,0,0.32,21.33,,0,0,5.98,0.2,3.06,0.07,9.31,30.65,,,0,,0,0,0,0,,0,,--,,--,5.02,,--,,--,--,,--,--
ADSL,Allied Digital Services Ltd.,,,27.42,27.42,425.68,425.68,453.1,,2.7,9.23,3.99,0,15.92,,44.49,18.16,5.9,12.74,81.29,550.31,,,60.28,27.82,0,78.34,166.44,156.2,0,2.52,18.07,343.23,,0,42.68,72.2,21.32,1.77,69.11,207.08,550.31,,,8.95,,0,0,0,0,,5.25,,--,,--,64.41,,8.68,,--,156.2,,--,--
ADVANIHOTR,Advani Hotels and Resorts (India) Ltd.,,,9.24,9.24,53.48,53.48,62.73,,0.12,5.64,0.51,0.52,6.79,,0.8,3.36,16.08,0.22,20.47,89.99,,,42.86,0.04,0,0.19,43.09,0,0,0,2.01,45.11,,33.21,1.39,2.71,3.6,0.14,3.83,44.88,89.99,,,12.37,,0,0,0,0,,2.34,,--,,--,9.36,,--,,--,0,,--,33.21
AGARIND,Agarwal Industrial Corporation Ltd.,,,14.96,14.96,282.75,282.75,297.71,,10.93,2.83,14.77,0.55,29.09,,48.81,107.66,14.11,0.08,170.66,497.45,,,66.31,0,6.95,0.37,73.63,16.73,0,56.52,4.38,151.26,,25.66,107.57,164.87,28,0.2,19.88,346.19,497.45,,,92.9,,0,0,0,0,,"1,469.75",,--,,--,15.46,,--,,--,16.73,,25.66,--
AGI,AGI Greenpac Ltd.,,,12.94,12.94,"1,593.64","1,593.64","1,606.58",,562.33,240.43,15.55,6.49,824.8,,169.23,259.67,254.21,5,688.11,"3,119.50",,,"1,374.90",0.95,141.5,486.16,"2,003.50",10.64,0,0.13,47.75,"2,062.02",,0,327.56,342.56,279.25,0.49,107.62,"1,057.47","3,119.50",,,191.93,,215.84,0,0,52.54,,0,,--,,56.81,--,,4.34,,--,10.64,,--,--
AGRITECH,Agri-Tech (India) Ltd.,,,5.94,5.94,85.57,85.57,91.51,,0,0,0,0.11,0.11,,8.47,0.09,19.86,0,28.42,120.05,,,9.12,0,0.28,0.67,10.08,27.05,0,0,0,37.13,,0,0.01,0,0.33,79.24,3.35,82.92,120.05,,,41,,0,0,0,0,,0,,--,,--,--,,--,,--,5.73,,--,--
AGROPHOS,Agro Phos India Ltd.,,,20.27,20.27,31.77,31.77,52.05,,1.19,2.43,0.14,0.7,4.46,,25.86,44.82,2.93,0.09,73.7,130.21,,,21.69,0.02,2.83,0,24.55,0.34,0,0,0.74,25.62,,0,61.28,16.29,2.81,12.55,11.64,104.58,130.21,,,0.47,,0,0,0,0,,26.23,,--,,--,--,,1.18,,--,0.34,,--,--
AIAENG,AIA Engineering Ltd.,,,18.86,18.86,"5,454.15","5,454.15","5,473.01",,0,62.12,2.92,5.15,70.19,,496,209.06,64.35,2.86,772.26,"6,315.46",,,972.24,7.81,107.35,0,"1,087.40",15.73,0,126.54,61.85,"1,291.52",,"2,192.16",627.88,"1,443.58",612.05,1.31,146.97,"5,023.95","6,315.46",,,542.67,,0,0,0,0,,425.28,,--,,--,"2,754.20",,10.46,,28.06,2.32,,"2,192.16",--
AIRAN,Airan Ltd.,,,25,25,78.45,78.45,103.45,,1.75,6.23,1.25,0,9.23,,0.03,1.82,9.43,0,11.28,123.96,,,61.86,0.11,0.35,0,62.33,7.01,0,0,0,69.33,,7,0,16.54,12.99,14.77,3.32,54.63,123.96,,,22.95,,0,0,0,0,,0,,--,,--,25.7,,17.1,,--,7,,--,--
AJANTPHARM,Ajanta Pharma Ltd.,,,25.27,25.27,"3,220.84","3,220.84","3,246.45",,0,97.72,28.63,24.15,150.5,,0,353.02,540.8,14.02,907.84,"4,304.79",,,"1,479.13",4.88,209.47,0,"1,693.48",42.99,0,0,17.13,"1,753.60",,510.27,683.77,977.63,269.92,17.01,92.59,"2,551.19","4,304.79",,,91.52,,0,0,0,0,,429.31,,--,,--,"2,242.02",,15.63,,--,42.99,,386.06,124.21
AJMERA,Ajmera Realty and Infra India Ltd.,,,35.48,35.48,668.82,668.82,704.31,,710.24,0,89.47,3.4,803.11,,0.24,19.84,11.93,9.59,41.6,"1,549.01",,,6.38,0.23,0,0,6.61,112.58,0,557.44,46.91,723.53,,0,648.56,135.91,15.76,3.84,21.41,825.48,"1,549.01",,,1.36,,0,0,0,0,,0.73,,--,,--,--,,--,,--,112.58,,--,--
AKSHARCHEM,AksharChem (India) Ltd.,,,8.03,8.03,270.33,270.33,278.36,,16.5,18.15,0,0.27,34.92,,8.13,38.31,5.1,0.43,51.97,365.25,,,225.13,0.3,17.44,0,242.87,0,0,0,5.5,248.37,,0,59.34,36.16,1.74,0.28,19.36,116.87,365.25,,,5.6,,0,0,0,0,,0.96,,--,,--,203.35,,0.48,,0,0,,--,--
AKSHOPTFBR,Aksh Optifibre Ltd.,,,81.35,81.35,218.73,218.73,300.08,,0,6.51,7.92,1.55,15.99,,76.44,29.61,48.56,0.04,154.66,470.73,,,125.78,0.39,0.03,0,126.2,184.85,0,27.8,49.28,388.13,,0,20.82,38.22,6.4,7.67,9.48,82.6,470.73,,,143.15,,0,0,0,0,,73.25,,--,,--,83.42,,4.75,,--,184.85,,--,--
AKZOINDIA,Akzo Nobel India Ltd.,,,45.5,45.5,"1,268.90","1,270.10","1,315.60",,0,0,75.4,84.6,160,,0,893.4,331.7,38.5,"1,263.60","2,739.20",,,506.6,4.1,72.7,0,583.4,0,26.6,0.4,261.7,872.1,,0,597.9,552.3,563.2,0,153.7,"1,867.10","2,739.20",,,121,,0,0,0,0,,667.6,,--,,--,112.7,,8.51,,--,--,,--,--
ALBERTDAVD,Albert David Ltd.,,,5.71,5.71,305.87,305.87,311.57,,0,0,2.65,10.23,12.88,,3.97,32.14,43.25,19.58,98.94,423.39,,,77.56,2.46,2.72,0,82.74,25.88,0.99,0,10.37,119.98,,166.78,50.68,30.33,25.22,9.12,21.28,303.41,423.39,,,8.23,,0,0,0,0,,30.67,,--,,--,15.61,,--,,--,25.88,,31.04,135.74
ALEMBICLTD,Alembic Ltd.,,,51.36,51.36,777.63,777.63,828.99,,0,34.79,2.12,1.21,38.12,,0,17.2,42.46,21.38,81.04,948.14,,,131.83,0,0.13,186.32,318.28,461.07,0,0,1.64,780.99,,41.6,88.61,22.68,1.79,0,12.47,167.15,948.14,,,54.56,,0,0,0,0,,2.99,,--,,1.57,--,,45.11,,"3,156.46",0.12,,--,--
ALKALI,Alkali Metals Ltd.,,,10.18,10.18,41.85,42.68,52.87,,0.98,3.83,5.43,0.25,10.49,,17.6,18.45,5.68,0.44,42.17,105.53,,,49.47,0,1.33,0,50.8,0,5.25,0,1.25,57.3,,0,28.22,13.69,1.31,0,5,48.23,105.53,,,1.01,,11.64,0,0,0,,0.31,,--,,57.12,--,,--,,--,--,,--,--
ALKEM,Alkem Laboratories Ltd.,,,23.91,23.91,"9,325.94","9,325.94","9,349.85",,45.06,0,7.31,284.17,336.54,,"1,136.63","1,076.34",615.92,215.94,"3,044.83","12,731.22",,,"2,053.84",0,0,0,"2,053.84","2,692.96","1,084.92",8.34,118.95,"5,959.01",,312.59,"1,724.66","1,768.34","2,163.87",1.68,801.07,"6,772.21","12,731.22",,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
ALLSEC,ALLSEC Technologies Ltd.,,,15.24,15.24,162.77,162.77,178.01,,0,0,21.45,6.38,27.83,,0,32.85,20.75,5.33,58.93,264.77,,,45.91,4.78,0,0,62.73,10.2,6.97,0,18.67,98.57,,46.78,0,42.78,39.59,0,37.05,166.2,264.77,,,1.92,,0,0,0,0,,4.16,,--,,--,121.04,,--,,--,10.2,,46.78,--
ALPA,Alpa Laboratories Ltd.,,,21.04,21.04,123.49,123.49,144.53,,0.78,2.28,0,0,3.06,,1.82,15.05,9.37,3.68,29.92,177.5,,,6.96,0.08,0,0,7.04,17.57,0,0,4.67,29.29,,72.03,12.64,46.73,8.79,0.06,7.96,148.21,177.5,,,3.25,,4.27,0,0,0.3,,0.06,,--,,--,40.31,,--,,--,6.43,,--,0.23
ALPHAGEO,Alphageo (India) Ltd.,,,6.38,6.38,247.01,247.01,253.39,,0,0,0,0.92,0.92,,0,1.26,4.81,0.16,6.22,260.54,,,53.78,0,2.11,0,55.89,13.29,8.03,0,4.12,81.34,,55.47,0.52,32.52,74.23,0,16.46,179.2,260.54,,,6.02,,0,15.05,15.05,0,,0.03,,--,,--,0,,0.42,,--,13.29,,22.86,32.61
ALPSINDUS,Alps Industries Ltd.,,,39.11,227.24,-834.84,-834.84,-607.6,,268.8,0,0,0.04,268.84,,312.49,0.03,7.64,3.3,323.47,7.03,,,2.23,0,0,0,2.23,1.3,0,0.04,0,3.57,,0,0,0.37,0.13,0,2.96,3.46,7.03,,,116.31,,2.66,0,0,0,,0.44,,--,,11.15,--,,16.26,,--,1.29,,--,--
AMBICAAGAR,Ambica Agar Ltd.,,,17.18,17.18,87.77,87.77,104.94,,62.78,20.69,0.25,0,83.72,,0.04,4.05,11.06,0,15.14,203.81,,,121.53,0.02,0,0,121.54,8.25,0,0,5.73,135.52,,0,2.54,19.17,1.12,0,45.46,68.29,203.81,,,11.59,,0,0,0,0,,0,,--,,--,--,,--,,--,8.25,,--,--
AMBIKCO,Ambika Cotton Mills Ltd.,,,5.73,5.73,810.89,810.89,816.62,,0,18.79,8.23,0,27.03,,0,122.69,13.94,0,136.63,980.27,,,215.02,0,0.01,0,215.02,0,0,0,9.26,224.28,,0.44,396.96,39.11,277.27,0,42.2,755.99,980.27,,,81.46,,0,0,0,0,,456.47,,--,,606.92,--,,2.96,,--,--,,0.32,--
AMDIND,AMD Industries Ltd.,,,19.17,19.17,138.64,138.64,157.8,,21.57,2.75,0,1.42,25.74,,81.42,81.33,9.27,1.36,173.38,356.92,,,98.16,0.26,0,2.37,100.79,0,0,0,19.49,120.28,,0,108.83,96.43,16.99,0.16,14.24,236.65,356.92,,,4.73,,0,0,0,0,,4.01,,--,,--,6.16,,--,,--,--,,--,--
AMJLAND,AMJ Land Ltd.,,,8.2,8.2,124.26,124.26,132.46,,0,3.32,0.99,0,4.31,,0,0.07,1.93,0,2,138.77,,,16.55,0.01,0,11.59,28.16,54.45,0,17.41,0.05,100.06,,21.4,14.44,0.09,0.53,1.71,0.55,38.71,138.77,,,0,,0,0,0,0,,0,,--,,--,--,,5.8,,--,24.33,,--,--
AMRUTANJAN,Amrutanjan Health Care Ltd.,,,2.92,2.92,287.85,287.85,290.77,,0,0,0.57,7.74,8.31,,0,47.44,10.4,5.18,63.01,362.09,,,46.43,2.48,1.11,0,50.03,0.02,4.25,0,48.24,102.55,,5.15,28.83,33.02,70.32,0,122.24,259.54,362.09,,,10.12,,0,0,0,0,,2.98,,--,,--,10.23,,2.87,,0.02,--,,5.15,--
ANANTRAJ,Anant Raj Ltd.,,,64.82,64.82,"2,696.53","2,696.53","2,761.35",,852.01,45.31,126.37,1.71,"1,025.40",,28.66,1.5,279.78,0.78,310.72,"4,097.47",,,15.22,0,61.54,"1,118.65","1,195.41",375.63,0,499.34,152.96,"2,223.34",,0,"1,063.27",45.44,39.6,0,725.81,"1,874.13","4,097.47",,,125.38,,0,0,0,0,,0.51,,--,,--,--,,--,,--,375.63,,--,--
ANDHRAPAP,Andhra Paper Ltd.,,,39.77,39.77,"1,542.40","1,542.40","1,582.17",,4.63,71.96,7.81,0.27,84.66,,42.19,196.45,61.94,37.28,337.86,"2,004.70",,,574.54,2.39,29.38,0,606.31,174.79,0,0,74.85,855.96,,711.83,173.66,147.53,47.37,16.37,51.99,"1,148.74","2,004.70",,,322.27,,0,0,0,0,,58.32,,--,,--,171.39,,1.13,,14.26,160.53,,--,711.83
ANDHRSUGAR,The Andhra Sugar Ltd.,,,27.11,27.11,"1,262.63","1,262.63","1,289.74",,3.67,79.15,81.67,26.49,190.98,,18.33,52.92,79.05,8.43,158.74,"1,639.46",,,886.87,0,0,0,886.87,43.21,0,0,50.51,980.59,,99.18,330.76,159.09,44.13,0,25.72,658.87,"1,639.46",,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
ANIKINDS,Anik Industries Ltd.,,,27.75,27.75,253.04,253.04,280.8,,7.37,0,0,0.29,7.66,,22.92,5.27,20.01,0.11,48.3,336.75,,,14.08,0,0,0,14.08,103.31,21.05,0,44.17,182.61,,0,21.3,84.6,10.54,0,37.7,154.14,336.75,,,140.07,,0,0,0,0,,37.71,,--,,--,--,,0.43,,--,--,,--,--
ANKITMETAL,Ankit Metal and Power Ltd.,,,141.11,141.11,"-1,023.75","-1,023.75",-882.64,,11.03,0,0,4.69,15.72,,"1,093.88",590.13,377.9,0.08,"2,061.98","1,195.05",,,426.24,0,47.2,0,473.44,0.07,0,0,2.59,476.1,,0,571.86,61.49,1.09,0,84.51,718.95,"1,195.05",,,933.77,,0,0,0,0,,0,,--,,--,--,,--,,--,0.07,,--,--
ANTGRAPHIC,Antarctica Ltd.,,,15.5,15.5,1.22,1.22,16.72,,3.05,0,0,0,3.05,,0,0.04,0.25,0,0.3,20.07,,,6.4,2.83,0,0,9.23,0,0.01,0,0.87,10.1,,0,4.86,4.68,0.41,0,0.02,9.96,20.07,,,0.02,,0,0,0,0,,0,,--,,--,--,,0.73,,--,--,,--,--
ANUP,The Anup Engineering Ltd.,,,9.9,9.9,432.02,432.02,441.92,,0,12.1,0,0,12.1,,0,60.95,91.93,0.74,153.61,607.63,,,200.69,16.7,0.34,0,217.73,20.16,0,12.45,3.13,253.47,,0,126.92,148.56,32.59,25,21.09,354.16,607.63,,,230.8,,0,0,0,0,,66.19,,--,,--,34.06,,--,,--,20.16,,--,--
APEX,Apex Frozen Foods Ltd.,,,31.25,31.25,458.71,458.71,489.96,,2.79,0,7.3,0,10.09,,87.79,17.25,4.11,4.63,113.78,613.83,,,242.39,0,17.91,0,260.3,0,0,0,13.49,273.79,,0,180.05,111.97,10.4,0,37.63,340.04,613.83,,,7.51,,0,0,0,0,,92.35,,--,,915.94,--,,9,,--,--,,--,--
APLAPOLLO,APL Apollo Tubes Ltd.,,,55.47,55.47,"2,515.48","2,515.48","2,570.95",,64.62,103.34,78.06,16.89,262.91,,333.96,"1,265.00",70.24,0.91,"1,670.11","4,503.97",,,"1,317.60",138.72,36.23,62.51,"1,555.06",960.71,0,347.45,92.36,"2,955.58",,0,"1,057.54",104.29,255.66,1.2,129.7,"1,548.39","4,503.97",,,72.62,,0,0,0,0,,5.56,,--,,--,370.46,,25.95,,1.06,1.13,,--,--
APLLTD,Alembic Pharmaceuticals Ltd.,,,39.31,39.31,"4,374.98","4,374.98","4,414.29",,0,0,58.63,106.2,164.83,,635.07,595.86,250.41,69.96,"1,551.30","6,130.42",,,"2,377.45",0,601.28,0,"2,978.73",229.27,78.16,10.29,53.75,"3,350.20",,0,"1,275.13","1,201.20",28.46,0,275.43,"2,780.22","6,130.42",,,326.18,,0,0,0,0,,684.56,,--,,--,"2,621.00",,--,,--,229.27,,--,--
APOLLOTYRE,Apollo Tyres Ltd.,,,63.51,63.51,"9,836.39","9,836.39","9,899.90",,"3,174.81",795.54,661.6,49.3,"4,681.25",,900.65,"2,429.11","1,996.50",207.24,"5,533.49","20,114.64",,,"11,767.71",46.21,115.92,0,"11,948.42","2,421.36",0,0,459.76,"14,829.54",,401.69,"2,276.87","1,588.39",510.66,0,507.49,"5,285.11","20,114.64",,,487.94,,0,0,0,0,,424.8,,--,,"2,481.76",112.31,,6.31,,0.21,"2,421.16",,401.69,--
APOLSINHOT,Apollo Sindoori Hotels Ltd.,,,1.3,1.3,68.16,68.16,69.46,,46.63,0,6.76,9.05,62.44,,53.07,14.94,12.78,3.08,83.88,215.78,,,15.19,0.08,0,0,15.27,78.55,3.5,1.43,4.91,103.65,,0,2.58,45.04,56.56,1.98,5.98,112.14,215.78,,,8.19,,0,0,0,0,,0.04,,--,,--,--,,--,,--,8.55,,--,--
ARCHIDPLY,Archidply Industries Ltd.,,,19.87,19.87,83.94,83.94,103.8,,0,0,1.59,5.99,7.59,,63.43,40.19,6.73,6.69,117.04,228.43,,,41.9,1.02,0.06,0,42.98,25.9,1.63,5.18,3.08,78.77,,0,50.71,92.04,0.8,0,6.11,149.66,228.43,,,117.53,,12.04,0,0,0.26,,11.55,,--,,11.66,--,,--,,--,25.9,,--,--
ARCHIES,Archies Ltd.,,,6.76,6.76,88.71,100.54,107.3,,0.73,0,23.96,2.44,27.13,,19.71,7.31,14.11,0.4,41.53,175.96,,,86.75,0,0.04,0,86.79,0,5.52,0.01,5.99,98.31,,0,66.45,8.85,0.31,0.05,1.99,77.65,175.96,,,0.17,,0,0,0,0,,3,,--,,--,7.2,,4.13,,--,--,,--,--
ARCOTECH,Arcotech Ltd.,,,21,24.32,-113.53,-113.53,-89.21,,0,0,0,1.28,1.28,,487.77,0.7,76.11,12.22,576.8,522,,,148.28,0,0,0,148.28,0.01,137.35,0,0.5,286.15,,0,27.33,155.21,0.17,0,53.13,235.85,522,,,255.41,,0,0,0,0,,0,,--,,--,--,,--,,--,0.01,,--,--
ARENTERP,Rajdarshan Industries Ltd.,,,3.11,3.11,17.65,17.65,20.76,,0,0,0.04,0,0.04,,0,0.3,0.04,0.13,0.47,21.28,,,0.15,0,0,0.16,0.32,8.63,2.18,0,1.5,12.63,,0,0,0.65,3.66,4.14,0.2,8.64,21.28,,,0,,0,0,0,0,,0,,--,,1.58,--,,0.15,,--,--,,--,--
ARIES,Aries Agro Ltd.,,,13,13,214.46,214.46,227.46,,20.62,9.15,1.25,2.51,33.53,,73.14,58.87,103.04,1.34,236.39,497.39,,,69.47,0.12,0,0,69.59,22.77,0,0,0,92.36,,0,142.79,107.77,4.27,62.91,87.28,405.03,497.39,,,144.17,,0,0,0,0,,53.19,,--,,--,1.35,,6.6,,--,22.77,,--,--
