Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
KAKATCEM,Kakatiya Cements Ltd.,,,7.77,7.77,213.89,213.89,221.66,,0,10.18,0.01,0.98,11.17,,79.02,2.8,18.13,0,99.95,332.79,,,52.99,0,0,0,52.99,0.02,0,0,1.94,54.94,,0,81.94,10.68,159.23,0,26,277.85,332.79,,,26.44,,0,0,0,0,,0,,--,,--,--,,3.7,,--,--,,--,--
KALYANI,Kalyani Commercials Ltd.,,,1,1,6.67,6.67,7.67,,4.87,0,0,0,4.87,,55.95,7.98,2.95,0,66.88,79.42,,,5.51,0.01,0.01,0,5.54,4.34,0.16,0.31,0,10.35,,0,36.65,30.24,1.56,0.62,0,69.07,79.42,,,2.04,,0,0,0,0,,0,,--,,--,--,,--,,--,4.34,,--,--
KALYANIFRG,Kalyani Forge Ltd.,,,3.64,3.64,107.93,107.93,111.56,,6.22,0,0,3.76,9.99,,31.39,47.63,25.31,1.09,105.42,226.97,,,78.28,0.15,0.32,0,78.75,0.01,0.34,0,4.87,83.97,,0,48.07,75.28,5.03,0,14.63,143.01,226.97,,,12.01,,0,0,0,0,,5.01,,--,,--,34.45,,0.63,,--,0.01,,--,--
KANANIIND,Kanani Industries Ltd.,,,9.89,9.89,32.23,32.23,42.13,,5.81,0,0,0,5.81,,25,19.21,0.15,0,44.36,92.3,,,0.55,0,0,0,0.55,21.34,0,0,0.03,21.92,,0,12.16,47.4,9.97,0,0.85,70.38,92.3,,,7.5,,0,0,0,0,,0,,--,,--,--,,8.39,,--,21.34,,--,--
KANORICHEM,Kanoria Chemicals and Industries Ltd.,,,21.85,21.85,587.52,587.52,609.36,,48.58,50.46,0.35,6.97,106.35,,60.06,43.8,26.54,3.03,133.42,849.14,,,391.34,0.53,33.78,0,425.64,155.92,0,88.45,4.38,674.39,,2.11,27.97,62.36,29.03,18.51,34.77,174.75,849.14,,,24.2,,0,0,0,0,,34.97,,--,,--,13.46,,9.77,,3.67,152.25,,--,2.11
KANSAINER,Kansai Nerolac Paints Ltd.,,,53.89,53.89,"3,370.58","3,370.58","3,424.47",,3.4,105.1,0,0,108.5,,0,631.86,126.68,14.41,772.95,"4,305.92",,,"1,312.19",3.54,314.69,0.18,"1,630.60",108.93,0,13.27,390.95,"2,143.75",,195.56,"1,052.77",674.02,81.37,4.58,153.87,"2,162.17","4,305.92",,,162.36,,0,0,0,0,,"1,210.35",,--,,--,7.84,,42.56,,0.71,108.22,,14.31,181.25
KARURVYSYA,Karur Vysya Bank Ltd.,,,159.86,159.86,0,"6,262.94","6,262.94","6,422.80","59,867.95","1,565.34","1,484.02","69,340.11",,"2,934.68",762.36,"14,881.59","48,580.81",582.99,"1,597.68","69,340.11",,789,"7,368.00",16,,14.28,1.72,,"4,449.57",9,"2,420.34",4.98,5,,"2,341.84","10,137.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,,,34.63,34.63,13.22,13.22,47.85,,0,0,0,0.08,0.08,,38.85,11.2,4.79,0,54.84,102.77,,,2.24,0,0,2.66,4.9,61.44,5.68,0.01,6.08,78.11,,0,0.47,13.79,0.52,9.17,0.72,24.67,102.77,,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,61.44,,--,--
KAVVERITEL,Kavveri Telecom Products Ltd.,,,20.12,20.12,57.79,57.79,79.16,,0,0,0,22.49,22.49,,76.5,11.78,91.61,3.31,183.2,284.84,,,10.19,2.6,0.54,0,13.34,53.83,20.74,3.16,92.89,183.95,,0,57.48,38.61,0.28,0,4.52,100.89,284.84,,,151.45,,0.29,0,0,0,,0,,--,,1.73,--,,--,,--,53.83,,--,--
KAYA,Kaya Ltd.,,,13.06,13.06,147.56,147.56,162.92,,0,0,0,1.13,1.13,,0,15.73,78.79,1.6,96.12,260.17,,,41.43,1.81,0.84,0,44.08,94.51,21.07,13.14,8.59,181.4,,14.43,34.02,5.54,4.61,9.25,10.93,78.78,260.17,,,8.72,,0,0,0,0,,11.33,,--,,--,3.23,,--,,--,94.51,,--,14.43
KCP,KCP Ltd.,,,12.89,12.89,477.44,477.44,490.34,,333.19,61.6,53.2,13.78,461.78,,224.42,71.53,109.06,3.78,408.79,"1,361.23",,,938.7,2.66,39.74,0.01,981.1,28.9,0,0,28.91,"1,038.91",,0,177.13,29.38,30.2,0,85.61,322.32,"1,361.23",,,298.13,,29.02,0,0,0,,1.99,,--,,7.49,16.1,,12.67,,0.16,28.73,,--,--
KDDL,KDDL Ltd.,,,11.72,11.72,155.26,155.26,167.14,,34.54,4.16,0.12,2.18,41,,7.4,15.71,30.91,0.6,54.62,262.76,,,94.12,0.67,2.44,0,97.24,79.74,0,2.19,6.04,185.21,,0,30.69,23.71,8.59,1.75,12.81,77.56,262.76,,,76.9,,0,0,0,0,,3,,--,,--,9.05,,--,,--,79.74,,--,--
KECL,Kirloskar Electric Co Ltd.,,,66.41,66.41,69.44,69.44,135.85,,90.63,10.52,9,19.62,129.77,,103.23,120.63,115.98,25.58,365.42,631.04,,,321.44,0.06,0.2,1.47,323.17,70.59,0,0,33.18,426.94,,0,46.81,17.09,15.25,0,124.95,204.1,631.04,,,110.6,,29.12,0,0,0,,0.31,,--,,11.54,--,,6.68,,0.24,70.36,,--,--
KEEPLEARN,DSJ Keep Learning Ltd.,,,7.33,7.42,-5.04,-5.04,2.38,,1.91,0,0,0,1.91,,0,0.14,0,0,0.14,4.42,,,0,0,0,0,0,0.14,0,4.04,0,4.18,,0,0,0.25,0,0,0,0.24,4.42,,,1.09,,0,0,0,0,,0,,--,,--,--,,2.58,,--,0.05,,--,--
KEI,KEI Industries Ltd.,,,15.79,15.79,763.11,763.11,778.89,,119.34,44.18,0,8.63,172.14,,386.53,"1,020.30",392.96,13.5,"1,813.28","2,764.31",,,485.68,2.98,31.61,0,520.26,1.57,0,6.86,9.84,538.53,,0,689.64,"1,094.62",195.34,4.61,241.58,"2,225.79","2,764.31",,,"1,483.17",,0,0,0,0,,978.74,,--,,--,532.5,,--,,1.27,0.3,,--,--
KELLTONTEC,Kellton Tech Solutions Ltd.,,,48.19,48.19,62.11,62.11,112.18,,1.54,0,33.14,1.8,36.48,,19.99,15.07,23.85,0,58.91,207.57,,,9.13,11.45,0,0,20.57,73.65,0.46,0,35.65,130.33,,0,2.66,47.6,7.6,0,19.37,77.24,207.57,,,0,,0,0,0,0,,0,,--,,--,--,,24.1,,--,73.65,,--,--
KERNEX,Kernex Microsystems (India) Ltd.,,,12.5,12.5,49.07,49.07,61.57,,0.02,0.39,0,0,0.41,,13.38,5.44,2.37,0,21.19,83.17,,,42.65,0.01,0,0,42.66,1.18,0,0,8.24,52.08,,0,2.49,15.24,7.42,0,5.94,31.09,83.17,,,15.49,,0,0,0,0,,0.32,,--,,4.59,--,,5.52,,--,1.18,,--,--
KHADIM,Khadim India Ltd.,,,17.97,17.97,269.7,269.7,287.67,,0,3.91,0.39,1.54,5.84,,109.04,132.01,14.76,0.49,256.29,549.8,,,130.83,0.82,1.71,0,133.39,0,0,0,44.59,177.98,,0,155,134.12,8.58,0,74.14,371.82,549.8,,,2.76,,0,0,0,0,,75.91,,--,,--,1.64,,9.1,,--,--,,--,--
KHAITANLTD,Khaitan (India) Ltd.,,,4.75,4.75,30.35,30.35,35.1,,15.85,0,0.76,2.28,18.89,,5.47,30.79,13.77,0.17,50.19,104.18,,,52.26,0,0,0.25,52.52,9.41,3.26,0.94,0.97,67.09,,0,9.3,22.67,0.22,4.38,0.51,37.09,104.18,,,2.14,,0,0,0,0,,0,,--,,0.47,--,,0.17,,0.57,8.84,,--,--
KHANDSE,Khandwala Securities Ltd.,,,11.94,13.44,13.9,13.9,27.34,,4.89,0,0.02,0.19,5.09,,0,14.81,0.23,0,15.04,47.47,,,5.75,0.06,0,0,5.81,4,0.13,13.25,3.61,26.79,,0.15,0,8.91,11.34,0.21,0.06,20.68,47.47,,,0.05,,0,0,0,0,,0.02,,--,,--,--,,5.8,,--,0.4,,--,0.15
KICL,Kalyani Investment Company Ltd.,,,4.37,4.37,"3,644.42","3,644.42","3,648.79",,0,2.68,0.14,0,2.82,,0,0.15,0.96,0,1.11,"3,652.71",,,0.63,0,0,0,0.63,0,0,0,0.01,0.64,,"3,651.93",0,0,0.1,0,0.05,"3,652.08","3,652.71",,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
KILITCH,Kilitch Drugs (India) Ltd.,,,15.36,15.36,134.6,134.6,151.08,,0,0,0,0.41,0.41,,9.36,5.47,5.02,0.68,20.53,172.03,,,7.79,0.03,0,0,7.82,71.24,1.03,27.73,0,107.81,,28.42,4.72,23.15,4.07,0,3.86,64.21,172.03,,,5.57,,0,0,0,0,,6.89,,--,,--,79.74,,--,,--,47.7,,28.42,--
KINGFA,Kingfa Science & Technology Ltd.,,,12.11,12.11,312.38,312.38,324.49,,16.6,2.96,1.21,0,20.77,,0,194.94,11.02,0.18,206.13,551.4,,,84.9,0.09,78.6,0,163.59,0,0,0,15.54,179.13,,0,102.56,209.56,53.1,0,7.05,372.27,551.4,,,176.62,,0,0,0,0,,250.15,,--,,--,3.25,,--,,--,--,,--,--
KIOCL,KIOCL Ltd.,,,621.93,621.93,"1,372.03","1,372.03","1,993.96",,0,9.75,86.12,0,95.87,,0,107.64,125.32,0,232.96,"2,322.79",,,200.42,0.06,3.57,0,204.69,0,0,1.02,6.38,212.1,,42.31,308.87,63.78,"1,526.87",0.67,168.19,"2,110.69","2,322.79",,,689.49,,151.99,179.92,179.92,0,,5.97,,--,,"1,246.98",--,,--,,--,--,,--,42.31
KIRIINDUS,Kiri Industries Ltd.,,,31.34,37.84,599.4,599.4,637.24,,142.26,0.32,4.36,12.75,159.68,,0.57,160.16,104.98,1.62,267.33,"1,064.26",,,428.99,0.11,37.73,0,466.82,140.29,0,0,85.08,692.19,,0,108.26,208.5,10.57,18.12,26.61,372.07,"1,064.26",,,47.11,,0,0,0,0,,125.34,,--,,209.06,--,,5.18,,--,140.23,,--,--
KIRLOSENG,Kirloskar Oil Engines Ltd.,,,28.92,28.92,"1,746.20","1,746.20","1,775.12",,0,6.35,25.74,31.89,63.98,,13.07,381.98,139.16,64.17,598.38,"2,437.48",,,372.23,27.05,17.88,0,440.2,282.38,0,0.03,114,836.61,,711.21,242.17,355.19,186.11,0.13,106.06,"1,600.87","2,437.48",,,136.58,,0,0,0,0,,117.45,,--,,--,214.29,,--,,--,282.38,,--,711.21
KIRLOSIND,Kirloskar Industries Ltd.,,,9.71,9.71,"1,178.89","1,178.89","1,203.22",,11.13,1.31,3.53,3.09,19.06,,0,0,4.54,0,4.54,"1,226.82",,,22.28,0.04,0,19.81,42.13,175.26,0,0,52.82,270.21,,933.35,0,0.14,22.51,0,0.61,956.61,"1,226.82",,,19.05,,0,0,0,0,,0,,--,,--,--,,4.85,,--,--,,--,933.35
KITEX,Kitex Garments Ltd.,,,6.65,6.65,584.79,584.79,591.44,,0,13.39,6.7,7.78,27.86,,86.68,42.11,34.88,2.65,166.32,785.62,,,163.88,0.5,37.64,0,204.24,29.23,0,0,57.39,290.87,,0,128.88,165.32,98.64,0,101.92,494.75,785.62,,,48.84,,0,0,0,0,,71.79,,--,,--,466.72,,1.9,,0.07,29.16,,--,--
KKCL,Kewal Kiran Clothing Ltd.,,,12.33,12.33,418.17,418.17,430.49,,0,5.47,1.35,0.07,6.88,,93.46,44.73,37.64,32.51,208.34,645.71,,,76.94,1.94,2.24,1.43,82.55,144.91,0,0,6.23,233.69,,90.81,83.1,177.67,53.29,0,7.16,412.02,645.71,,,29.81,,0,5.51,5.51,0.1,,0.33,,--,,15.13,--,,3,,--,142.14,,--,90.81
KMSUGAR,KM Sugar Mills Ltd.,,,18.4,18.4,150.72,150.72,169.12,,35.89,0.36,6.12,4.97,47.33,,64.7,185.21,26.76,0.4,277.07,493.52,,,152.58,0.04,7.03,0,159.65,14.07,0,3.66,1.44,178.81,,0.94,265.98,27.5,9.81,0,10.48,314.71,493.52,,,10.79,,0,0,0,0,,1.26,,--,,15.53,--,,10.78,,--,14.07,,--,0.94
KOHINOOR,Kohinoor Foods Ltd.,,,37.07,37.07,-479.9,-321.05,-276.41,,15,0,0,1.6,16.6,,684.81,41.87,31.1,0.17,757.94,498.13,,,192.68,0,0,0,192.68,49.69,3.56,0,0.9,246.82,,0,10.24,211.95,1.02,0,28.09,251.31,498.13,,,216.15,,0,3.02,3.02,0.03,,0.02,,--,,26.27,--,,6.91,,--,49.69,,--,--
KOKUYOCMLN,Kokuyo Camlin Ltd.,,,10.03,10.03,238.85,238.85,248.88,,27.31,0.99,3.1,4.92,36.32,,140.67,88.92,38.1,1.81,269.51,554.71,,,163.68,1.18,0,0.03,164.89,6.38,0,2.1,26.41,199.79,,0,199.21,117.51,10.5,0.25,27.46,354.93,554.71,,,10.24,,0,0,0,0,,53.07,,--,,16.64,--,,3.63,,3.98,0.27,,--,--
KOTARISUG,Kothari Sugars and Chemicals Ltd.,,,82.89,82.89,69.17,69.17,152.06,,29.52,36.96,0.11,0,66.58,,79.72,81.22,12.35,2.25,175.54,394.19,,,165.36,0.25,1.1,1.16,167.87,0,3.59,0,0.94,172.4,,48.24,138.48,17.31,7.53,0,10.22,221.79,394.19,,,28.89,,0,0,0,0,,0.47,,--,,--,--,,--,,--,--,,--,0.05
KOTHARIPET,Kothari Petrochem Ltd.,,,59.19,59.19,26.3,26.3,85.48,,5.27,8.13,0,0,13.4,,16.98,23.9,9.08,1.05,51.01,149.89,,,82.37,0.43,0.84,16.6,100.24,0,0,0,3.42,103.66,,0,10.14,22.26,7.71,0.06,6.06,46.23,149.89,,,11.9,,0,0,0,0,,1.05,,--,,37.05,--,,--,,--,--,,--,--
KPITTECH,KPIT Technologies Ltd.,,,268.5,268.5,654.97,654.97,923.47,,37.09,0,0,19.98,57.08,,59.97,49.43,143.09,5.71,258.2,"1,238.75",,,238.05,59.47,0.1,0,298.03,372.67,0.18,14.69,3.06,688.62,,48.71,0.92,219.23,38.99,11.27,231.01,550.13,"1,238.75",,,30.3,,0,0,0,0,,3.55,,--,,--,209.13,,--,,--,372.67,,--,--
KRBL,KRBL Ltd.,,,23.54,23.54,"2,693.91","2,693.91","2,717.45",,33.24,146.73,0,5.65,185.62,,"1,381.51",224.17,115.02,2.87,"1,723.57","4,626.64",,,928.56,1.01,0.59,0,930.16,4.27,0,3.16,117.05,"1,054.64",,7.65,"3,128.85",397.29,4.57,0.35,33.29,"3,572.00","4,626.64",,,"1,363.54",,0,0,0,0,,84.12,,--,,--,"1,493.42",,--,,--,4.27,,7.65,--
KRIDHANINF,Kridhan Infra Ltd.,,,18.96,18.96,121.56,121.56,140.52,,0.03,0.65,0.21,0.1,0.98,,17.64,9.02,33.91,0.04,60.62,207.18,,,22.41,0,0,0,22.41,99.34,0,0,0.64,122.39,,0.05,3.41,33.51,1.59,42.78,3.45,84.79,207.18,,,195.55,,0,0,0,0,,6.42,,--,,--,0.26,,--,,--,--,,--,0.05
KRISHANA,Krishana Phoschem Ltd.,,,24.9,24.9,84.78,84.78,109.68,,15.54,2.45,0.17,0,18.16,,11.36,17.8,13.34,0,42.5,170.34,,,105.7,0,0.61,0,106.31,0,0,0,0.66,106.96,,0,33.02,21.29,0.04,0.02,9.02,63.38,170.34,,,0,,0,0,0,0,,0,,--,,--,--,,6,,--,--,,--,--
KSCL,Kaveri Seed Company Ltd.,,,12.63,12.63,"1,000.33","1,000.33","1,012.96",,1.87,20.15,7.02,2.89,31.94,,0,235.08,254.25,3.17,492.5,"1,537.40",,,231.12,2.42,32.92,0,266.46,66.59,0,30,8.7,371.74,,472.83,604.73,64.85,6.77,0,16.49,"1,165.66","1,537.40",,,6.4,,0,0,0,0,,6.84,,--,,--,19.34,,2.15,,1.02,65.56,,--,472.83
KSL,Kalyani Steels Ltd.,,,21.86,21.86,868.7,868.7,890.57,,0,47.22,0,3.91,51.14,,0,330.45,103.01,2.18,435.64,"1,377.34",,,420.31,2.16,5.09,0,427.56,162.44,0,6.89,4.83,601.73,,203.57,154.43,355.86,38.42,0.05,23.28,775.62,"1,377.34",,,125.1,,0,0,0,0,,402.38,,--,,--,60.27,,1.92,,--,162.44,,--,--
KTKBANK,Karnataka Bank Ltd.,,,282.62,282.62,412.12,"5,090.44","5,502.57","5,785.18","68,452.12","3,325.51","1,482.94","79,045.76",,"3,411.66",198.09,"16,184.99","54,828.20",775,"3,647.82","79,045.76",,836,"8,275.00",13.17,,11.17,2,,"2,456.38",4,"1,616.71",2.95,3,,"2,229.88","6,522.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAOPALA,La Opala RG Ltd.,,,22.2,22.2,506.94,506.94,529.14,,0,33.24,1.52,0,34.76,,0.89,12.89,21.47,2.06,37.31,601.21,,,121.38,0.05,1.91,0,123.71,122.1,0,3.79,14.5,264.1,,233.69,48.36,48.24,3.78,0,3.04,337.11,601.21,,,26.58,,9.19,0,0,0.68,,1.07,,--,,39.38,0.03,,17.75,,122.1,--,,--,233.69
LASA,Lasa Supergenerics Ltd.,,,22.86,22.86,82.43,82.43,105.3,,45.72,0,0,0.36,46.08,,23,59.67,21.95,2.49,107.12,258.5,,,155.66,6.03,6.96,0,168.9,0,3.02,0.74,0,172.66,,0,31.6,28.88,2.69,0.05,22.62,85.84,258.5,,,0,,0,0,0,0,,5.06,,--,,--,19.47,,--,,--,--,,--,--
LAURUSLABS,Laurus Labs Ltd.,,,106.44,106.44,"1,484.46","1,484.46","1,590.90",,258.66,0,60.12,29.22,348,,657.68,477.4,237.9,6.45,"1,379.44","3,318.33",,,"1,586.87",12.12,107.15,0,"1,706.14",58.32,48.91,0,71.17,"1,884.52",,0,665.91,686.64,0.57,0.42,80.28,"1,433.81","3,318.33",,,199.62,,0,0,0,0,,"1,156.10",,--,,--,786,,73.97,,--,58.32,,--,--
LAXMIMACH,Lakshmi Machine Works Ltd.,,,10.68,10.68,"1,679.68","1,679.68","1,690.36",,0,0,50.48,0,50.48,,0,381.29,288.4,16.04,685.73,"2,426.58",,,635.72,11.81,12.19,0,659.71,138.46,4.55,0,404.71,"1,207.43",,51,307.92,203.66,523.44,0,133.12,"1,219.15","2,426.58",,,117.81,,0,0,0,0,,314.65,,--,,--,769.86,,9.65,,73.32,65.14,,51,--
LCCINFOTEC,LCC Infotech Ltd.,,,25.32,25.32,33.73,33.73,59.05,,0.61,0,0,0,0.61,,0.81,0.83,0.91,0,2.56,62.22,,,2.09,0,0,0,2.09,19.87,0,18.86,0,40.81,,0,0.11,19.94,0.39,0.98,0,21.41,62.22,,,0,,0,0,0,0,,0,,--,,--,--,,--,,0.55,19.17,,--,--
LGBFORGE,LGB Forge Ltd.,,,23.82,23.82,8.03,8.03,31.85,,3.78,0,0,1.14,4.91,,4.78,33.49,6.55,0.19,45.01,81.77,,,23.74,1.21,0.07,0,25.02,0,0,1.07,0.61,26.71,,0,25.16,25.5,0.2,0.14,4.06,55.06,81.77,,,9.37,,0,0,0,0,,0.03,,--,,14.81,--,,--,,--,--,,--,--
LIBAS,Libas Consumer Products Ltd.,,,11.25,11.25,15.11,15.11,26.36,,0,0.03,1.72,0,1.75,,16,2.68,0.31,2.49,21.48,49.6,,,2.21,0,0,0,2.21,0.91,0,0.84,2.55,6.5,,0,22.92,17.09,1.78,1.31,0,43.09,49.6,,,0.19,,0,0,0,0,,0,,--,,--,--,,3.75,,--,0.91,,--,--
LIBERTSHOE,Liberty Shoes Ltd.,,,17.04,17.04,158.1,158.1,175.14,,4,0,20.74,0.76,25.49,,102.85,95.77,18.59,1.74,218.95,419.58,,,87.46,0.78,0.32,0,88.56,1.22,0,12.66,0,102.44,,0,174.36,103.96,7.94,30.88,0,317.14,419.58,,,30.05,,20.14,0,0,1.33,,0.75,,--,,32.56,--,,8.52,,--,1.22,,--,--
LICHSGFIN,LIC Housing Finance Ltd.,,,100.99,100.99,"16,158.28","16,158.28","16,259.27",,"144,283.10",0,148.65,113.39,"144,545.14",,"26,383.91",79.94,"13,315.21",0,"39,779.06","200,583.47",,,132.97,2.88,0,0,135.85,0,553.37,0,252.07,941.29,,"3,595.06",0,0,"3,013.51","192,992.74",40.87,"199,642.18","200,583.47",,,79.62,,0,0,0,0,,2.43,,--,,--,25.11,,--,,--,--,,--,"3,595.06"
LINC,Linc Ltd.,,,14.79,14.79,105.69,105.69,120.48,,19.67,7.19,0,1.28,28.14,,38.13,25.96,19.53,0.08,83.69,232.4,,,74.7,0.2,0.51,0,75.41,0,0,0.97,15.6,91.97,,0,70.43,42.34,0.24,0,27.42,140.43,232.4,,,8.84,,0,0,0,0,,62.87,,--,,--,86.81,,--,,--,--,,--,--
LINCOLN,Lincoln Pharmaceuticals Ltd.,,,20,20,242.6,242.6,262.6,,1.69,3.09,3.67,0,8.45,,30.09,35.71,9.93,0,75.73,346.79,,,88.03,0.42,1.94,0,90.39,27.74,0,31.38,2.76,152.27,,18.07,29.47,113,7.43,1.75,24.8,194.52,346.79,,,0.18,,0,0,0,0,,5.05,,--,,--,197.43,,--,,--,21.98,,--,--
LOKESHMACH,Lokesh Machines Ltd.,,,17.9,17.9,126.24,126.24,144.14,,6.6,9.18,0.23,3.07,19.08,,64.15,37.29,21.85,1.59,124.88,288.09,,,101.44,0.31,24.78,0,126.53,1.5,0,6.92,9.5,144.45,,0,95.71,33.8,3.98,8.29,1.86,143.64,288.09,,,12.2,,8.58,0,0,0,,7.73,,--,,--,6.31,,--,,--,1.5,,--,--
LOTUSEYE,Lotus Eye Care Hospital Ltd.,,,20.8,20.8,29.32,29.32,50.12,,0,0,0,0.55,0.55,,0.09,3.05,0.77,2.07,5.98,56.65,,,43.95,0.2,0.29,0,44.43,0,1,0,4.63,50.06,,0,2.16,0.76,2.59,0,1.08,6.59,56.65,,,0.29,,0,0,0,0,,0,,--,,--,--,,3.45,,--,--,,--,--
LOVABLE,Lovable Lingerie Ltd.,,,14.8,14.8,150.67,150.67,165.47,,0,8.7,0,1.61,10.31,,0,23.62,2.29,0.67,26.57,202.34,,,19.35,5.37,0,0,24.72,60.78,0,3.49,4.31,93.31,,0,54.41,44.29,1.9,3.55,4.89,109.03,202.34,,,1.13,,0.38,0,0,0,,0.28,,--,,--,--,,9.75,,--,11,,--,--
LTTS,L&T Technology Services Ltd.,,,20.8,20.8,"2,380.70","2,380.70","2,435.90",,0,0,6,0,6,,42.6,170.2,440.5,130.1,783.4,"3,225.30",,,140.1,425.3,0,0,565.4,184.6,10.1,0,193.8,953.9,,567.8,0,"1,017.30",191.6,9,485.7,"2,271.40","3,225.30",,,137.5,,0,0,0,0,,"2,149.10",,--,,--,"4,026.00",,--,,--,184.6,,567.8,--
LUMAXIND,Lumax Industries Ltd.,,,9.35,9.35,362.9,362.9,372.24,,0.94,4.34,0,25.25,30.53,,136.96,380.09,181.94,12.34,711.34,"1,114.11",,,544.12,4.61,49,0.72,599.24,5.15,0,5.38,39.43,649.2,,0.14,204.15,221.01,2.24,0.99,36.37,464.91,"1,114.11",,,97.75,,0,0,0,0,,429.89,,--,,--,34.54,,3.95,,--,5.15,,0.14,--
LUXIND,Lux Industries Ltd.,,,5.3,5.3,408.62,408.62,413.92,,5.33,7.58,0,2.88,15.79,,172.4,162.68,38.06,0.58,373.71,803.43,,,131.8,0.44,0.41,0,132.65,4.63,0,0,3.31,140.59,,0,250.97,368.29,1.99,3.93,37.65,662.84,803.43,,,16.18,,0,0,0,0,,0.12,,--,,132.54,--,,--,,--,4.63,,--,--
LYPSAGEMS,Lypsa Gems and Jewellery Ltd.,,,29.48,29.48,1.69,1.69,31.17,,0,0.31,0,0,0.31,,23.77,94.79,1.52,0.06,120.14,151.62,,,4.68,0,0,0,4.68,0.01,0,0.46,0,5.16,,0.31,1,144.62,0.52,0,0.02,146.46,151.62,,,0,,0,0,0,0,,0,,--,,--,--,,22.46,,--,0.01,,--,0.31
MAANALU,Maan Aluminium Ltd.,,,6.76,6.76,36.66,36.66,43.42,,3,2.87,0.32,0.27,6.46,,49.58,19.22,6.42,0.58,75.79,125.67,,,27.13,0,0,0,27.31,0,0,0.37,0.35,28.03,,0,10.62,82.17,1.81,0,3.04,97.64,125.67,,,12.97,,16.92,0,0,0.96,,0.25,,--,,55.13,--,,3.38,,--,--,,--,--
MADHAV,Madhav Marbles and Granites Ltd.,,,8.95,8.95,119.61,119.61,128.56,,5.08,4.5,0.76,0.29,10.63,,12.74,8.09,2.18,0.03,23.04,162.22,,,41.34,0.03,0.3,0,41.67,2.55,0,18.46,29.94,92.61,,0,27.19,26.78,1.71,0.04,13.89,69.61,162.22,,,16.01,,0.14,0.87,0.87,0,,0.61,,0,,64.91,--,,--,,--,2.55,,--,--
MADHUCON,Madhucon Projects Ltd.,,,7.4,7.4,807.22,807.22,814.62,,27.91,0,243.4,1.74,273.05,,656.73,488.96,685.55,47.63,"1,878.87","2,966.55",,,49.09,0,0,0,49.09,"1,715.65",47.64,51.33,319.69,"2,183.42",,0,42.82,257.81,13.06,71.96,397.49,783.13,"2,966.55",,,802.18,,0,0,0,0,,0,,--,,--,--,,--,,0.11,"1,715.64",,--,--
MADRASFERT,Madras Fertilizers Ltd.,,,162.14,162.14,-737.41,-737.41,-575.27,,78.62,0,2.55,38.61,119.78,,"1,572.97",276.97,165.08,8.76,"2,023.78","1,568.29",,,146.4,0,30.59,1.22,178.21,197.91,0,0.01,17.27,393.4,,0,280.86,27.21,36.82,0.91,829.09,"1,174.89","1,568.29",,,263.37,,115.15,0,0,0,,0.03,,--,,--,--,,--,,--,197.91,,--,--
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,,10.07,10.07,446.39,446.39,456.46,,83.64,15.46,3.55,2.7,105.35,,413.3,347.97,61.63,5.28,828.19,"1,390.00",,,660.19,0.11,2.28,0,662.58,0.01,0,0.04,1.27,663.9,,0,651.79,22.36,0.55,0.39,51.01,726.1,"1,390.00",,,49.77,,0,0,0,0,,0,,--,,--,--,,--,,--,0.01,,--,--
