Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
KOTARISUG,Kothari Sugars and Chemicals Ltd.,,,82.89,82.89,103.36,103.36,186.25,,7.45,29.22,0,0,36.67,,21.13,81.41,12.24,2.48,117.27,340.19,,,160.97,0.15,0.04,1.1,162.26,0,0,0,1.31,163.56,,58.31,85.47,21.09,0.41,0,11.34,176.62,340.19,,,23.89,,0,0,0,0,,0.02,,--,,--,--,,--,,--,--,,--,0.05
KOTHARIPET,Kothari Petrochem Ltd.,,,59.19,59.19,63.94,63.94,123.13,,1.21,9.33,1.64,0,12.17,,0,28.75,4.6,2.03,35.38,170.67,,,78.91,1.15,2.53,16.08,98.67,0,0,0,2.64,101.31,,15.3,17.65,18.81,14.79,0.12,2.69,69.36,170.67,,,12.28,,0,0,0,0,,0.82,,--,,69.84,--,,--,,--,--,,--,15.3
KPITTECH,KPIT Technologies Ltd.,,,269.04,269.04,779.22,779.22,"1,048.27",,2.4,0.0,59.03,9.56,71.00,,0.0,48.50,135.53,16.47,200.49,"1,319.76",,,253.32,25.97,11.75,0.0,291.33,277.17,45.31,4.01,16.87,634.69,,126.16,0.00,163.71,308.67,6.12,80.41,685.07,"1,319.76",,,39.01,,0.0,0.0,0.0,0.0,,16.76,,--,,--,699.35,,--,,--,277.17,,--,--
KRBL,KRBL Ltd.,,,23.54,23.54,"3,661.62","3,661.62","3,685.16",,5.97,138.09,53.24,8.74,206.04,,288.37,219.36,216.09,4.19,728.01,"4,619.21",,,933.31,1.43,8.91,0.0,943.81,4.27,0.0,10.51,255.94,"1,214.53",,18.89,"2,964.21",201.29,161.06,11.37,47.86,"3,404.68","4,619.21",,,318.91,,0.0,0.0,0.0,0.0,,101.06,,--,,--,"1,195.82",,--,,--,4.27,,18.89,--
KRIDHANINF,Kridhan Infra Ltd.,,,18.96,18.96,106.71,106.71,125.67,,0.01,0.76,0.47,0.02,1.25,,19.2,5.84,28.77,1.08,54.89,181.81,,,25.19,0,0,0,25.19,109.07,0,0,0.53,134.8,,0.06,0.66,27.99,0.4,16.09,1.81,47.01,181.81,,,195.55,,0,0,0,0,,0.07,,--,,--,--,,--,,--,98.42,,--,--
KRISHANA,Krishana Phoschem Ltd.,,,26.1,26.1,119.54,119.54,147.1,,6.08,6.99,0.78,0.17,14.02,,9.04,11.47,13.86,0.01,34.38,195.49,,,93.98,0,7.09,0,101.06,0,0,0,10.99,112.05,,0,40.79,27.87,0.02,11.38,3.39,83.45,195.49,,,0.08,,0,0,0,0,,0,,--,,--,--,,6,,--,--,,--,--
KSCL,Kaveri Seed Company Ltd.,,,12.07,12.07,"1,250.01","1,250.01","1,262.07",,1.08,15.72,8.96,9.74,35.5,,0,356.61,307.03,1.03,664.67,"1,962.24",,,240.25,0.88,25.59,0,266.72,68.14,0,28.61,27.23,390.71,,558.71,878.36,73.79,7.04,0,53.64,"1,571.53","1,962.24",,,24.11,,0,0,0,0,,3.15,,--,,--,15.21,,2.15,,0.88,192.74,,--,370.26
KSL,Kalyani Steels Ltd.,,,21.86,21.86,"1,132.35","1,132.35","1,154.22",,18.38,27.04,7.39,4.21,57.02,,150,235.49,52.01,1.63,439.13,"1,650.36",,,381.64,0.8,10.67,0,393.11,144.21,0,79.38,5.38,622.09,,0,118.95,249.1,625.96,0,34.27,"1,028.27","1,650.36",,,160.3,,0,0,0,0,,176.82,,--,,--,35.51,,1.92,,--,144.21,,--,--
KTKBANK,Karnataka Bank Ltd.,,,310.88,310.88,465.34,"5,866.14","6,331.48","6,642.36","75,654.86","1,764.88","1,519.24","85,581.34",,"4,866.15",449.42,"21,635.19","51,693.70",837.85,"6,099.04","85,581.34",,859,"8,421.00",14.85,,12.34,2.51,,"2,588.41",5,"1,642.09",3.18,3.0,,"2,378.63","8,387.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAOPALA,La Opala RG Ltd.,,,22.2,22.2,643.56,643.56,665.76,,0,27.13,2.3,1.28,30.7,,1.05,13.01,29.9,1.31,45.27,741.74,,,114.35,0.06,79.59,0,194.97,161.4,0,3.88,6.49,366.74,,299.77,29.74,37.8,4.35,0,3.34,375,741.74,,,36.22,,5.11,0,0,37.82,,0.25,,--,,29.07,0.07,,17.75,,161.4,--,,--,299.77
LASA,Lasa Supergenerics Ltd.,,,40.67,40.67,118.24,118.24,158.92,,0,7.82,0,0.59,8.41,,0,12.72,23.45,4.36,40.54,207.86,,,137.51,5.45,0,0,142.95,0,0,0.59,0,143.54,,0,17.26,14.77,4.4,0.05,27.85,64.32,207.86,,,0,,0,0,0,0,,1.89,,--,,--,34.46,,--,,--,--,,--,--
LAURUSLABS,Laurus Labs Ltd.,,,107.32,107.32,"2,604.92","2,604.92","2,712.24",,382.64,26.87,91.71,60.1,561.32,,876.9,"1,158.54",303.92,12.27,"2,351.63","5,625.19",,,"1,809.16",8.88,324.17,0,"2,142.21",318.89,0,0,122.64,"2,583.74",,0,"1,533.52","1,279.82",38.78,44.85,144.48,"3,041.45","5,625.19",,,629.35,,0,0,0,0,,"1,656.00",,--,,--,"3,325.00",,73.97,,--,3.41,,--,--
LAXMIMACH,Lakshmi Machine Works Ltd.,,,10.68,10.68,"1,769.58","1,769.58","1,780.26",,0,24.19,134.8,0,158.99,,0,433.58,357.03,12.39,802.99,"2,742.24",,,644.84,13.82,10.52,0,669.18,200.18,0,0,268.43,"1,137.79",,150.72,324.28,184.94,762.63,0,181.87,"1,604.45","2,742.24",,,86.59,,0,0,0,0,,137.77,,--,,--,309.78,,9.65,,122.04,13.01,,--,150.72
LCCINFOTEC,LCC Infotech Ltd.,,,25.32,25.32,32.21,32.21,57.53,,0.44,0,0,0,0.44,,0,1.91,2.26,0,4.17,62.14,,,1.91,0,0,0,1.91,19.33,0,18.93,0,40.17,,0,0,20.34,0.4,1.13,0.11,21.98,62.14,,,0,,0,0,0,0,,0,,--,,--,--,,--,,0.81,18.63,,--,--
LGBFORGE,LGB Forge Ltd.,,,23.82,23.82,11.91,11.91,35.73,,0.51,0,2.35,0.42,3.28,,9.33,26.51,5.37,0.15,41.35,80.37,,,23.17,1.01,0.5,0,24.68,0,0,0,1.58,26.26,,0,18.86,34,0.18,0.08,0.98,54.1,80.37,,,8.78,,0,0,0,0,,0.1,,--,,16.51,--,,--,,--,--,,--,--
LIBAS,Libas Consumer Products Ltd.,,,12.25,12.25,17.9,17.9,30.15,,2.27,0.07,2.16,0.18,4.68,,15.64,5.96,1.01,0.8,23.4,58.23,,,3.47,0,0,0,3.47,0.62,0,0,7.87,11.96,,0,21,19.76,5.51,0,0,46.28,58.23,,,7.41,,0,0,0,0,,0,,--,,--,--,,3.75,,--,0.62,,--,--
LIBERTSHOE,Liberty Shoes Ltd.,,,17.04,17.04,169.34,169.34,186.38,,13.79,0,92.79,1.02,107.6,,82.16,125.26,14.52,1.48,223.42,517.4,,,79.44,74.05,0.12,0,153.6,1.22,0,9.57,0,164.4,,0,203.51,108.59,8.14,32.76,0,353,517.4,,,23.54,,14.88,0,0,3.31,,0.67,,--,,24.86,--,,8.52,,--,1.22,,--,--
LICHSGFIN,LIC Housing Finance Ltd.,,,100.99,100.99,"20,420.32","20,420.32","20,521.31",,"145,728.75",0,292.83,142.48,"146,164.06",,"62,132.74",96.12,"6,719.09",0,"68,947.95","235,633.32",,,241.1,2.29,0,0,247.02,0,912.93,0,139.02,"1,298.97",,"4,635.61",0,0,"1,346.72","228,114.27",237.75,"234,334.35","235,633.32",,,25.34,,0,0,0,0,,1.98,,--,,--,--,,--,,--,--,,--,"2,233.19"
LINC,Linc Ltd.,,,14.87,14.87,119.83,119.83,134.71,,0,3.92,0.4,2.41,6.73,,8.12,38.48,12.32,0.1,59.02,200.46,,,67.76,0.08,3.22,0,71.06,0,0,1.24,14.64,86.93,,0,62.61,35.89,0.27,0,14.75,113.53,200.46,,,31.03,,0,0,0,0,,38.9,,--,,--,47.88,,--,,--,--,,--,--
LINCOLN,Lincoln Pharmaceuticals Ltd.,,,20,20,344.95,344.95,364.95,,0.14,3.26,4.29,0,7.69,,0,50.08,15.8,0.16,66.04,438.69,,,89.5,0.4,1.34,0,91.24,25.74,0,25.09,20.89,162.97,,80.66,40.27,102.23,12.53,18.36,21.67,275.72,438.69,,,7.28,,0,0,0,0,,5.43,,--,,--,257.37,,--,,--,19.98,,--,--
LOKESHMACH,Lokesh Machines Ltd.,,,17.9,17.9,125.24,125.24,143.14,,23.33,6.21,0,3.75,33.29,,57.17,27.41,25.68,0,110.26,286.69,,,116.01,0.22,4.5,0,120.73,1.5,0,0,8.87,131.1,,0,99.25,40.03,6.31,0,10,155.59,286.69,,,17.56,,0,0,0,0,,9.83,,--,,--,3.37,,--,,--,1.5,,--,--
LOTUSEYE,Lotus Eye Care Hospital Ltd.,,,20.8,20.8,31.9,31.9,52.7,,0,0,0.31,0.4,0.71,,0,2.83,2.99,0,5.82,59.23,,,40.37,0.16,0,0,40.54,0,0.77,0,4.31,45.63,,0,1.78,0.74,9.91,0,1.17,13.6,59.23,,,0.9,,0,0,0,0,,0,,--,,--,--,,3.45,,--,--,,--,--
LOVABLE,Lovable Lingerie Ltd.,,,14.8,14.8,152.99,152.99,167.79,,0,9.02,0,1.43,10.45,,0,9.37,2.18,0.48,12.03,190.26,,,19.95,3.71,0,0,23.66,79.74,0,5.18,14.26,122.85,,0,37.55,19.82,1.15,4,4.92,67.42,190.26,,,0.47,,0.03,0,0,0,,0,,--,,--,--,,9.75,,--,10,,--,--
LTTS,L&T Technology Services Ltd.,,,21,21,"3,289.50","3,289.50","3,340.10",,0,53,416.3,0,469.3,,0,220.2,635.5,155,"1,010.70","4,820.10",,,611.8,407.8,11.9,0,"1,031.50",207.6,0,0,267.1,"1,506.20",,"1,493.00",0,"1,175.10",200.2,0,445.6,"3,313.90","4,820.10",,,141.5,,0,0,0,0,,"2,600.90",,--,,--,"5,003.90",,--,,--,207.6,,"1,493.00",--
LUMAXIND,Lumax Industries Ltd.,,,9.35,9.35,387.79,387.79,397.14,,0.02,9.34,36.18,31.97,77.5,,300.83,374.44,116.92,8.73,800.92,"1,275.57",,,611.91,14.51,47.02,0.72,674.16,5.15,0,7.18,78.46,764.95,,0.21,222.34,216.31,3.15,0.88,67.73,510.62,"1,275.57",,,134.7,,0,0,0,0,,293.45,,--,,--,33.42,,3.95,,--,5.15,,0.21,--
LUXIND,Lux Industries Ltd.,,,5.3,5.3,"1,004.43","1,004.43","1,009.73",,12.01,4.2,8.48,6.58,31.27,,87.06,275.4,60.37,1.04,423.87,"1,465.83",,,194.37,0.09,9.23,0,203.69,0.19,0,0,7.56,211.44,,75.3,463.64,453.77,185.73,0,75.95,"1,254.39","1,465.83",,,45.74,,0,0,0,9.86,,1.62,,--,,130.85,--,,--,,--,0.19,,55.06,21.09
LYPSAGEMS,Lypsa Gems and Jewellery Ltd.,,,29.48,29.48,2.26,2.26,31.74,,0,0.32,0,0,0.32,,20.6,47.26,0,1.22,69.09,101.15,,,3.69,0,0,0,3.69,0.01,0,0.15,0,3.86,,0.07,2.73,94.04,0.44,0,0,97.29,101.15,,,0,,0,0,0,0,,0,,--,,--,--,,22.46,,--,0.01,,--,0.07
MAANALU,Maan Aluminium Ltd.,,,6.76,6.76,57.3,57.3,64.06,,3.14,2.42,0.61,0.42,6.6,,69.02,13.68,5.91,0.96,89.58,160.23,,,37.22,0,0.4,0,37.62,0.01,0,0,1.34,38.97,,0,32.68,62.44,10.85,0,15.29,121.26,160.23,,,14.5,,20.14,0,0,0.06,,0.08,,--,,99.95,--,,3.38,,--,0.01,,--,--
MADHAV,Madhav Marbles and Granites Ltd.,,,8.95,8.95,125.99,125.99,134.94,,3.37,3.14,0.06,0.01,6.58,,4.19,5.43,4.31,0,13.93,155.45,,,32.47,0,0.51,0,32.99,1.31,0,15.07,21.27,70.64,,0,24.11,19.59,10.27,15.04,15.8,84.81,155.45,,,44.37,,0,0.5,0.5,0.28,,0.22,,--,,59.69,--,,--,,--,1.31,,--,--
MADHUCON,Madhucon Projects Ltd.,,,7.4,7.4,555.89,555.89,563.29,,0.14,0,158.25,1.05,159.43,,686.63,627.97,573.05,10.07,"1,897.72","2,620.44",,,43.28,0,0,0,43.28,"1,488.38",44.39,266.46,578.37,"2,420.88",,0,13.17,1.66,16.01,1.3,167.42,199.55,"2,620.44",,,264.48,,0,0,0,0,,0,,--,,--,--,,--,,0.06,"1,488.37",,--,--
MADRASFERT,Madras Fertilizers Ltd.,,,162.14,162.14,-857.37,-857.37,-695.23,,26.91,0,41.27,0,68.18,,"1,351.07",291.45,195.53,0,"1,838.05","1,211.00",,,189.22,0,17.78,1.24,208.24,202.75,0,10.49,14.29,435.77,,0,246.67,293.31,79.79,0.67,154.79,775.23,"1,211.00",,,451.4,,148.12,0,0,0,,0,,--,,--,--,,--,,--,202.75,,--,--
MAGADSUGAR,Magadh Sugar & Energy Ltd.,,,14.09,14.09,543.55,543.55,557.64,,84.08,28.84,1.25,2.62,116.79,,509.5,165.21,74.73,5.87,755.31,"1,429.74",,,690.57,0.16,14.6,0,705.32,0.01,0,0.69,9.59,715.6,,0,658.61,12.06,0.59,0.46,42.41,714.14,"1,429.74",,,113.59,,0,0,0,0,,0,,--,,--,--,,4.03,,--,0.01,,--,--
MAGNUM,Magnum Ventures Ltd.,,,37.6,37.6,-94.33,-94.33,-56.73,,239.22,19.14,6.45,5.14,269.94,,55.26,32.67,11.47,2.48,101.89,315.1,,,198.98,0.07,0,0,199.05,0,0,0,8.96,208.01,,0,24.72,60.77,8.79,8.77,4.04,107.09,315.1,,,0,,40.83,0,0,0,,0,,--,,--,--,,0.78,,--,--,,--,--
MAHABANK,Bank of Maharashtra,,,"6,560.16","6,560.16","1,172.62","4,400.40","5,573.02","12,133.18","174,005.62","4,238.75","6,287.46","196,665.01",,"12,882.48",59.25,"68,111.64","102,405.17","1,674.00","11,532.47","196,665.01",,"1,915.00","13,128.00",14.49,,10.97,3.52,,"7,779.68",7,"2,544.32",2.48,2.0,,"4,988.84","31,127.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHASTEEL,Mahamaya Steel Industries Ltd.,,,14.77,39.47,70.74,70.74,110.22,,7.15,7.8,0,0.69,15.64,,45.58,15.45,6.04,5.38,72.44,220.72,,,60.63,0,0,0,60.63,27.51,0,6.27,11.1,105.5,,0,71.98,20.03,4.36,0,18.85,115.22,220.72,,,14.57,,0,0,0,0,,0.07,,--,,--,--,,--,,--,27.51,,--,--
MAHESHWARI,Maheshwari Logistics Ltd.,,,29.6,29.6,109.17,109.17,138.76,,79.98,6.51,3.49,0,89.98,,40.77,68.83,24.99,4.42,139.01,367.75,,,108.62,0.33,4.78,0,113.73,2.05,0,0,2.35,118.13,,0,79.99,118.78,26.89,22.44,1.53,249.62,367.75,,,11.83,,0,0,0,0,,72.01,,--,,--,--,,23.72,,--,--,,--,--
MAHSCOOTER,Maharashtra Scooters Ltd.,,,11.43,11.43,"16,232.14","16,232.14","16,243.57",,0,"1,024.28",0.42,0.45,"1,025.15",,0,2.18,8.18,0.82,11.18,"17,279.90",,,14.28,0,0,0,14.28,"17,161.13",0,0.11,0.3,"17,175.82",,28.03,3.6,6.83,56.25,0,9.36,104.08,"17,279.90",,,4.86,,0,0,0,0,,0.27,,--,,--,--,,10.43,,"8,030.88",--,,--,24.83
MAITHANALL,Maithan Alloys Ltd.,,,29.11,29.11,"1,501.88","1,501.88","1,530.99",,0,31.51,4.37,2.8,38.68,,45.14,183.31,105.64,1.48,335.57,"1,905.24",,,192.75,0.46,0,0,193.21,27.31,0,0,40.18,260.7,,787.82,348.51,436.28,24.77,1.07,46.09,"1,644.54","1,905.24",,,3.69,,0,0,0,0,,513.13,,--,,902.52,--,,19.41,,5.07,22.24,,787.82,--
MALUPAPER,Malu Paper Mills Ltd.,,,17.06,17.06,7.01,7.01,24.07,,6.65,0,0,0.93,7.58,,85.6,32.02,1.48,0,119.11,150.76,,,75.65,0,0.5,0,76.16,0.11,5.7,0,0.55,82.52,,0,28.16,32.43,1.49,0,6.16,68.24,150.76,,,8.24,,19.02,0,0,0.63,,0,,--,,48.72,--,,--,,--,0.11,,--,--
MANAKALUCO,Manaksia Aluminium Company Ltd.,,,6.55,6.55,102.16,102.16,108.72,,20.68,9.14,0,6.11,35.93,,83.01,68.62,25.86,0.25,177.75,322.39,,,93.1,0,7.9,0,101.01,0,0,0.37,1.31,102.68,,0,117.6,41.24,13.62,3.6,43.64,219.7,322.39,,,0,,0,0,0,0,,181.1,,--,,--,201.01,,--,,--,0,,--,--
MANAKCOAT,Manaksia Coated Metals & Industries Ltd.,,,6.55,6.55,94.49,94.49,101.04,,71.68,13.77,37.51,0.83,123.79,,61.09,114.49,31.56,0.08,207.22,432.06,,,131.88,0,51.12,0,183,9.82,0,0.35,0.49,193.66,,0,151.79,45.87,14.86,5,20.87,238.4,432.06,,,1.03,,0,0,0,0,,15.4,,--,,--,134.77,,--,,--,9.82,,--,--
MANAKSTEEL,Manaksia Steels Ltd.,,,6.55,6.55,212.1,212.1,218.66,,0.35,2.71,0.95,0.9,4.9,,62.56,9.62,8.58,0.66,81.42,304.97,,,42.73,0,0.32,0,43.04,45.58,0,0.17,100.69,189.48,,3.85,79.79,16.73,6.76,0,8.37,115.49,304.97,,,5.42,,0,0,0,0,,143.15,,--,,--,94.17,,--,,--,--,,--,--
MANAPPURAM,Manappuram Finance Ltd.,,,169.27,169.27,"6,718.81","6,718.81","6,901.72",,"9,941.67",0,59.95,54.24,"10,055.86",,"7,698.65",95.04,902.71,0,"8,696.40","25,653.98",,,839.17,21.93,5.7,0,866.8,0,96.08,0,69.9,"1,032.77",,"1,200.17",0,0,"2,065.67","21,059.36",296.01,"24,621.21","25,653.98",,,324.09,,0,0,0,0,,0,,--,,--,--,,122.91,,--,--,,--,"1,200.17"
MANGALAM,Mangalam Drugs & Organics Ltd.,,,15.83,15.83,115.13,115.13,130.96,,6.88,14.18,3.19,0,24.25,,51.18,42.68,13.38,0.4,107.64,262.85,,,109.52,8.47,6.35,0,124.35,0.22,0,0,6.3,130.87,,0,58.59,53.59,0.59,0.01,19.2,131.98,262.85,,,9.61,,150.6,0,0,0,,0.07,,--,,--,142.13,,5.57,,--,0.11,,--,--
MANGCHEFER,Mangalore Chemicals and Fertilisers Ltd.,,,118.55,118.55,488.71,488.71,607.26,,148.16,27.88,1.01,12.13,189.18,,658.72,328.88,204.07,8.82,"1,200.49","1,996.93",,,597.51,1.49,78.26,0,677.27,0,0,5.57,82.2,765.03,,0,181.38,508.59,402.21,0,139.73,"1,231.90","1,996.93",,,184.27,,0,0,0,0,,922.07,,--,,--,0.37,,--,,--,--,,--,0
MANGLMCEM,Mangalam Cement Ltd.,,,26.69,26.69,654.84,654.84,681.53,,405.71,86.8,57.91,25.33,575.75,,120,229.51,218.92,16.73,585.16,"1,842.44",,,881.26,7.6,111.46,0,"1,000.31",6.21,0,0,62.1,"1,068.63",,98.24,208,36.96,165.92,98.88,165.82,773.81,"1,842.44",,,200.38,,0,0,0,0,,77.84,,--,,--,--,,--,,0.76,5.45,,--,98.24
MANINDS,Man Industries (India) Ltd.,,,28.55,28.55,804.39,804.39,832.94,,2.03,25.45,12.09,1.28,40.86,,284.57,517.52,110.02,4.89,917.01,"1,790.80",,,336.68,0,1.01,0,337.69,132.16,0,0,133.77,603.62,,0.63,331.56,635.28,101.87,9.61,108.23,"1,187.19","1,790.80",,,575.74,,0,0,0,0,,"1,184.58",,--,,"1,447.50",--,,--,,--,132.16,,0.62,0
MANUGRAPH,Manugraph Industries Ltd.,,,6.08,6.08,118.08,118.08,124.16,,0,13.85,0.03,1.46,15.35,,18.85,8.8,6.4,9.51,43.57,183.07,,,91.93,1.29,0,0,93.22,0.7,0,1.53,15.89,111.34,,0,52.95,3.41,10.64,0.53,4.2,71.73,183.07,,,7.53,,0,0,0,0,,0.67,,--,,--,10.51,,--,,0,0.7,,--,--
MARALOVER,Maral Overseas Ltd.,,,41.51,41.51,56.14,56.14,97.64,,47.91,8.34,20.27,3.15,79.67,,127.08,60.57,75.38,1.23,264.26,441.57,,,157.92,2.53,1.7,0.06,162.21,0,0,0.18,16.18,178.57,,0.55,99.57,97.73,3.34,0.68,61.11,263,441.57,,,13.19,,0,0,0,0,,22.21,,--,,269.65,--,,--,,0.55,0,,--,--
MARICO,Marico Ltd.,,,129,129,"2,877.00","2,877.00","3,035.00",,0,0,115,0,115,,142,841,333,16,"1,332.00","4,482.00",,,632,26,14,11,683,715,176,16,83,"1,673.00",,628,873,310,711,62,225,"2,809.00","4,482.00",,,599,,0,0,0,0,,223.89,,--,,--,461.61,,120.01,,--,209,,--,620
MARUTI,Maruti Suzuki India Ltd.,,,151,151,"51,215.80","51,215.80","51,366.80",,0,384.7,"2,164.50",44.7,"2,593.90",,488.8,"10,161.70","4,714.60",741.6,"16,106.70","70,067.40",,,"14,732.80",224.2,"1,192.30",0,"16,446.80","33,371.00",0,0.2,"1,722.70","51,540.70",,"8,415.70","3,050.00","1,276.60","3,036.40",23,"2,725.00","18,526.70","70,067.40",,,"15,502.20",,"2,875.00",475.3,475.3,672.1,,"7,855.00",,--,,--,"4,585.70",,--,,"1,132.30","32,422.40",,--,"8,415.70"
MASKINVEST,Mask Investments Ltd.,,,3.05,3.05,15.4,15.4,18.45,,0,0,0,0,0,,0.58,0.04,0,0,0.62,19.07,,,0,0,0,0,0,17.98,0,0,0,17.98,,0,0,0,0.03,0.98,0.08,1.09,19.07,,,0,,0,0,0,0,,0,,--,,--,--,,--,,17.95,0.04,,--,--
MASTEK,Mastek Ltd.,,,12.62,12.62,255.29,255.29,285.54,,0.8,0,9.2,6.48,16.48,,0,1.34,67.15,9.19,77.68,379.7,,,29.1,2,1.54,4.5,37.14,55.22,28.99,1.06,5.2,127.61,,158.65,0,44.76,24.44,0.17,24.07,252.09,379.7,,,267.77,,0,0,0,0,,5.15,,--,,--,158.77,,9.84,,--,41.19,,--,158.65
MATRIMONY,Matrimony.com Ltd.,,,11.44,11.44,249.54,249.54,260.98,,0,0,47.9,0,47.9,,0,38.43,94.78,6.7,139.91,448.79,,,123.64,2.95,0,0,126.58,6.26,1.95,0,11.7,146.49,,85.01,0,7.48,195.81,0,13.99,302.3,448.79,,,24.68,,0,0,0,0,,2.26,,--,,--,55.27,,7.18,,--,6.26,,--,85.01
MAWANASUG,Mawana Sugars Ltd.,,,39.12,39.12,352.77,352.77,391.88,,74.58,0,5.01,9.63,89.21,,171.42,656.14,88.29,3.81,919.66,"1,400.75",,,231.01,0.03,12.52,0,243.56,80.53,43.16,0.15,14.26,381.66,,0,747.94,38.73,98.88,0.17,133.36,"1,019.09","1,400.75",,,8.39,,0,0,0,0,,0,,--,,--,--,,5.66,,--,80.53,,--,--
MAZDA,Mazda Ltd.,,,4.01,4.01,143.42,143.42,147.43,,0.49,1.92,0.28,0,2.68,,0.33,12.06,10.32,0.22,22.93,173.05,,,34.69,0.6,24.8,0,60.09,6.11,0,0.02,3.26,69.49,,33.52,28.82,31.56,7.44,0.03,2.18,103.55,173.05,,,3.39,,0,0,0,0,,0,,--,,--,--,,--,,6.11,0,,33.52,--
MBAPL,Madhya Bharat Agro Products Ltd.,,,21.91,21.91,127.45,127.45,149.36,,41.36,5.11,0.11,0.15,46.73,,20.83,21.72,25.74,0.03,68.32,264.41,,,85.14,0,75.35,0,160.49,0,0,0,1.27,161.76,,0,53.08,27.3,0.47,0.08,21.73,102.66,264.41,,,0.04,,0,0,0,0,,5.29,,--,,--,--,,2.98,,--,--,,--,--
MCLEODRUSS,Mcleod Russel (India) Ltd.,,,52.23,52.23,"1,281.36","1,566.80","1,619.03",,10,69.54,57.76,0,137.3,,"1,825.43",76.41,758.96,11.85,"2,672.64","4,428.97",,,952.94,9.44,58.14,0,"1,020.51",212.7,0,"2,837.33",73.32,"4,143.86",,0,86.81,16.23,91.11,10.97,79.98,285.11,"4,428.97",,,"1,511.22",,0,0,0,0,,3.37,,--,,--,217.5,,--,,53.02,0.01,,--,--
MEGASOFT,Megasoft Ltd.,,,44.27,44.27,77.55,105.28,149.55,,0,0,19.71,1.36,21.07,,1.12,9.29,90.4,6.75,107.57,278.19,,,137.52,0,0,0,137.52,33.96,0.62,0,64.94,237.04,,0,0,28.23,0.66,0,12.26,41.15,278.19,,,8.09,,0,0,0,0,,0,,--,,--,15.29,,--,,--,33.96,,--,--
MENONBE,Menon Bearings Ltd.,,,5.6,5.6,93.09,93.11,98.72,,12.97,4.34,0,0,17.3,,16.21,12.61,9.95,0,38.77,154.79,,,80.01,0.08,1.11,0,81.19,1.21,0,1.04,0,83.44,,0,16.48,44.33,7.75,1.53,1.27,71.36,154.79,,,0,,0,0,0,0,,0.96,,--,,44.47,--,,0.93,,--,--,,--,--
MERCATOR,Mercator Ltd.,,,30.25,30.25,"-1,014.64","-1,014.64",-984.39,,0,0,0.03,0,0.03,,225.36,43.46,"1,115.75",0.19,"1,384.76",400.4,,,7.91,0,0,0,7.91,63.65,0,1.61,54.86,128.03,,0,0,41.78,6.66,123.72,100.21,272.37,400.4,,,727.22,,0,0,0,0,,0,,--,,--,0.03,,11.83,,--,63.65,,--,--
MFSL,Max Financial Services Ltd.,,,69.02,69.02,"6,575.64","6,575.64","6,645.46",,0,0,2.97,13.16,16.12,,0,10.25,4.72,0,14.96,"6,676.55",,,25.12,0,0,0,25.12,0,8.84,0,5.04,39,,"6,616.37",0,19.18,1.47,0,0.54,"6,637.55","6,676.55",,,8.15,,0,0,0,0,,4.37,,--,,--,--,,11.53,,--,--,,--,"6,616.37"
MGL,Mahanagar Gas Ltd.,,,98.78,98.78,"3,133.59","3,133.59","3,232.37",,0,177.25,58.12,22.45,257.83,,0,155.86,947.46,7.62,"1,110.94","4,601.14",,,"2,163.66",5.65,560.32,0,"2,729.64",0,0,0,117.2,"2,846.84",,"1,024.98",22.16,127.52,511.86,0,67.79,"1,754.30","4,601.14",,,685.31,,0,0,0,0,,3.53,,--,,--,--,,--,,--,--,,--,"1,024.98"
