Symbol,Company Name,EQUITIES AND LIABILITIES,SHAREHOLDER'S FUNDS,Equity Share Capital,Total Share Capital,Reserves and Surplus,Total Reserves and Surplus,Total Shareholders Funds,NON-CURRENT LIABILITIES,Long Term Borrowings,Deferred Tax Liabilities [Net],Other Long Term Liabilities,Long Term Provisions,Total Non-Current Liabilities,CURRENT LIABILITIES,Short Term Borrowings,Trade Payables,Other Current Liabilities,Short Term Provisions,Total Current Liabilities,Total Capital And Liabilities,ASSETS,NON-CURRENT ASSETS,Tangible Assets,Intangible Assets,Capital Work-In-Progress,Other Assets,Fixed Assets,Non-Current Investments,Deferred Tax Assets [Net],Long Term Loans And Advances,Other Non-Current Assets,Total Non-Current Assets,CURRENT ASSETS,Current Investments,Inventories,Trade Receivables,Cash And Cash Equivalents,Short Term Loans And Advances,OtherCurrentAssets,Total Current Assets,Total Assets,OTHER ADDITIONAL INFORMATION,"CONTINGENT LIABILITIES, COMMITMENTS",Contingent Liabilities,CIF VALUE OF IMPORTS,Raw Materials,"Stores, Spares And Loose Tools",Trade/Other Goods,Capital Goods,EXPENDITURE IN FOREIGN EXCHANGE,Expenditure In Foreign Currency,REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS,Dividend Remittance In Foreign Currency,EARNINGS IN FOREIGN EXCHANGE,FOB Value Of Goods,Other Earnings,BONUS DETAILS,Bonus Equity Share Capital,NON-CURRENT INVESTMENTS,Non-Current Investments Quoted Market Value,Non-Current Investments Unquoted Book Value,CURRENT INVESTMENTS,Current Investments Quoted Market Value,Current Investments Unquoted Book Value
REDINGTON,Redington Ltd.,,,156.29,156.29,"2,392.53","2,392.53","2,548.82",,0,0,20.31,31.29,51.6,,0.16,"4,853.91",409.55,3.11,"5,266.73","7,867.15",,,45.32,14.56,84.79,46.44,191.11,667.98,23.28,0,172.91,"1,055.28",,0,"1,851.27","3,860.66",876.02,0,223.92,"6,811.87","7,867.15",,,165.59,,0,"3,533.54","3,533.54",0,,133.61,,--,,9.7,547.81,,78.13,,--,--,,--,--
REFEX,Refex Industries Ltd.,,,21,21,162.96,162.96,183.96,,1.03,0,59.31,0.81,61.14,,14.05,77.25,44.53,0,135.83,380.93,,,84.98,0.05,0.39,0,85.42,74,1,0,7.06,167.48,,0,7.46,116.43,0.99,0,88.57,213.45,380.93,,,113.26,,0,0,0,0,,0.27,,--,,--,--,,4.25,,--,74,,--,--
REGENCERAM,Regency Ceramics Ltd.,,,26.44,26.44,-63.34,-63.34,-36.89,,57.36,0,0,1.45,58.81,,0,25.01,24.22,0,49.23,71.15,,,24.27,0,0,0,24.27,0.02,0,0,0.17,24.46,,0,0,7.97,0.12,0,38.59,46.69,71.15,,,1.21,,0,0,0,0,,0,,--,,--,--,,--,,--,0.02,,--,--
RELIANCE,Reliance Industries Ltd.,,,"6,765.00","6,765.00","464,762.00","464,762.00","471,527.00",,"167,231.00","30,832.00","6,504.00","1,598.00","206,165.00",,"27,332.00","134,005.00","38,749.00",896,"200,982.00","878,674.00",,,"223,824.00","15,802.00","19,267.00",0,"274,288.00","330,493.00",0,"41,951.00","9,544.00","656,276.00",,"78,304.00","45,923.00","14,394.00","21,714.00",161,"61,902.00","222,398.00","878,674.00",,,"30,426.00",,0,0,0,0,,"321,119.00",,--,,--,"245,752.00",,"5,188.89",,"62,401.00","273,377.00",,"21,471.00","56,833.00"
RELINFRA,Reliance Infrastructure Ltd.,,,263.03,263.03,"9,877.52","9,877.52","10,140.55",,120.35,0,"1,566.40",160,"1,846.75",,"3,722.58","1,576.44","2,752.91",0,"8,051.93","20,039.23",,,324.91,0.03,11.42,0,336.36,"8,432.81",0,0,21.22,"8,790.39",,1.77,3.5,"2,916.09",158.13,"5,167.43","3,001.92","11,248.84","20,039.23",,,"1,823.16",,0,0,0,0,,25.96,,--,,--,--,,8.09,,--,--,,--,--
Data not found,,,,5.71,5.71,28.89,28.89,34.6,,18.06,2.01,5.44,0.41,25.93,,40.57,36.22,7.35,0.15,84.28,144.82,,,34.78,1.42,0.54,0.06,36.81,19.1,0,0,4.69,60.59,,0.51,35.21,40.93,0.85,3.48,3.24,84.23,144.82,,,1.09,,0,0,0,0,,5.49,,--,,--,32.59,,4.81,,--,19.1,,0.51,--
RENUKA,Shree Renuka Sugars Ltd.,,,212.85,212.85,334.14,334.14,546.98,,"2,755.61",123.21,72.92,0,"2,951.75",,"1,375.54","1,970.79",231.85,0,"3,578.18","7,076.92",,,"3,821.66",0.81,239.3,0,"4,061.76",120.22,0,164.51,117.84,"4,464.32",,0,"1,998.70",302.37,28.9,13.72,268.91,"2,612.59","7,076.92",,,630.11,,0,0,0,0,,"1,874.79",,--,,--,"4,201.16",,54.66,,--,120.22,,--,--
REPCOHOME,Repco Home Finance Ltd.,,,62.56,62.56,"2,173.04","2,173.04","2,235.60",,0,8.7,0,22.31,31.01,,"9,691.99",0,38.44,0,"9,730.43","11,997.04",,,30.46,4.77,0,0,35.23,0,0,0,18.39,53.62,,31.6,0,0,607.65,"11,291.80",12.37,"11,943.42","11,997.04",,,423.32,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,31.6
REPRO,Repro India Ltd.,,,12.71,12.71,244,244,264.4,,20.32,0,26.4,4.45,51.17,,44.96,27.56,20.23,1.26,94.01,409.58,,,241.29,4.74,1.37,0,249.8,4.81,32.82,0,6.91,294.34,,0,38.58,53.31,6.27,0.24,16.84,115.24,409.58,,,83.07,,0,0,0,0,,0,,--,,--,--,,4.34,,--,4.81,,--,--
RESPONIND,Responsive Industries Ltd.,,,26.69,26.69,650.17,650.17,676.86,,152.12,14.77,0.43,4.94,172.26,,205.63,75.67,14.2,0.13,295.63,"1,144.75",,,306.78,0,0,0,306.78,450.6,0,0,33.07,790.45,,7.47,148.65,156.1,15.93,0.19,25.97,354.3,"1,144.75",,,0,,0,0,0,0,,249.67,,--,,280.2,--,,15.74,,0.01,450.59,,6.14,1.33
RGL,Renaissance Global Ltd.,,,18.88,18.88,517.82,517.82,536.7,,44.88,0,6.35,0.75,51.98,,247.3,226.9,8.69,1.75,484.63,"1,073.31",,,42.27,0.2,0.03,0,42.49,59.17,3.4,6.43,12.34,123.83,,20.52,391.29,441.04,34.85,1.83,59.95,949.48,"1,073.31",,,181.91,,0,0,0,0,,659.94,,--,,--,"1,435.68",,11.29,,--,59.17,,20.52,--
RHFL,Reliance Home Finance Ltd.,,,485.06,516.1,"-5,989.10","-5,989.10","-5,461.36",,"6,785.61",0,34.9,36.12,"6,856.63",,"5,897.81",0.84,"2,850.41",0,"8,749.06","10,144.33",,,42.29,1.19,0,4.22,47.7,0,"3,595.21",0,138.07,"3,780.98",,160.78,0,0,"2,960.97","3,108.31",133.29,"6,363.35","10,144.33",,,130.89,,0,0,0,0,,0.49,,--,,--,--,,32.91,,--,--,,--,160.78
Data not found,,,,16.1,16.1,"1,011.26","1,011.26","1,027.36",,33.42,0,5.98,0,39.4,,25.62,526.16,50.73,2.91,605.42,"1,672.18",,,272.62,5.63,33.84,0,312.09,10.13,6.66,0,13.95,342.82,,0,607.71,488.14,70.93,0,162.59,"1,329.37","1,672.18",,,40,,0,0,0,0,,437.97,,--,,--,309.4,,--,,--,10.13,,--,--
RIIL,Reliance Industrial Infrastructure Ltd.,,,15.1,15.1,383.2,383.2,398.3,,0,16.83,0,0,16.83,,0,14.32,3.2,1.14,18.66,433.79,,,41.06,1.56,1.68,0,44.3,240.78,0,0,2.99,288.07,,114.44,2.24,16.26,1.55,0,11.23,145.72,433.79,,,0,,0,0,0,0,,0,,--,,--,--,,--,,162.51,78.27,,60.24,54.2
RITES,RITES Ltd.,,,240.3,240.3,"2,158.96","2,158.96","2,399.26",,0,0,167.5,30.23,197.73,,0,177.58,"2,736.12",86.78,"3,000.48","5,597.47",,,389.86,2.61,58.01,0.05,450.53,152.75,52.25,8.75,370.55,"1,034.83",,75.92,118.75,681.19,"3,266.28",3.49,417.01,"4,562.64","5,597.47",,,209.2,,0,0,0,0,,61.52,,--,,"1,039.17",--,,201.85,,104.61,133.67,,--,--
RKDL,Ravi Kumar Distilleries Ltd.,,,24,24,21.81,21.81,45.81,,0,0,14.35,0,14.35,,32.29,7.58,28.28,1.28,69.43,129.58,,,2.49,0.04,1.5,0,4.04,8.26,0.06,0,31.42,43.78,,2.48,20.79,17.48,0.24,0,44.81,85.8,129.58,,,7.35,,0,0,0,0,,0,,--,,--,--,,--,,--,8.26,,--,2.48
RML,Rane Madras Ltd.,,,16.27,16.27,358.66,358.66,374.93,,151.95,1.93,18.86,7.01,179.75,,294.56,291.69,47.89,5.07,639.21,"1,193.89",,,359.07,8.81,16.24,0,384.12,173.66,0,0,69.65,627.43,,0,190.81,313.17,8.13,0.54,53.81,566.46,"1,193.89",,,176.22,,0,0,0,0,,58.06,,--,,317.08,--,,--,,--,173.66,,--,--
ROHLTD,Royal Orchid Hotels Ltd.,,,27.43,27.43,159.81,159.81,187.23,,55.18,0,51.24,1.24,107.65,,5.34,32.22,14.49,1.21,53.27,348.15,,,74.17,0.05,0.21,0,74.42,157.34,5.95,14.54,26.99,279.25,,0,1.36,9.89,30.99,13.58,13.09,68.9,348.15,,,0,,0,0,0,0,,0,,--,,--,1.84,,9.72,,--,157.34,,--,--
ROSSELLIND,Rossell India Ltd.,,,7.34,7.34,238.79,238.79,246.13,,24.99,0.64,2.1,0,27.73,,128.46,23.46,22.7,0,174.62,448.49,,,230.99,3.14,5.72,0,243.18,19.23,0,0.01,6.4,268.82,,0,122.84,33.14,1.84,0.12,21.72,179.66,448.49,,,3.23,,79.05,0,0,0,,6.8,,--,,--,169.76,,--,,--,18.48,,--,--
RPGLIFE,RPG Life Sciences Ltd.,,,13.23,13.23,242.54,242.54,255.77,,0.01,2.26,3.42,3.04,8.73,,0.28,45.5,20.18,14.15,80.11,344.61,,,74.64,29.07,25.45,0,134.77,0,0,0.16,2.77,137.7,,0,82.99,32.99,70.26,0.02,20.65,206.91,344.61,,,15.12,,0,0,0,0,,15.96,,--,,--,142.8,,--,,--,--,,--,--
RPOWER,Reliance Power Ltd.,,,"3,400.13","3,400.13","5,594.39","5,594.39","9,177.02",,639.12,0,6.28,0.55,645.95,,"5,537.19",16.56,"2,105.92",0.58,"7,660.25","17,483.22",,,247.37,0,0,0,247.37,"13,898.43",0,"1,333.60",30.89,"15,510.29",,0,0,60.42,6.86,724.03,"1,181.62","1,972.93","17,483.22",,,"5,994.83",,0,0,0,0,,0.12,,--,,--,--,,136.8,,--,"13,898.43",,--,--
RPPINFRA,RPP Infra Projects Ltd.,,,36.69,36.69,280.92,280.92,317.61,,42.28,0.67,0,0.35,43.3,,62.04,114.66,198.57,2.49,377.76,738.67,,,61.54,0.01,2.53,0,64.08,7.14,0,2.14,58.23,131.59,,0,18.3,207.3,41.52,24.07,315.89,607.08,738.67,,,432.01,,0,0,0,0,,5.52,,--,,--,--,,13.75,,--,7.08,,--,--
RPSGVENT,RPSG VENTURES Ltd.,,,26.64,29.51,"2,179.66","2,179.66","2,209.17",,83.96,1.41,4.09,11.35,100.81,,0,6.2,139.01,2.4,147.61,"2,457.59",,,46.84,1.01,0.35,0,48.2,"2,202.03",0,83.08,27.4,"2,360.71",,27.16,0,0.16,61.54,0.2,7.82,96.88,"2,457.59",,,308.75,,0,0,0,0,,0.06,,--,,--,--,,--,,"4,676.58","1,730.33",,--,--
Data not found,,,,12.85,12.85,47.99,47.99,60.85,,0.09,0,0,0.89,0.97,,6.65,1.39,5.35,0.24,13.63,75.44,,,1.56,5.88,0,0,7.44,31.73,0,0,4.32,43.49,,8.16,0,3.86,10.04,0.44,9.44,31.96,75.44,,,4.36,,0,0,0,0,,17.53,,--,,11.35,--,,2.44,,--,31.73,,--,8.16
RSWM,RSWM Ltd.,,,23.55,23.55,974.99,974.99,998.54,,461.68,63.77,6.49,0,531.94,,640.84,164.72,200.48,0.3,"1,006.33","2,536.81",,,924.66,7.55,143.31,10.9,"1,086.43",89.27,0,0,63.18,"1,238.88",,0,509.07,536.46,8.68,0.86,242.86,"1,297.94","2,536.81",,,612.82,,0,0,0,0,,132.29,,--,,--,"1,287.64",,13.51,,45.45,43.82,,--,--
RTNPOWER,RattanIndia Power Ltd.,,,"5,370.11","5,949.89",-93.93,-93.93,"5,856.40",,"2,549.59",0,958.05,7.93,"3,515.56",,"1,246.25",45.69,515.86,39.8,"1,847.60","11,219.56",,,"6,532.37",0.24,109.27,0,"6,641.89","1,258.94",0,202.92,41.68,"8,145.44",,3.79,127.23,"2,212.41",263.34,26.05,441.32,"3,074.13","11,219.56",,,"2,155.96",,0,0,0,0,,0.34,,--,,--,--,,829.5,,--,"1,258.94",,--,3.79
RUBYMILLS,Ruby Mills Ltd.,,,8.36,8.36,521.02,521.02,529.38,,225.23,0.03,19.34,0.32,244.92,,53.55,26.27,111.92,0.11,191.85,966.14,,,84.11,3.71,5.45,33.36,127.52,0,0,90.48,584.05,802.06,,0.01,36.29,20.42,9.98,0,97.39,164.09,966.14,,,9.65,,0,0,0,0.18,,0.06,,--,,2.02,--,,3.33,,--,0,,--,0.01
RUCHIRA,Ruchira Papers Ltd.,,,25.2,25.2,284.39,284.39,309.59,,9.61,26.44,9.37,1.98,47.39,,46.21,25.06,26.95,4.6,102.81,459.79,,,250.82,0,26.6,0,277.42,0,0,0,0.4,277.82,,0,93.95,69.34,0.55,18.13,0,181.97,459.79,,,1.46,,0,0,0,0,,32.42,,--,,0.16,--,,--,,--,0,,--,--
RUSHIL,Rushil Decor Ltd.,,,19.91,19.91,249.21,266.88,286.79,,286.18,36.15,16.08,2.51,340.91,,133.44,87.9,14.28,23.44,259.06,886.76,,,593.48,0.33,0.47,0,594.28,0.01,0,0.08,15.74,610.11,,0,155.42,82.56,6.1,0,32.57,276.65,886.76,,,204.46,,0,0,0,0,,76.77,,--,,131.77,--,,--,,--,0.01,,--,--
RVNL,Rail Vikas Nigam Ltd.,,,"2,085.02","2,085.02","3,546.39","3,546.39","5,631.41",,"6,315.43",0,292.18,30.27,"6,637.88",,279.95,230.5,"6,316.33",25.35,"6,852.13","19,121.42",,,358.49,20.9,1.2,0,380.59,"1,163.05",13.15,6.06,"3,118.44","4,681.29",,0,49.91,"1,218.12","6,785.45",4.51,"6,382.14","14,440.13","19,121.42",,,"53,174.73",,0,0,0,0,,31.5,,--,,--,--,,--,,--,"1,163.05",,--,--
SABEVENTS,SAB Events & Governance Now Media Ltd.,,,10.48,10.49,-9.66,-9.66,0.84,,0,0,0,0.24,0.24,,2.47,0.58,0.34,0.06,3.44,4.51,,,0.08,2.99,0,0,3.07,0,0,0.04,0.03,3.14,,0,0,0.16,1.06,0.01,0.13,1.36,4.51,,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
SABTN,Sri Adhikari Brothers Television Ltd.,,,34.94,34.94,-113.33,-113.33,-78.39,,0,11.9,0,0,11.9,,2.36,2.93,194.25,0.1,199.64,133.16,,,37.44,69.29,14.03,0,120.76,0,0,0,7.52,128.28,,0,2.71,0.57,0.09,0,1.51,4.88,133.16,,,0.35,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
SADBHAV,Sadbhav Engineering Ltd.,,,17.16,17.16,"1,411.37","1,411.37","1,428.53",,294.5,0,0,0,294.5,,849.44,466.62,647.92,0,"1,963.97","3,687.00",,,192.47,0.43,3.77,0,196.67,559.34,102.2,53.29,229.47,"1,140.96",,0,107.5,599.21,37.19,520.66,"1,281.48","2,546.04","3,687.00",,,"1,253.81",,0,0,0,0,,0,,--,,--,--,,5.25,,--,24.03,,--,--
SADBHIN,Sadbhav Infrastructure Projects Ltd.,,,352.23,352.23,"1,226.24","1,226.24","1,578.47",,494.68,21.2,35.14,0.28,551.3,,327.03,110.28,69.07,0.85,507.24,"2,690.23",,,0.21,0,0,0.29,0.5,"2,194.11",0,46.69,0.72,"2,242.02",,0,0,116.97,59.24,38.64,233.35,448.2,"2,690.23",,,881.29,,0,0,0,0,,0,,--,,--,--,,282.69,,175.92,395.4,,--,--
SAGARDEEP,Sagardeep Alloys Ltd.,,,17.06,17.06,9.99,9.99,27.05,,2.45,0.52,0,0.13,3.1,,10.58,3.4,0.38,0.58,14.93,45.08,,,9.88,0,3.09,0,12.97,5.16,0,0,0.2,18.33,,0,7.16,10.3,5.18,2.19,1.92,26.75,45.08,,,0,,0,0,0,0,,0,,--,,--,--,,11,,--,5.16,,--,--
SAGCEM,Sagar Cements Ltd.,,,23.5,23.5,"1,270.61","1,270.61","1,294.11",,589.16,97.69,72.01,7.28,766.14,,301.64,192.13,138.26,3.01,635.04,"2,695.29",,,"1,198.80",60.91,29.36,0,"1,289.07",284.73,0,514.13,48.97,"2,136.90",,0,173.72,124.11,156.69,0,103.87,558.39,"2,695.29",,,670.57,,0,0,0,0,,126.22,,--,,--,--,,--,,--,284.73,,--,--
SAIL,Steel Authority of India Ltd.,,,"4,130.53","4,130.53","47,886.61","47,886.61","52,017.14",,"8,135.81","5,259.93","7,679.51","5,331.02","26,406.27",,"5,249.84","16,918.01","15,979.41","1,170.47","39,317.73","117,741.14",,,"72,196.76","1,459.35","4,016.72",1.06,"77,673.89","1,624.49",0,559.54,"4,650.32","84,508.24",,0,"24,128.47","4,736.83",647.83,43.1,"3,676.67","33,232.90","117,741.14",,,"49,894.50",,"30,234.34",0,0,0,,31.48,,--,,--,"6,988.42",,--,,--,"1,624.49",,--,--
SAKAR,Sakar Healthcare Ltd.,,,17.12,17.12,110.42,110.42,127.54,,85.01,7.09,0,1.44,93.54,,4.52,30.5,11.71,0.05,46.78,267.85,,,204.65,0,1.23,0,205.88,0.01,0,0.81,11.04,217.75,,7.11,14.18,14.18,0.03,0.08,14.52,50.1,267.85,,,0,,0,0,0,0,,0,,--,,--,--,,--,,--,--,,--,--
SAKHTISUG,Sakthi Sugars Ltd.,,,118.85,118.85,-546.98,-546.98,-428.13,,375.76,0,7.63,26.33,409.72,,562.51,107,"1,156.51",4.86,"1,830.88","1,812.48",,,974.39,0,0.64,0.08,975.12,16.58,0,0.74,41.64,"1,034.08",,0,114.12,12.32,17.27,247.61,387.08,778.4,"1,812.48",,,197.06,,0,0,0,0,,6.09,,--,,--,26.56,,0.38,,11.39,5.18,,--,--
SAKUMA,SAKUMA EXPORTS LTD. Ltd.,,,23.46,23.46,231.07,231.07,254.53,,1.54,0,0.81,0.68,3.03,,83.99,58.09,120.95,0.11,263.14,520.7,,,4.85,0,0,0,4.85,22.27,1.74,0.72,0.33,29.92,,0,81.32,291.97,8.6,0.93,107.96,490.78,520.7,,,23.09,,0,0,0,0,,52.84,,--,,"1,696.87",--,,--,,--,0.03,,--,--
SALASAR,Salasar Techno Engineering Ltd.,,,28.57,28.57,252.89,252.89,281.46,,37.91,4.98,0.23,3.24,46.36,,205.23,50.04,89.37,0.29,344.94,672.76,,,125.8,0.36,5.52,0,131.67,0.06,0,0,32.77,164.51,,0.05,151.82,290.33,10.39,0,55.66,508.25,672.76,,,177.42,,0,0,0,0,,0.89,,--,,75.59,--,,0.5,,--,0.06,,--,0.01
SALONA,Salona Cotspin Ltd.,,,5.33,5.33,51.91,51.91,57.24,,27.3,3.07,0,1.07,31.44,,111.43,18.11,9.42,0.32,139.28,227.96,,,42.78,0.03,0,0,42.81,0.01,0,0,1.66,44.48,,0,62.92,96.21,0.4,0,23.96,183.49,227.96,,,1.33,,0,0,0,1.97,,8.97,,--,,548.92,--,,--,,--,--,,--,--
SALSTEEL,SAL Steel Ltd.,,,84.97,84.97,-47.13,-47.13,37.84,,0,18.8,2.61,0.86,22.27,,124.15,47.14,51.86,7.49,230.65,290.76,,,145.82,0.06,1.01,0,146.89,0,0,0,9.39,156.28,,0,48.67,54.91,1.64,0.02,29.25,134.49,290.76,,,68.36,,0,0,0,0,,2.39,,--,,--,--,,--,,--,--,,--,--
SALZERELEC,Salzer Electronics Ltd.,,,15.98,15.98,335.48,335.48,351.47,,12.41,19.61,0,0,32.01,,235.4,73.77,47.45,1.7,358.31,741.79,,,210.57,3.86,0.78,0.01,215.22,17.45,0,0,28.48,261.15,,3.1,223.7,208.52,8.04,10.58,26.7,480.64,741.79,,,55.05,,0,0,0,0,,60.47,,--,,--,91.47,,0.72,,17.59,0.85,,3.1,--
SAMPANN,Sampann Utpadan India Ltd.,,,40.61,40.61,-35.12,-35.12,5.49,,78.24,0,0,0,78.24,,5.57,3.63,0.37,0,9.56,93.3,,,66.8,0,0,0,66.8,0.75,12.58,0.03,0,80.16,,1.39,3.59,6.22,0.07,1.47,0.4,13.14,93.3,,,9.01,,0,0,0,0,,0,,--,,--,--,,--,,--,0.75,,--,1.39
SANDESH,Sandesh Ltd.,,,7.57,7.57,938.7,938.7,946.27,,0,3.57,0,0,3.57,,0.1,8.59,50.84,0.35,59.88,"1,009.72",,,58.06,0.7,0,51.63,110.4,289.46,0,56.95,79.35,536.16,,218.24,42.56,42.3,69.75,79.54,21.18,473.56,"1,009.72",,,35.99,,0,0,0,0,,49.54,,--,,--,--,,4.74,,--,289.46,,181.45,326.25
SANDHAR,Sandhar Technologies Ltd.,,,60.19,60.19,799.75,799.75,859.94,,90.31,8.42,12.05,0,110.78,,147.65,290.41,43.16,9.34,490.56,"1,461.29",,,622.99,31.42,35.97,0,690.38,163.65,0,0,17.21,871.24,,0,156.3,406.59,1.08,0.41,25.66,590.05,"1,461.29",,,194.56,,62.29,0,0,21.21,,2.07,,--,,11.14,--,,40.92,,--,163.65,,--,--
SANGAMIND,Sangam (India) Ltd.,,,43.42,43.42,647.14,647.14,716.21,,180.55,37.86,2.19,0,220.6,,579.84,133.7,152.92,18.99,885.45,"1,822.26",,,598.24,3.54,70.98,0,672.9,8.49,0,0,74.83,756.22,,0,527.97,376.43,21.26,0,140.38,"1,066.04","1,822.26",,,165.74,,0,0,0,0,,863.99,,--,,77.45,--,,--,,--,8.49,,--,--
SANGHIIND,Sanghi Industries Ltd.,,,251,251,"1,583.23","1,583.23","1,834.23",,"1,008.51",0,148.94,35.35,"1,192.80",,369.8,270.72,129.47,18.76,788.75,"3,815.78",,,"3,163.07",0,42.21,0,"3,205.28",0,36.94,0,10.04,"3,252.26",,0,323.79,92.67,45.73,0,101.33,563.52,"3,815.78",,,114.81,,0,0,0,45.49,,50.47,,--,,--,65.33,,38.58,,--,--,,--,--
SANGHVIMOV,Sanghvi Movers Ltd.,,,8.66,8.66,725.29,725.29,733.95,,119.56,17.4,0,0,136.96,,47.09,20.73,24.29,1.18,93.29,964.21,,,766.09,0,0,3.19,769.28,0.27,0,0.03,16.41,785.99,,30.04,4.82,121.1,9.71,0.15,12.39,178.22,964.21,,,926.09,,0,0,0,0,,0,,--,,--,--,,--,,--,0.27,,30.04,--
SANGINITA,Sanginita Chemicals Ltd.,,,17.27,17.27,22.45,22.45,39.72,,3.56,0.03,0,0,3.59,,30.96,4.15,0.67,0.11,35.89,79.2,,,3.66,0,0,0.47,4.13,0,0,0,0.21,4.34,,0,23.89,25.1,0.01,0,25.86,74.86,79.2,,,0,,0,0,0,0,,0,,--,,11.08,--,,4.23,,--,--,,--,--
SARDAEN,Sarda Energy and Minerals Ltd.,,,36.05,36.05,"2,606.69","2,606.69","2,642.74",,142.84,47.6,3.17,30.41,224.02,,27.69,142.03,136.97,1.57,308.26,"3,175.02",,,511.49,39.29,67.9,38.39,657.07,887.16,0,184.51,66.98,"1,795.72",,274.04,429.14,92.84,23.41,384.79,175.08,"1,379.30","3,175.02",,,712.09,,0,0,0,0,,259.97,,--,,--,121.57,,0.6,,0.25,886.91,,274.04,--
SAREGAMA,Saregama India Ltd.,,,19.28,19.28,"1,352.55","1,352.55","1,371.83",,0,56.55,4.38,0,60.93,,0,61.64,87.12,90.03,238.79,"1,671.56",,,215.24,60.13,0,2.19,279.31,163.94,0,0,31.11,474.36,,505.71,103.17,107.51,318.07,23.85,138.89,"1,197.20","1,671.56",,,111.86,,0,0,0,0,,66.51,,--,,--,179.1,,0.18,,143.73,--,,--,505.71
SARLAPOLY,Sarla Performance Fibers Ltd.,,,8.35,8.35,410.23,410.23,418.58,,19.56,23.71,1.63,1.45,46.35,,111.97,41.89,29.54,0.96,184.36,649.28,,,203.01,0.94,15.64,0,219.59,98.16,0,1.94,19.61,339.31,,14.88,96.47,100.86,65.7,0.29,31.77,309.97,649.28,,,20.65,,0,0,0,0,,130.55,,--,,220.69,--,,--,,--,14.8,,14.88,--
SATIA,Satia Industries Ltd.,,,10,10,535,535,545,,271.54,5.6,140.19,9.83,427.16,,36.54,110.68,116.55,1.11,264.88,"1,237.04",,,811.93,2.47,87.36,0,901.76,7.46,0,0,0.25,909.46,,0,184.09,106.46,12.71,0,24.32,327.57,"1,237.04",,,81.81,,26.83,0,0,62.58,,39.7,,--,,2.73,--,,2,,--,7.46,,--,--
SBILIFE,SBI Life Insurance Company Ltd.,,,"1,000.37","1,000.37","10,620.74","10,620.74","11,622.31",,0,0,"122,131.86","134,453.03","256,584.89",,0,0,"4,558.55",571.24,"5,129.79","273,336.99",,,523.96,0,2.81,0,526.77,"264,831.79",0,362.69,0,"265,721.25",,0,0,0,"3,204.22","4,411.52",0,"7,615.74","273,336.99",,,"1,623.99",,0,0,0,0,,3,,--,,--,241,,--,,--,--,,--,--
SBIN,State Bank of India,,,892.46,892.46,"23,377.87","255,817.73","279,195.60","280,088.06","4,051,534.12","426,043.38","229,931.84","4,987,597.41",,"257,859.21","136,693.11","1,481,445.47","2,733,966.59","37,708.16","339,924.86","4,987,597.41",,"22,266.00","244,250.00",13.85,,11.16,2.69,,"112,023.00",4,"27,965.71",1.02,1.0,,"77,730.12","2,007,083.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI,Shipping Corporation of India Ltd.,,,465.8,465.8,"8,233.84","8,233.84","8,699.64",,"2,146.19",0.83,22.36,68.63,"2,238.01",,"1,031.19","1,238.13",634.3,13.79,"2,917.41","13,855.06",,,"7,624.64",0.09,58.31,0,"7,683.04",78.38,0,208.82,543.07,"8,513.31",,0,174.79,637.21,"1,406.91",1.69,"3,121.15","5,341.75","13,855.06",,,"3,291.54",,0,0,0,0,,40.49,,--,,--,49.83,,141.15,,--,128.38,,--,--
SEAMECLTD,Seamec Ltd.,,,25.43,25.43,620.5,620.5,645.92,,49.08,6.12,1.68,1.28,58.16,,13.6,20.3,24.02,0.12,58.04,762.12,,,273.33,0.1,1.79,0,275.22,273.8,0,3,8.75,560.77,,0,26.87,37.57,18.51,0,118.4,201.35,762.12,,,63.34,,0,0,0,0,,224.33,,--,,--,286.7,,--,,3.29,270.51,,--,--
SECURKLOUD,Securekloud Technologies Ltd.,,,16.09,16.09,77.36,77.36,100.53,,44.49,0,4.26,1.57,50.33,,12.86,1.54,7.3,0.72,22.41,173.27,,,8.17,0,0,0,8.17,140.27,0.8,0,0.87,150.1,,0,0,13.63,0.14,0,9.4,23.18,173.27,,,0,,0,0,0,0,,0.08,,--,,--,42.52,,7.83,,--,140.27,,--,--
SELAN,Selan Exploration Technology Ltd.,,,15.2,15.2,313.53,313.53,328.73,,0,38.7,0.19,1.03,39.92,,0,2.4,4.77,0.02,7.19,375.84,,,7.01,0,0,0,155.79,0,0,0,0.73,156.52,,134.76,7.98,18.74,55.25,0,2.59,219.32,375.84,,,0.05,,0,0,0,0.09,,0.21,,--,,--,--,,1.49,,--,--,,134.76,--
SEPC,SEPC Ltd.,,,971.53,971.53,-225.48,-225.48,746.05,,153.64,0,68.7,5.41,227.75,,824.63,158.73,85.44,5.05,"1,073.85","2,047.65",,,40.75,0.32,0,0,41.07,0.77,433.46,81.31,252.19,808.8,,0,0,280.57,29.36,0,928.92,"1,238.85","2,047.65",,,259.66,,0,0,0,0,,3.91,,--,,3.91,--,,--,,0.53,0.24,,--,--
